Artist and Title,Streams,Daily,Artist,Song
Alex & Sierra - Little Do You Know,710821582,190834,Alex & Sierra,Little Do You Know
Naughty Boy - La La La,683865070,315091,Naughty Boy,La La La
ScHoolboy Q - Collard Greens,662443726,287915,ScHoolboy Q,Collard Greens
The Script - Superheroes,639293165,188093,The Script,Superheroes
Hozier - Work Song,634923137,665503,Hozier,Work Song
Tove Lo - Stay High,634344368,139472,Tove Lo,Stay High
Tove Lo - Talking Body,633865681,196372,Tove Lo,Talking Body
Pitbull - Fireball,631696110,321292,Pitbull,Fireball
Taylor Swift - Bad Blood,631114103,202919,Taylor Swift,Bad Blood
David Guetta - Bad,625414645,150036,David Guetta,Bad
Calvin Harris - Under Control,600209538,391140,Calvin Harris,Under Control
Iggy Azalea - Black Widow,596117311,199347,Iggy Azalea,Black Widow
Nick Jonas - Jealous,586440722,391673,Nick Jonas,Jealous
Beyoncé - 7/11,576101134,99862,Beyoncé,7/11
Nicki Minaj - Only,574673287,132075,Nicki Minaj,Only
J. Cole - G.O.M.D,573246509,144729,J. Cole,G.O.M.D
Shakira - Can't Remember to Forget You,566815233,306986,Shakira,Can't Remember to Forget You
Hozier - Someone New,559640754,438186,Hozier,Someone New
Timmy Trumpet - Freaks,555605555,216630,Timmy Trumpet,Freaks
Justin Bieber - Confident,553096663,621279,Justin Bieber,Confident
Selena Gomez - The Heart Wants What It Wants,551202186,165105,Selena Gomez,The Heart Wants What It Wants
Vance Joy - Mess Is Mine,530364633,368566,Vance Joy,Mess Is Mine
DJ Snake - You Know You Like It,526130882,158551,DJ Snake,You Know You Like It
Elle King - Ex's & Oh's,521004712,160578,Elle King,Ex's & Oh's
Beyoncé - Partition,519759698,146286,Beyoncé,Partition
alt-J - Left Hand Free,515234238,278868,alt-J,Left Hand Free
Bobby Shmurda - Hot Boy,506959143,117926,Bobby Shmurda,Hot Boy
Vance Joy - Georgia,504111050,225921,Vance Joy,Georgia
G-Eazy - I Mean It,498173176,77557,G-Eazy,I Mean It
Nicki Minaj - Anaconda,495582838,147201,Nicki Minaj,Anaconda
Skrillex - Bangarang,489305002,117715,Skrillex,Bangarang
Omarion - Post to Be,488428876,124116,Omarion,Post to Be
Young Money - Trophies,484483455,141087,Young Money,Trophies
Route 94 - My Love,480413167,203398,Route 94,My Love
David Guetta - Dangerous,473213314,89241,David Guetta,Dangerous
Melanie Martinez - Dollhouse,467816605,201641,Melanie Martinez,Dollhouse
Indila - Dernière danse,467277000,466064,Indila,Dernière danse
J. Cole - Love Yourz,465958915,238031,J. Cole,Love Yourz
Charli xcx - Boom Clap,458676258,169718,Charli xcx,Boom Clap
Romeo Santos - Odio,458038616,524375,Romeo Santos,Odio
5 Seconds of Summer - Amnesia,451899548,101859,5 Seconds of Summer,Amnesia
Childish Gambino - Sober,445781199,78180,Childish Gambino,Sober
The Vamps - Somebody To You,444729098,225931,The Vamps,Somebody To You
"Andy Grammer - Honey, I'm Good",441604682,207706,Andy Grammer,"Honey, I'm Good"
David Guetta - Lovers on the Sun,441281083,129560,David Guetta,Lovers on the Sun
Banda MS de Sergio Lizárraga - Háblame De Ti,440499723,248719,Banda MS de Sergio Lizárraga,Háblame De Ti
Tinashe - 2 On,438345451,673210,Tinashe,2 On
Amber Run - I Found,436931827,220334,Amber Run,I Found
Justine Skye - Collide,432745173,315511,Justine Skye,Collide
Don Omar - Guaya Guaya,432164934,363162,Don Omar,Guaya Guaya
Birdy - Not About Angels,430018900,136475,Birdy,Not About Angels
G-Eazy - Tumblr Girls,424927801,553649,G-Eazy,Tumblr Girls
Mitski - First Love/Late Spring,422341268,344929,Mitski,First Love/Late Spring
Ella Henderson - Ghost,420273543,82847,Ella Henderson,Ghost
Tiësto - Wasted,413579686,62805,Tiësto,Wasted
J Balvin - Ay Vamos,413407222,226624,J Balvin,Ay Vamos
Nicki Minaj - Feeling Myself,410384434,75836,Nicki Minaj,Feeling Myself
ScHoolboy Q - Man Of The Year,408306340,95829,ScHoolboy Q,Man Of The Year
John Mayer - XO,404122410,77893,John Mayer,XO
G.R.L. - Ugly Heart,394055608,80063,G.R.L.,Ugly Heart
Slipknot - The Devil in I,393708845,247876,Slipknot,The Devil in I
Plan B - Fanatica Sensual,392228987,293241,Plan B,Fanatica Sensual
Saint Motel - My Type,388442436,187363,Saint Motel,My Type
USHER - I Don't Mind,388059644,56919,USHER,I Don't Mind
The Fontane Sisters - Its Beginning to Look a Lot Like Christmas,386359525,79849,The Fontane Sisters,Its Beginning to Look a Lot Like Christmas
Kid Ink - Show Me,385439227,113692,Kid Ink,Show Me
Duke Dumont - I Got U,385134858,124174,Duke Dumont,I Got U
Kenny Chesney - American Kids,375524223,314557,Kenny Chesney,American Kids
Doja Cat - So High,366682310,309702,Doja Cat,So High
Glass Animals - Gooey,363150393,108677,Glass Animals,Gooey
Michael Jackson - Love Never Felt So Good,361627326,149565,Michael Jackson,Love Never Felt So Good
Nicki Minaj - The Night Is Still Young,361438125,192053,Nicki Minaj,The Night Is Still Young
Robin Schulz - Sun Goes Down,359118707,115194,Robin Schulz,Sun Goes Down
Nicki Minaj - Truffle Butter,356073967,70012,Nicki Minaj,Truffle Butter
Adam Levine - Lost Stars,355346114,70169,Adam Levine,Lost Stars
Chris Brown - New Flame,351749240,139764,Chris Brown,New Flame
Demi Lovato - Really Don't Care,350269134,130119,Demi Lovato,Really Don't Care
Romeo Santos - Cancioncitas de Amor,348791731,288696,Romeo Santos,Cancioncitas de Amor
Hans Zimmer - Cornfield Chase,347487665,334437,Hans Zimmer,Cornfield Chase
Pepe Aguilar - Prometiste (En Vivo),345512898,79243,Pepe Aguilar,Prometiste (En Vivo)
Avicii - The Days,343336660,58607,Avicii,The Days
Imagine Dragons - I Bet My Life,341203115,73820,Imagine Dragons,I Bet My Life
Natalie La Rose - Somebody,340682433,62549,Natalie La Rose,Somebody
ZHU - Faded,340473063,83388,ZHU,Faded
Wiz Khalifa - We Dem Boyz,336635146,53577,Wiz Khalifa,We Dem Boyz
Lana Del Rey - Ultraviolence,336478186,328889,Lana Del Rey,Ultraviolence
Kiesza - Hideaway,333265391,64346,Kiesza,Hideaway
Oliver Heldens - Gecko (Overdrive),333005186,134377,Oliver Heldens,Gecko (Overdrive)
Mitski - Francis Forever,331842374,268373,Mitski,Francis Forever
Taylor Swift - Out Of The Woods,331729675,47739,Taylor Swift,Out Of The Woods
Ariel Camacho y Los Plebes Del Rancho - Te Metiste,330635333,161975,Ariel Camacho y Los Plebes Del Rancho,Te Metiste
Sam Smith - Make It To Me,329934561,60743,Sam Smith,Make It To Me
Sam Smith - Have Yourself A Merry Little Christmas,329313653,15149,Sam Smith,Have Yourself A Merry Little Christmas
BONES - HDMI,328629379,192688,BONES,HDMI
Ha*Ash - Lo Aprendí de Ti,327842472,193917,Ha*Ash,Lo Aprendí de Ti
TK from Ling tosite sigure - unravel,327832579,141425,TK from Ling tosite sigure,unravel
J. Cole - Apparently,326914187,96319,J. Cole,Apparently
Tiësto - Red Lights,326487789,57016,Tiësto,Red Lights
Nicky Jam - Travesuras,320795581,92081,Nicky Jam,Travesuras
Lana Del Rey - Sad Girl,319311674,409716,Lana Del Rey,Sad Girl
Pitbull - We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],319231202,135765,Pitbull,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song]
Trey Songz - Na Na,316015410,100263,Trey Songz,Na Na
Lana Del Rey - Pretty When You Cry,315891687,295475,Lana Del Rey,Pretty When You Cry
OneRepublic - Love Runs Out,315830411,82524,OneRepublic,Love Runs Out
Sam Smith - Lay Me Down,313418714,142726,Sam Smith,Lay Me Down
J. Cole - A Tale Of 2 Citiez,313017231,66121,J. Cole,A Tale Of 2 Citiez
Michael Jackson - Chicago,311629510,542346,Michael Jackson,Chicago
Banda MS de Sergio Lizárraga - A Lo Mejor,310250487,263875,Banda MS de Sergio Lizárraga,A Lo Mejor
Olly Murs - Up,310036455,70894,Olly Murs,Up
Cartel De Santa - Si Te Vienen a Contar,309245169,145044,Cartel De Santa,Si Te Vienen a Contar
Migos - Fight Night,305901536,60933,Migos,Fight Night
One Direction - No Control,305316012,467818,One Direction,No Control
"La Adictiva - Después de Ti, ¿Quién?",304439465,232952,La Adictiva,"Después de Ti, ¿Quién?"
Hozier - Jackie and Wilson,304424793,249325,Hozier,Jackie and Wilson
KANA-BOON - シルエット,303727060,185429,KANA-BOON,シルエット
La Arrolladora Banda El Limón De Rene Camacho - Ya Te Perdí La Fe,300404789,306166,La Arrolladora Banda El Limón De Rene Camacho,Ya Te Perdí La Fe
George Ezra - Blame It on Me,299056221,201893,George Ezra,Blame It on Me
Seinabo Sey - Younger,297051839,37523,Seinabo Sey,Younger
PARTYNEXTDOOR - Recognize,294229059,171275,PARTYNEXTDOOR,Recognize
ScHoolboy Q - Studio,293850988,88713,ScHoolboy Q,Studio
Rich Gang - Lifestyle,292182248,130572,Rich Gang,Lifestyle
The Living Tombstone - It's Been So Long,290155138,157909,The Living Tombstone,It's Been So Long
El Chapo De Sinaloa - Le Hace Falta Un Beso,290129427,262883,El Chapo De Sinaloa,Le Hace Falta Un Beso
Taylor Swift - New Romantics,289461584,59006,Taylor Swift,New Romantics
Enrique Iglesias - Loco,282325667,295552,Enrique Iglesias,Loco
Indila - Tourner Dans Le Vide,277519949,185651,Indila,Tourner Dans Le Vide
Imagine Dragons - I’m So Sorry,276594423,110891,Imagine Dragons,I’m So Sorry
Hozier - From Eden,276518667,336158,Hozier,From Eden
Cold War Kids - First,276415890,93909,Cold War Kids,First
Slipknot - Custer,276319663,315941,Slipknot,Custer
KONGOS - Come with Me Now,275284149,83697,KONGOS,Come with Me Now
Plan B - Mi Vecinita,274909085,241081,Plan B,Mi Vecinita
T-Pain - Up Down (Do This All Day),273523382,143296,T-Pain,Up Down (Do This All Day)
Diplo - Welcome to the Party,273377380,54076,Diplo,Welcome to the Party
Dierks Bentley - Drunk On A Plane,271255369,88978,Dierks Bentley,Drunk On A Plane
Banda MS de Sergio Lizárraga - No Me Pidas Perdón,270831032,190849,Banda MS de Sergio Lizárraga,No Me Pidas Perdón
George Ezra - Barcelona,270129016,50552,George Ezra,Barcelona
Lana Del Rey - The Other Woman,266522111,222087,Lana Del Rey,The Other Woman
Wiz Khalifa - So High,264723676,58303,Wiz Khalifa,So High
Enrique Iglesias - El Perdedor,264513117,148046,Enrique Iglesias,El Perdedor
Royal Blood - Figure It Out,262782628,74776,Royal Blood,Figure It Out
David Guetta - Shot Me Down,258379915,57057,David Guetta,Shot Me Down
BTS - Boy In Luv,258158617,90350,BTS,Boy In Luv
Taylor Swift - Welcome To New York,256636902,48588,Taylor Swift,Welcome To New York
Little Big Town - Girl Crush,255811696,89903,Little Big Town,Girl Crush
Imagine Dragons - Radioactive,255765789,29935,Imagine Dragons,Radioactive
YG - Who Do You Love?,255585961,86684,YG,Who Do You Love?
The Chainsmokers - #SELFIE,253123383,42807,The Chainsmokers,#SELFIE
Cody Johnson - Me and My Kind,252233909,204596,Cody Johnson,Me and My Kind
Lee Brice - I Don't Dance,252108213,50337,Lee Brice,I Don't Dance
John Legend - All of Me,250758842,23206,John Legend,All of Me
"Ha*Ash - Perdón, Perdón",250448545,133946,Ha*Ash,"Perdón, Perdón"
Brantley Gilbert - Bottoms Up,250296024,69587,Brantley Gilbert,Bottoms Up
ILOVEMAKONNEN - Tuesday,248138473,38104,ILOVEMAKONNEN,Tuesday
Nicki Minaj - Pills N Potions,244473537,60703,Nicki Minaj,Pills N Potions
Indila - Love Story,244239547,303031,Indila,Love Story
Justin Bieber - All That Matters,242912373,133861,Justin Bieber,All That Matters
Calle 13 - Ojos Color Sol,242489974,90538,Calle 13,Ojos Color Sol
Banda Los Recoditos - Me Sobrabas Tú,242428386,136108,Banda Los Recoditos,Me Sobrabas Tú
Chayanne - Humanos a Marte,242425226,108801,Chayanne,Humanos a Marte
Beyoncé - Flawless Remix,241969008,42825,Beyoncé,Flawless Remix
Vance Joy - Fire and the Flood,241045221,83405,Vance Joy,Fire and the Flood
Olly Murs - Wrapped Up,239948129,23128,Olly Murs,Wrapped Up
Caos - La Planta,239368732,135049,Caos,La Planta
SALES - Chinese New Year,238923212,60061,SALES,Chinese New Year
First Aid Kit - My Silver Lining,237509644,87243,First Aid Kit,My Silver Lining
Remmy Valenzuela - Mi Princesa,237237720,149754,Remmy Valenzuela,Mi Princesa
SoMo - Ride,237187385,41706,SoMo,Ride
Young the Giant - Mind Over Matter,236906535,145055,Young the Giant,Mind Over Matter
Ariana Grande - Best Mistake,232478946,69934,Ariana Grande,Best Mistake
One Direction - Stockholm Syndrome,231860650,370055,One Direction,Stockholm Syndrome
Rita Ora - I Will Never Let You Down,227063965,53054,Rita Ora,I Will Never Let You Down
Don Miguelo - Como Yo Le Doy,226929439,87385,Don Miguelo,Como Yo Le Doy
ODESZA - Sun Models,225895798,43181,ODESZA,Sun Models
Austin Mahone - All I Ever Need,224961794,62731,Austin Mahone,All I Ever Need
Melanie Martinez - Carousel,224778644,68197,Melanie Martinez,Carousel
Luis Fonsi - Llegaste Tú,224364314,88350,Luis Fonsi,Llegaste Tú
Enrique Iglesias - Bailando,224272043,43020,Enrique Iglesias,Bailando
PARTYNEXTDOOR - Belong to the City,224269740,532851,PARTYNEXTDOOR,Belong to the City
BTS - Just One Day,223925171,93461,BTS,Just One Day
Taylor Swift - All You Had To Do Was Stay,223606676,25126,Taylor Swift,All You Had To Do Was Stay
Río Roma - Mi Persona Favorita,223492955,65753,Río Roma,Mi Persona Favorita
Rascal Flatts - I Like The Sound Of That,222121904,70786,Rascal Flatts,I Like The Sound Of That
Kendrick Lamar - i,221283387,109573,Kendrick Lamar,i
Jaymes Young - I'll Be Good,221153709,61315,Jaymes Young,I'll Be Good
Cartel De Santa - Los Mensajes del Whatsapp,220893075,113121,Cartel De Santa,Los Mensajes del Whatsapp
Payung Teduh - Untuk Perempuan Yang Sedang Di Pelukan,219891717,250690,Payung Teduh,Untuk Perempuan Yang Sedang Di Pelukan
Night Lovell - Dark Light,216772411,57553,Night Lovell,Dark Light
PARTYNEXTDOOR - Her Way,215697636,348110,PARTYNEXTDOOR,Her Way
Klingande - Jubel,215662694,49500,Klingande,Jubel
Philip George - Wish You Were Mine,215543697,63149,Philip George,Wish You Were Mine
The Living Tombstone - Five Nights at Freddy's,214341189,123375,The Living Tombstone,Five Nights at Freddy's
J. Cole - Fire Squad,214149706,53910,J. Cole,Fire Squad
ODESZA - Say My Name,212599664,40941,ODESZA,Say My Name
Jawad Ahmad - Samjhawan,211002034,202011,Jawad Ahmad,Samjhawan
Tom Rosenthal - Go Solo,209287316,96887,Tom Rosenthal,Go Solo
Ariel Camacho y Los Plebes Del Rancho - El Karma,209198653,141313,Ariel Camacho y Los Plebes Del Rancho,El Karma
Fifth Harmony - Sledgehammer,207547191,32512,Fifth Harmony,Sledgehammer
Three Days Grace - I Am Machine,206933321,91936,Three Days Grace,I Am Machine
La Adictiva - Disfruté Engañarte,206141317,241109,La Adictiva,Disfruté Engañarte
Ha*Ash - Ex de Verdad,205872897,167046,Ha*Ash,Ex de Verdad
Kevin Gates - I Don't Get Tired (#IDGT),204390407,33823,Kevin Gates,I Don't Get Tired (#IDGT)
Chase Atlantic - Meddle About,204267904,312733,Chase Atlantic,Meddle About
Dillon Francis - Get Low,203701824,37510,Dillon Francis,Get Low
Fifth Harmony - BO$$,203409115,29211,Fifth Harmony,BO$$
James Newton Howard - The Hanging Tree,200600995,86320,James Newton Howard,The Hanging Tree
Jessie Ware - Say You Love Me,199772931,33815,Jessie Ware,Say You Love Me
One Direction - Fool's Gold,199282178,269002,One Direction,Fool's Gold
Taylor Swift - Clean,199254256,27273,Taylor Swift,Clean
TV Girl - The Blonde,198883305,404158,TV Girl,The Blonde
Pitbull - Fun,198213134,28717,Pitbull,Fun
Idina Menzel - Baby It's Cold Outside,197987860,42288,Idina Menzel,Baby It's Cold Outside
Eric Church - Talladega,195536737,64036,Eric Church,Talladega
Ricky Martin - Adrenalina,195458643,48733,Ricky Martin,Adrenalina
BTS - Danger,194913783,59728,BTS,Danger
One Direction - Where Do Broken Hearts Go,194755794,332479,One Direction,Where Do Broken Hearts Go
Calvin Harris - Pray to God,194283607,36871,Calvin Harris,Pray to God
Sam Smith - Leave Your Lover,192587185,20220,Sam Smith,Leave Your Lover
Nick Mulvey - Fever To The Form,191882379,60219,Nick Mulvey,Fever To The Form
Paula Fernandes - Highway Don't Care,191286366,101546,Paula Fernandes,Highway Don't Care
Lana Del Rey - Shades Of Cool,190746242,98602,Lana Del Rey,Shades Of Cool
Sam Smith - Not In That Way,190586445,15011,Sam Smith,Not In That Way
K CAMP - Comfortable,190330697,40154,K CAMP,Comfortable
Bebe Rexha - I'm Gonna Show You Crazy,189558059,28290,Bebe Rexha,I'm Gonna Show You Crazy
Catfish and the Bottlemen - Kathleen,189519110,81717,Catfish and the Bottlemen,Kathleen
Xavier Wulf - Psycho Pass,189464228,113821,Xavier Wulf,Psycho Pass
One Direction - Fireproof,189362062,351941,One Direction,Fireproof
Charli xcx - Break the Rules,188792866,41175,Charli xcx,Break the Rules
Beyoncé - Pretty Hurts,188548419,43867,Beyoncé,Pretty Hurts
Blake Shelton - Sangria,188158648,40261,Blake Shelton,Sangria
Karen Harding - Say Something,187253001,32382,Karen Harding,Say Something
Florida Georgia Line - Anything Goes,187211993,34374,Florida Georgia Line,Anything Goes
Magic System - Magic in the Air,185796969,127941,Magic System,Magic in the Air
Carlos Vives - Cuando Nos Volvamos a Encontrar,185347124,67049,Carlos Vives,Cuando Nos Volvamos a Encontrar
CRO - Traum,185122888,83795,CRO,Traum
Sabaton - To Hell and Back,184829752,80347,Sabaton,To Hell and Back
G-Eazy - Let's Get Lost,184628854,17986,G-Eazy,Let's Get Lost
Ariana Grande - Just A Little Bit Of Your Heart,182521740,37551,Ariana Grande,Just A Little Bit Of Your Heart
Sia - Big Girls Cry,182376855,28030,Sia,Big Girls Cry
The Vamps - Can We Dance,182053473,132803,The Vamps,Can We Dance
Sofia Karlberg - Crazy in Love,181992179,33030,Sofia Karlberg,Crazy in Love
Bleachers - Rollercoaster,181544803,59697,Bleachers,Rollercoaster
Chayanne - Madre Tierra (Oye),181222719,73962,Chayanne,Madre Tierra (Oye)
Imagine Dragons - Shots,179711005,40247,Imagine Dragons,Shots
Bakermat - One Day (Vandaag),179571924,44294,Bakermat,One Day (Vandaag)
Ariana Grande - My Everything,178284968,60769,Ariana Grande,My Everything
Jungle - Busy Earnin',178005887,88051,Jungle,Busy Earnin'
Maroon 5 - This Summer,177969431,18961,Maroon 5,This Summer
Yura Yunita - Cinta Dan Rahasia,177635320,199406,Yura Yunita,Cinta Dan Rahasia
Fiersa Besari - Waktu Yang Salah,177418173,87389,Fiersa Besari,Waktu Yang Salah
Lana Del Rey - Once Upon a Dream,177325800,145242,Lana Del Rey,Once Upon a Dream
Pablo Alborán - Pasos de cero,176899069,60933,Pablo Alborán,Pasos de cero
AFROJACK - Ten Feet Tall,176047497,24570,AFROJACK,Ten Feet Tall
Theory of a Deadman - Angel,175903648,51118,Theory of a Deadman,Angel
O.T. Genasis - CoCo,175601961,26073,O.T. Genasis,CoCo
Melendi - La promesa,174881496,150471,Melendi,La promesa
Roo Panes - Tiger Striped Sky,174681598,23833,Roo Panes,Tiger Striped Sky
Taylor Swift - How You Get The Girl,174134649,26472,Taylor Swift,How You Get The Girl
Austin Mahone - Mmm Yeah,173551750,39681,Austin Mahone,Mmm Yeah
Jason Aldean - Burnin' It Down,173099697,57811,Jason Aldean,Burnin' It Down
Sleeping At Last - You Are Enough,171841485,95006,Sleeping At Last,You Are Enough
Los Tigres Del Norte - Qué Tal Si Eres Tu,171347648,126936,Los Tigres Del Norte,Qué Tal Si Eres Tu
The Vamps - Somebody To You,171318427,48886,The Vamps,Somebody To You
Saint Motel - Cold Cold Man,170325398,47850,Saint Motel,Cold Cold Man
Lana Del Rey - Old Money,170143955,88875,Lana Del Rey,Old Money
Kyla La Grange - Cut Your Teeth,168564000,17879,Kyla La Grange,Cut Your Teeth
August Alsina - No Love,168203234,40272,August Alsina,No Love
Nicki Minaj - Bed Of Lies,168124724,15486,Nicki Minaj,Bed Of Lies
Hozier - Arsonist's Lullabye,167386802,62689,Hozier,Arsonist's Lullabye
Vigiland - UFO,167046967,14566,Vigiland,UFO
Bleachers - I Wanna Get Better,167003039,39684,Bleachers,I Wanna Get Better
"Trey Songz - Touchin, Lovin",166603027,29036,Trey Songz,"Touchin, Lovin"
Maroon 5 - It Was Always You,166577926,19978,Maroon 5,It Was Always You
Mac DeMarco - Salad Days,166440095,50527,Mac DeMarco,Salad Days
Tom Rosenthal - It's Ok,165719617,78717,Tom Rosenthal,It's Ok
Hillsong Worship - Broken Vessels (Amazing Grace),165377446,89763,Hillsong Worship,Broken Vessels (Amazing Grace)
Marlon Roudette - When the Beat Drops Out,165128026,36638,Marlon Roudette,When the Beat Drops Out
Flight Facilities - Crave You,164784930,63582,Flight Facilities,Crave You
Nicky Jam - Travesuras,163298134,36719,Nicky Jam,Travesuras
Nick Jonas - Chains,163108965,38181,Nick Jonas,Chains
MAGIC! - Rude (Acoustic),163083437,19472,MAGIC!,Rude (Acoustic)
Michael Jackson - Love Never Felt So Good,163020934,34270,Michael Jackson,Love Never Felt So Good
J. Cole - January 28th,162474431,75490,J. Cole,January 28th
Maluma - Carnaval,162397683,30863,Maluma,Carnaval
Logic - Gang Related,162267845,30307,Logic,Gang Related
Imagine Dragons - Dream,161840270,42481,Imagine Dragons,Dream
Bryce Vine - Sour Patch Kids,161590657,25321,Bryce Vine,Sour Patch Kids
Shy Glizzy - White Girl,160611328,71368,Shy Glizzy,White Girl
AURORA - Running with the Wolves,160539773,87308,AURORA,Running with the Wolves
Wiz Khalifa - Ass Drop,160248484,8792,Wiz Khalifa,Ass Drop
Indila - Ainsi bas la vida,159893744,108719,Indila,Ainsi bas la vida
The Black Keys - Fever,159841031,73638,The Black Keys,Fever
Yo Yo Honey Singh - Desi Kalakaar,159023750,352754,Yo Yo Honey Singh,Desi Kalakaar
Luis Fonsi - Corazón En La Maleta,158803196,68525,Luis Fonsi,Corazón En La Maleta
Azealia Banks - Luxury,158008045,97521,Azealia Banks,Luxury
Goose house - 光るなら,157512619,84253,Goose house,光るなら
TJ Monterde - Dating Tayo,157496595,239200,TJ Monterde,Dating Tayo
"TAEYANG - EYES, NOSE, LIPS",157435182,78498,TAEYANG,"EYES, NOSE, LIPS"
Birdy - Tee Shirt,157106407,10584,Birdy,Tee Shirt
Catfish and the Bottlemen - Cocoon,155477081,79313,Catfish and the Bottlemen,Cocoon
Yovie & Nuno - Tanpa Cinta,155397192,351081,Yovie & Nuno,Tanpa Cinta
Florida Georgia Line - Dirt,155322524,25850,Florida Georgia Line,Dirt
Taylor Swift - I Wish You Would,155026136,17734,Taylor Swift,I Wish You Would
Travis Scott - Mamacita,154889283,190181,Travis Scott,Mamacita
