Artist and Title,Streams,Daily,Artist,Song
"Tyler, The Creator - I THINK",315255144,309237,"Tyler, The Creator",I THINK
Avicii - Heaven,314289066,46890,Avicii,Heaven
Paulo Londra - Por Eso Vine,314254464,93452,Paulo Londra,Por Eso Vine
J Balvin - Blanco,314059639,36202,J Balvin,Blanco
Lunay - Aventura,313874235,69492,Lunay,Aventura
Sabrina Carpenter - Looking at Me,313871652,368615,Sabrina Carpenter,Looking at Me
Miley Cyrus - Mother's Daughter,313829341,52142,Miley Cyrus,Mother's Daughter
Offset - Clout,312869059,58752,Offset,Clout
Lil Nas X - Rodeo,312154063,35108,Lil Nas X,Rodeo
awfultune - i met sarah in the bathroom,312127595,120682,awfultune,i met sarah in the bathroom
Morgan Wallen - This Bar,311736126,139893,Morgan Wallen,This Bar
Slipknot - Unsainted,311722558,160198,Slipknot,Unsainted
"Harry Styles - Sunflower, Vol. 6",310935719,81367,Harry Styles,"Sunflower, Vol. 6"
Dalex - Bellaquita (Remix),309931149,61206,Dalex,Bellaquita (Remix)
"King Von - Crazy Story, Pt. 3",309832821,338045,King Von,"Crazy Story, Pt. 3"
Cavetown - Juliet,308904210,168228,Cavetown,Juliet
Taylor Swift - Death By A Thousand Cuts,308385178,142642,Taylor Swift,Death By A Thousand Cuts
BLACKPINK - Don't Know What To Do,306757105,84972,BLACKPINK,Don't Know What To Do
Hindia - Evaluasi,306427023,410689,Hindia,Evaluasi
Why Don't We - Big Plans,306232131,69930,Why Don't We,Big Plans
Why Don't We - What Am I,305991914,47881,Why Don't We,What Am I
Post Malone - On The Road,305039206,70482,Post Malone,On The Road
jagger finn - Vas,302701421,115190,jagger finn,Vas
Jonas Blue - What I Like About You,302502567,27849,Jonas Blue,What I Like About You
Ir Sais - Dream Girl,301812087,83933,Ir Sais,Dream Girl
Burna Boy - On the Low,301259966,197017,Burna Boy,On the Low
Polo G - Chosen 1,300984522,108306,Polo G,Chosen 1
Dominic Fike - Phone Numbers,300301018,250937,Dominic Fike,Phone Numbers
Young Thug - Bad Bad Bad,300212007,83243,Young Thug,Bad Bad Bad
Diplo - On My Mind,299990144,84240,Diplo,On My Mind
Danny Ocean - Swing,299691046,83097,Danny Ocean,Swing
"Kygo - Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",299378718,25243,Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")"
Taylor Swift - Lover (Remix) [feat. Shawn Mendes],299280015,81553,Taylor Swift,Lover (Remix) [feat. Shawn Mendes]
Sia - Audio,298716096,39483,Sia,Audio
mxmtoon - prom dress,297421043,86519,mxmtoon,prom dress
Marshmello - Project Dreams,296547678,29989,Marshmello,Project Dreams
Marília Mendonça - Supera,296029501,97111,Marília Mendonça,Supera
Taylor Swift - I Think He Knows,295078214,127257,Taylor Swift,I Think He Knows
Wolfine - Escápate Conmigo,294684633,155242,Wolfine,Escápate Conmigo
Lucky Luke - Cooler Than Me,294658096,65924,Lucky Luke,Cooler Than Me
Manuel Turizo - Esclavo de Tus Besos,293873185,38732,Manuel Turizo,Esclavo de Tus Besos
Bea Miller - feel something,291760404,45995,Bea Miller,feel something
Greeicy - Destino,291567251,129175,Greeicy,Destino
Halsey - Nightmare,290583601,65982,Halsey,Nightmare
Luh Kel - Wrong,289555669,104975,Luh Kel,Wrong
Niall Horan - Put A Little Love On Me,289259878,120361,Niall Horan,Put A Little Love On Me
Lil Tjay - Leaked,286709644,107198,Lil Tjay,Leaked
ilyTOMMY - Forever,284907932,192513,ilyTOMMY,Forever
mgk - Candy,284439843,59605,mgk,Candy
TOKYO’S REVENGE - GOODMORNINGTOKYO!,284207085,56005,TOKYO’S REVENGE,GOODMORNINGTOKYO!
Ed Sheeran - Best Part of Me,282970305,36816,Ed Sheeran,Best Part of Me
Darell - Velitas,281432941,194243,Darell,Velitas
Megan Thee Stallion - Hot Girl Summer,281232644,33185,Megan Thee Stallion,Hot Girl Summer
Luke Bryan - Knockin' Boots,280297350,131689,Luke Bryan,Knockin' Boots
La Adictiva - El Amor de Mi Vida,278314339,244332,La Adictiva,El Amor de Mi Vida
Hindia - Secukupnya,277271773,347762,Hindia,Secukupnya
MAMAMOO - HIP,276729866,78324,MAMAMOO,HIP
NF - Time,276433674,107762,NF,Time
Dayglow - Hot Rod,275837032,91629,Dayglow,Hot Rod
BTS - Dionysus,275793290,63781,BTS,Dionysus
Pop Smoke - Welcome To The Party,275734846,77113,Pop Smoke,Welcome To The Party
Hozier - Would That I,275605225,370600,Hozier,Would That I
21 Savage - Immortal,274759092,107913,21 Savage,Immortal
SoFaygo - Knock Knock,274673988,76713,SoFaygo,Knock Knock
Ninho - La vie qu'on mène,273939112,157652,Ninho,La vie qu'on mène
Calibre 50 - Simplemente Gracias,273542664,124480,Calibre 50,Simplemente Gracias
Tom Petty - Runnin' Down A Dream,273039619,108657,Tom Petty,Runnin' Down A Dream
Rich Music LTD - Porno,272798525,150425,Rich Music LTD,Porno
Megan Thee Stallion - Cash Shit,272771860,59633,Megan Thee Stallion,Cash Shit
BTS - Make It Right,272433042,43068,BTS,Make It Right
Brent Faiyaz - Rehab (Winter In Paris),271650989,221582,Brent Faiyaz,Rehab (Winter In Paris)
El Fantasma - El Circo,269740411,121940,El Fantasma,El Circo
Sebastian Yatra - Runaway,269552535,28825,Sebastian Yatra,Runaway
"Tyler, The Creator - RUNNING OUT OF TIME",267855982,368901,"Tyler, The Creator",RUNNING OUT OF TIME
NLE Choppa - Shotta Flow,267407965,78189,NLE Choppa,Shotta Flow
Luke Combs - Even Though I'm Leaving,267103099,86735,Luke Combs,Even Though I'm Leaving
Henrique & Juliano - Briga Feia,266835788,149893,Henrique & Juliano,Briga Feia
James TW - You & Me,266391529,51088,James TW,You & Me
Rich The Kid - Splashin,265735200,25263,Rich The Kid,Splashin
Pritam - Khairiyat,265073975,227275,Pritam,Khairiyat
Marília Mendonça - Bebi Liguei,265055990,54239,Marília Mendonça,Bebi Liguei
Faye Webster - Kingston,263979067,366923,Faye Webster,Kingston
Polo G - Heartless,263957599,81606,Polo G,Heartless
Zedd - Good Thing,263789673,49500,Zedd,Good Thing
Ed Sheeran - Antisocial,263475860,39487,Ed Sheeran,Antisocial
James Bay - Peer Pressure,263288255,44231,James Bay,Peer Pressure
Noah Cyrus - July,263244026,141321,Noah Cyrus,July
Natanael Cano - El de La Codeina,262904552,148541,Natanael Cano,El de La Codeina
Jack & Jack - No One Compares To You,262596915,20217,Jack & Jack,No One Compares To You
K-391 - Play,261588142,101811,K-391,Play
Logic - Keanu Reeves,261233853,23294,Logic,Keanu Reeves
Taylor Swift - False God,260954512,176599,Taylor Swift,False God
Harry Styles - To Be So Lonely,260169718,75752,Harry Styles,To Be So Lonely
PARTYNEXTDOOR - LOYAL,260046468,65320,PARTYNEXTDOOR,LOYAL
Thomas Rhett - Look What God Gave Her,259430325,80314,Thomas Rhett,Look What God Gave Her
Nea - Some Say,259222384,40083,Nea,Some Say
Summer Walker - Come Thru,258335631,91408,Summer Walker,Come Thru
Billie Eilish - goodbye,256666272,92608,Billie Eilish,goodbye
Doja Cat - Cyber Sex,256478069,64211,Doja Cat,Cyber Sex
Grupo Marca Registrada - El Doctor,256449627,105680,Grupo Marca Registrada,El Doctor
OFFICIAL HIGE DANDISM - Pretender,255979265,102793,OFFICIAL HIGE DANDISM,Pretender
AJ Tracey - Ladbroke Grove,255212758,93046,AJ Tracey,Ladbroke Grove
Marília Mendonça - Ciumeira,255091262,74362,Marília Mendonça,Ciumeira
Noah Kahan - False Confidence,254654166,195090,Noah Kahan,False Confidence
XXXTENTACION - Ex Bitch,254407296,141270,XXXTENTACION,Ex Bitch
Manuel Turizo - Te Quemaste,253526686,55389,Manuel Turizo,Te Quemaste
MAX - Love Me Less,252793145,20776,MAX,Love Me Less
Matheus & Kauan - Vou Ter Que Superar,252748296,141539,Matheus & Kauan,Vou Ter Que Superar
Cartel De Santa - Burbujas de Cristal,252346526,161106,Cartel De Santa,Burbujas de Cristal
Maggie Rogers - Light On,251212999,130490,Maggie Rogers,Light On
"Quality Control - Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",251066870,101385,Quality Control,"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)"
IV Of Spades - Come Inside Of My Heart,250826712,247469,IV Of Spades,Come Inside Of My Heart
Ashnikko - STUPID,250593022,65152,Ashnikko,STUPID
ITZY - DALLA DALLA,250553576,64299,ITZY,DALLA DALLA
Zedd - 365,250212803,45921,Zedd,365
Black Pumas - Colors,250165336,260076,Black Pumas,Colors
Alfredo Olivas - El Vals Del Olvido,249005616,269323,Alfredo Olivas,El Vals Del Olvido
"Sachet Tandon - Mere Sohneya (From ""Kabir Singh"")",248902412,267456,Sachet Tandon,"Mere Sohneya (From ""Kabir Singh"")"
Lil Nas X - Panini,248814207,19980,Lil Nas X,Panini
Trippie Redd - Who Needs Love,248614420,85770,Trippie Redd,Who Needs Love
Khalid - Outta My Head,248584176,45587,Khalid,Outta My Head
Mahmood - Soldi,248084786,34625,Mahmood,Soldi
Khalid - Up All Night,248072290,14806,Khalid,Up All Night
Gabby Barrett - The Good Ones,247664722,85087,Gabby Barrett,The Good Ones
Juju - Vermissen,247274521,69582,Juju,Vermissen
"Bizarrap - Nicki Nicole: Bzrp Music Sessions, Vol. 13",247168175,69710,Bizarrap,"Nicki Nicole: Bzrp Music Sessions, Vol. 13"
Galantis - Bones,246539489,24109,Galantis,Bones
Stephanie Poetri - I Love You 3000,246304684,98626,Stephanie Poetri,I Love You 3000
Jaden - Summertime In Paris,246115552,40186,Jaden,Summertime In Paris
Ed Sheeran - Remember The Name,246005043,88179,Ed Sheeran,Remember The Name
"Luke Combs - 1, 2 Many",245978843,242308,Luke Combs,"1, 2 Many"
Lykke Li - sex money feelings die,245761878,66022,Lykke Li,sex money feelings die
GIULIA BE - menina solta,245511650,94951,GIULIA BE,menina solta
Heuss L'enfoiré - Moulaga,245389739,92120,Heuss L'enfoiré,Moulaga
KEVVO - 105 F Remix,245282911,92273,KEVVO,105 F Remix
Freya Ridings - Castles,245113309,44101,Freya Ridings,Castles
Martin Jensen - Nobody,244699251,13899,Martin Jensen,Nobody
Mike Bahía - Detente,244643557,47912,Mike Bahía,Detente
Maluma - No Se Me Quita,244496390,33666,Maluma,No Se Me Quita
Lil Peep - I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),244265467,30273,Lil Peep,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy)
J Balvin - COMO UN BEBÉ,243966910,93288,J Balvin,COMO UN BEBÉ
WOS - CANGURO,243658274,68019,WOS,CANGURO
Wallows - Remember When,242641493,246036,Wallows,Remember When
"Vishal-Shekhar - Ghungroo (From ""War"")",242615098,134870,Vishal-Shekhar,"Ghungroo (From ""War"")"
Labrinth - When I R.I.P.,242586753,69173,Labrinth,When I R.I.P.
AJR - 100 Bad Days,242543770,71872,AJR,100 Bad Days
Coldplay - Orphans,242451521,72891,Coldplay,Orphans
Danna Paola - Oye Pablo,242339116,50987,Danna Paola,Oye Pablo
Luíza & Maurílio - S de Saudade,242043180,57654,Luíza & Maurílio,S de Saudade
Surf Curse - Disco,242010576,1385942,Surf Curse,Disco
Post Malone - A Thousand Bad Times,241589373,48228,Post Malone,A Thousand Bad Times
Dilsinho - Péssimo Negócio (Ao Vivo),240845322,104047,Dilsinho,Péssimo Negócio (Ao Vivo)
Los Dos Carnales - Vida Ventajosa,240442991,164424,Los Dos Carnales,Vida Ventajosa
BTS - Jamais Vu,239842883,45870,BTS,Jamais Vu
ILLENIUM - Good Things Fall Apart,239462668,59309,ILLENIUM,Good Things Fall Apart
BONES - AirplaneMode,239042419,167337,BONES,AirplaneMode
Lana Del Rey - Mariners Apartment Complex,238885147,109249,Lana Del Rey,Mariners Apartment Complex
Lizzo - Boys,238429773,40399,Lizzo,Boys
Matuê - Kenny G,238112876,88180,Matuê,Kenny G
Dermot Kennedy - Giants,237986975,37704,Dermot Kennedy,Giants
The Rolling Stones - Miss You,237957024,137103,The Rolling Stones,Miss You
Noriel - Cuerpo en Venta,237894532,51681,Noriel,Cuerpo en Venta
Foster The People - Imagination,237536253,87398,Foster The People,Imagination
NAV - Tap,237369213,19027,NAV,Tap
"Akhil Sachdeva - Tera Ban Jaunga (From ""Kabir Singh"")",236472342,206569,Akhil Sachdeva,"Tera Ban Jaunga (From ""Kabir Singh"")"
Bryce Vine - La La Land,235670159,37266,Bryce Vine,La La Land
Mark Ronson - Find U Again,235483272,15332,Mark Ronson,Find U Again
Travis Scott - HIGHEST IN THE ROOM,234163294,50046,Travis Scott,HIGHEST IN THE ROOM
Roddy Ricch - Start Wit Me,234068023,36809,Roddy Ricch,Start Wit Me
Mau y Ricky - La Boca,234015665,20297,Mau y Ricky,La Boca
Maren Morris - The Bones,231837915,45714,Maren Morris,The Bones
Bebe Rexha - Last Hurrah,231677630,27171,Bebe Rexha,Last Hurrah
Matheus & Kauan - Quarta Cadeira,231543289,153205,Matheus & Kauan,Quarta Cadeira
Morat - A Dónde Vamos,231279012,148744,Morat,A Dónde Vamos
Jonas Esticado - Investe Em Mim,231266342,21172,Jonas Esticado,Investe Em Mim
H.E.R. - Slide,230426248,50773,H.E.R.,Slide
Sofía Reyes - R.I.P.,229418877,33046,Sofía Reyes,R.I.P.
Edwin Luna y La Trakalosa de Monterrey - Fíjate Que Sí,229389590,67820,Edwin Luna y La Trakalosa de Monterrey,Fíjate Que Sí
Khalid - My Bad,229336057,16960,Khalid,My Bad
Tropkillaz - Bola Rebola,229135954,46246,Tropkillaz,Bola Rebola
Reik - Aleluya,228958206,53641,Reik,Aleluya
Cazzu - Nada,228820117,142856,Cazzu,Nada
Paulo Londra - Forever Alone,228626579,83225,Paulo Londra,Forever Alone
Ed Sheeran - Take Me Back to London,228458220,42219,Ed Sheeran,Take Me Back to London
Gusttavo Lima - A Gente Fez Amor,228443696,19586,Gusttavo Lima,A Gente Fez Amor
DaBaby - Goin Baby,227992787,21258,DaBaby,Goin Baby
Lana Del Rey - Fuck it I love you,227838473,86820,Lana Del Rey,Fuck it I love you
Rotimi - In My Bed,227255922,131647,Rotimi,In My Bed
Daniel Caesar - CYANIDE,227118647,152453,Daniel Caesar,CYANIDE
"Tyler, The Creator - A BOY IS A GUN*",226977892,266458,"Tyler, The Creator",A BOY IS A GUN*
ANAVITÓRIA - Pupila,226824515,105003,ANAVITÓRIA,Pupila
NIKI - La La Lost You,226118928,263272,NIKI,La La Lost You
Dean Lewis - 7 Minutes,225349669,40033,Dean Lewis,7 Minutes
Hozier - Movement,225338184,118250,Hozier,Movement
Pk - Quando a vontade bater (Participação especial de PK Delas),225275651,103773,Pk,Quando a vontade bater (Participação especial de PK Delas)
TINI - Oye,225204655,64507,TINI,Oye
Rammstein - Ausländer,224410130,118910,Rammstein,Ausländer
Melanie Martinez - High School Sweethearts,223676327,105977,Melanie Martinez,High School Sweethearts
Brent Faiyaz - Fuck The World (Summer in London),223555686,74808,Brent Faiyaz,Fuck The World (Summer in London)
GIMS - Hola Señorita,223482820,94930,GIMS,Hola Señorita
December Avenue - Kung 'Di Rin Lang Ikaw,223440735,99126,December Avenue,Kung 'Di Rin Lang Ikaw
Luke Combs - Lovin' On You,223254476,95519,Luke Combs,Lovin' On You
Jorge & Mateus - Tijolão,223249251,41386,Jorge & Mateus,Tijolão
Ghetto Kids - Tra Tra Tra Remix,222495721,73522,Ghetto Kids,Tra Tra Tra Remix
Confetti - Ghost,221879464,124126,Confetti,Ghost
Luke Chiang - Shouldn't Be,221755110,208103,Luke Chiang,Shouldn't Be
Steve Lacy - N Side,221455154,128634,Steve Lacy,N Side
"Sachet Tandon - Bekhayali (From ""Kabir Singh"")",221114841,174867,Sachet Tandon,"Bekhayali (From ""Kabir Singh"")"
Polo G - Finer Things,220967387,68059,Polo G,Finer Things
Harry Styles - Canyon Moon,220958609,61119,Harry Styles,Canyon Moon
Post Malone - I'm Gonna Be,220938178,47928,Post Malone,I'm Gonna Be
Vishal Mishra - Pehla Pyaar,220882487,176289,Vishal Mishra,Pehla Pyaar
Josh A - Pain,220571130,44366,Josh A,Pain
Camilo - No Te Vayas,220281679,33847,Camilo,No Te Vayas
Orochi - Amor de Fim de Noite,220128169,116494,Orochi,Amor de Fim de Noite
PNL - Au DD,219681275,55003,PNL,Au DD
Maluma - Qué Pena,219619992,19628,Maluma,Qué Pena
Cordae - RNP,219578121,122742,Cordae,RNP
Pitbull - No Lo Trates,218737950,33034,Pitbull,No Lo Trates
JR Torres - Un Suspiró,218698479,223914,JR Torres,Un Suspiró
Felix Jaehn - Close Your Eyes,218053144,27945,Felix Jaehn,Close Your Eyes
DaBaby - Baby Sitter,217985146,20169,DaBaby,Baby Sitter
Rels B - SIN MIRAR LAS SEÑALES,216926005,132879,Rels B,SIN MIRAR LAS SEÑALES
Dreamville - Costa Rica,216777991,51663,Dreamville,Costa Rica
WOS - MELÓN VINO,216655577,75860,WOS,MELÓN VINO
Martin Garrix - No Sleep,216178451,28151,Martin Garrix,No Sleep
Lil Tjay - Hold On,216174073,54804,Lil Tjay,Hold On
Marília Mendonça - Todo Mundo Vai Sofrer,216006976,39935,Marília Mendonça,Todo Mundo Vai Sofrer
BTS - Lights,215346162,42684,BTS,Lights
Post Malone - Staring At The Sun,214877852,53392,Post Malone,Staring At The Sun
Lil Dicky - Earth,214805820,26202,Lil Dicky,Earth
Lil Loaded - 6locc 6a6y,214769596,139010,Lil Loaded,6locc 6a6y
Jonas Brothers - Cool,214703243,26662,Jonas Brothers,Cool
Rich Music LTD - Perreo en La Luna,214576124,45687,Rich Music LTD,Perreo en La Luna
Zé Neto & Cristiano - Ferida Curada,214296264,78115,Zé Neto & Cristiano,Ferida Curada
Drake - Behind Barz,214090396,32190,Drake,Behind Barz
Young T & Bugsey - Don't Rush,214064526,33147,Young T & Bugsey,Don't Rush
Paulo Londra - Solo Pienso En Ti,213346943,63330,Paulo Londra,Solo Pienso En Ti
John K - if we never met,213044690,31779,John K,if we never met
Alejandro Sanz - Mi Persona Favorita,212706730,65956,Alejandro Sanz,Mi Persona Favorita
Residente - Bellacoso,212658651,34738,Residente,Bellacoso
Jorge & Mateus - Cheirosa,211986274,26925,Jorge & Mateus,Cheirosa
Dalex - Bellaquita,211640969,40404,Dalex,Bellaquita
Chance the Rapper - Hot Shower,211500956,15961,Chance the Rapper,Hot Shower
YUNGBLUD - 11 Minutes,210438293,40611,YUNGBLUD,11 Minutes
FISHER - You Little Beauty,210375343,68419,FISHER,You Little Beauty
"Bizarrap - Aleman: Bzrp Music Sessions, Vol. 15",210363568,70438,Bizarrap,"Aleman: Bzrp Music Sessions, Vol. 15"
Soegi Bornean - Asmalibrasi,210313634,121190,Soegi Bornean,Asmalibrasi
Murilo Huff - Dois Enganados,209967788,173255,Murilo Huff,Dois Enganados
The Score - Born For This,209915322,110915,The Score,Born For This
Jax Jones - Harder,209817621,11864,Jax Jones,Harder
Piso 21 - Una Vida Para Recordar,209524577,123354,Piso 21,Una Vida Para Recordar
Halsey - Without Me,209516895,58217,Halsey,Without Me
JACKBOYS - WHAT TO DO?,209134388,112718,JACKBOYS,WHAT TO DO?
Los 2 de la S - Es Que Me Gustas,208718402,70794,Los 2 de la S,Es Que Me Gustas
Apache 207 - 200 km/h,208602083,42649,Apache 207,200 km/h
PRETTYMUCH - Phases,207489513,24100,PRETTYMUCH,Phases
Tiësto - God Is A Dancer,207286224,23771,Tiësto,God Is A Dancer
Kevin Gates - Big Gangsta,206894023,49374,Kevin Gates,Big Gangsta
David Guetta - Better When You're Gone,206689419,21094,David Guetta,Better When You're Gone
"Rochak Kohli - Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",206520506,136062,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")"
Kevin Abstract - Peach,206348006,46802,Kevin Abstract,Peach
King Gnu - 白日,205857490,77242,King Gnu,白日
Gryffin - All You Need To Know,205828398,29827,Gryffin,All You Need To Know
Ben&Ben - Pagtingin,205500610,126835,Ben&Ben,Pagtingin
James TW - Say Love,205246621,16775,James TW,Say Love
Parker McCollum - Pretty Heart,205113605,79943,Parker McCollum,Pretty Heart
Alejandro Fernández - Caballero,205089997,67995,Alejandro Fernández,Caballero
Harry Styles - Treat People With Kindness,204985836,50439,Harry Styles,Treat People With Kindness
BENEE - Glitter,204069722,42757,BENEE,Glitter
December Avenue - Sa Ngalan Ng Pag-Ibig,203792421,125018,December Avenue,Sa Ngalan Ng Pag-Ibig
Daun Jatuh - Resah Jadi Luka,203650336,292584,Daun Jatuh,Resah Jadi Luka
Dennis Lloyd - Never Go Back,203507819,26522,Dennis Lloyd,Never Go Back
Grupo Firme - El Amor No Fue Pa´ Mí (En Vivo),203255356,56588,Grupo Firme,El Amor No Fue Pa´ Mí (En Vivo)
Sofi Tukker - Purple Hat,202821878,85668,Sofi Tukker,Purple Hat
A$AP Rocky - Babushka Boi,202780151,48625,A$AP Rocky,Babushka Boi
Sech - Solita,202763632,42798,Sech,Solita
Lana Del Rey - How to disappear,202143396,156259,Lana Del Rey,How to disappear
Rammstein - Radio,202121658,98346,Rammstein,Radio
Os Barões Da Pisadinha - Tá Rocheda,201992909,51723,Os Barões Da Pisadinha,Tá Rocheda
Kane Brown - Good as You,200856060,33908,Kane Brown,Good as You
Chase Atlantic - HEAVEN AND BACK,200828950,350561,Chase Atlantic,HEAVEN AND BACK
Morat - Enamórate De Alguien Más,200689517,165786,Morat,Enamórate De Alguien Más
Luis R Conriquez - El Buho,200589596,70055,Luis R Conriquez,El Buho
AJ Mitchell - Slow Dance,200395523,24342,AJ Mitchell,Slow Dance
League of Legends - Phoenix,200136349,81190,League of Legends,Phoenix
Motionless In White - Another Life,199990414,152807,Motionless In White,Another Life
Arthur Nery - Higa,199985768,199969,Arthur Nery,Higa
Florida Georgia Line - Talk You Out Of It,199666689,23418,Florida Georgia Line,Talk You Out Of It
Trippie Redd - 6 Kiss,199652868,37961,Trippie Redd,6 Kiss
Trippie Redd - Death,199288769,43093,Trippie Redd,Death
Jon Pardi - Heartache Medication,199242607,121751,Jon Pardi,Heartache Medication
j-hope - Chicken Noodle Soup,198999337,59967,j-hope,Chicken Noodle Soup
Gilsons - Várias Queixas,198769305,231462,Gilsons,Várias Queixas
Cuco - Bossa No Sé,198257018,44242,Cuco,Bossa No Sé
Calein - Umaasa,198014706,302315,Calein,Umaasa
Blueface - Daddy,197927564,22383,Blueface,Daddy
Riley Green - I Wish Grandpas Never Died,197910065,101128,Riley Green,I Wish Grandpas Never Died
"Aaron May - I'm Good Luv, Enjoy.",197818135,341645,Aaron May,"I'm Good Luv, Enjoy."
Cannons - Fire for You,197743660,109721,Cannons,Fire for You
Grupo 360 - Seguimos Laborando,197629202,157782,Grupo 360,Seguimos Laborando
NF - Hate Myself,197601496,92885,NF,Hate Myself
Jonas Brothers - Like It's Christmas,197547850,29230,Jonas Brothers,Like It's Christmas
SZA - Power is Power,197193369,40376,SZA,Power is Power
JACKBOYS - GANG GANG,197128262,81355,JACKBOYS,GANG GANG
Nipsey Hussle - Racks in the Middle,197064695,27758,Nipsey Hussle,Racks in the Middle
Still Woozy - Habit,196906132,51576,Still Woozy,Habit
ChocQuibTown - Pa Olvidarte,196904872,26224,ChocQuibTown,Pa Olvidarte
Dolu Kadehi Ters Tut - Gitme,196687043,184757,Dolu Kadehi Ters Tut,Gitme
Rvfv - Mirándote,196339153,215273,Rvfv,Mirándote
Melanie Martinez - Show & Tell,195399291,72182,Melanie Martinez,Show & Tell
Lalo Ebratt - Déjate Querer,195277686,20610,Lalo Ebratt,Déjate Querer
Dreamville - Down Bad,194696719,55042,Dreamville,Down Bad
Capital Bra - 110,194558500,34026,Capital Bra,110
Jake Owen - Down To The Honkytonk,193850597,57081,Jake Owen,Down To The Honkytonk
Becky G - MALA SANTA,193601973,28587,Becky G,MALA SANTA
Offset - Red Room,193521329,39897,Offset,Red Room
Los Retros - Someone To Spend Time With,193189301,157707,Los Retros,Someone To Spend Time With
NF - Time,193052045,19902,NF,Time
Grupo Firme - Cada Vez Te Extraño Más,192806941,47757,Grupo Firme,Cada Vez Te Extraño Más
Nanpa Básico - Canela,192702632,105521,Nanpa Básico,Canela
Yasser Desai - Makhna,192484158,117148,Yasser Desai,Makhna
Why Don't We - I Don't Belong In This Club,192206365,12327,Why Don't We,I Don't Belong In This Club
Jason Aldean - Got What I Got,191763868,52716,Jason Aldean,Got What I Got
Zé Neto & Cristiano - Barzinho Aleatório,191498823,26467,Zé Neto & Cristiano,Barzinho Aleatório
Freddie Dredd - Cha Cha,190910973,46880,Freddie Dredd,Cha Cha
P!nk - Can We Pretend,190906296,17829,P!nk,Can We Pretend
MC Du Black - Gaiola É o Troco,190530137,55327,MC Du Black,Gaiola É o Troco
Christian Nodal - Si Te Falta Alguien,190529342,110727,Christian Nodal,Si Te Falta Alguien
Ilkay Sencan - Rockstar,190294425,80100,Ilkay Sencan,Rockstar
Ariana Grande - MONOPOLY,189571476,27483,Ariana Grande,MONOPOLY
Pritam - Kalank,189557525,199931,Pritam,Kalank
Gryffin - Body Back,189329353,33432,Gryffin,Body Back
FILV - Clandestina,189232835,76720,FILV,Clandestina
Internet Money - Somebody,189174611,28692,Internet Money,Somebody
Nicky Jam - Atrévete,189124442,13911,Nicky Jam,Atrévete
PEDRO SAMPAIO - SENTADÃO,188883344,88614,PEDRO SAMPAIO,SENTADÃO
Rauw Alejandro - Que Le De,188702311,12249,Rauw Alejandro,Que Le De
"Payal Dev - Tum Hi Aana (From ""Marjaavaan"")",188516694,168900,Payal Dev,"Tum Hi Aana (From ""Marjaavaan"")"
Di Propósito - Manda Áudio,188497736,98132,Di Propósito,Manda Áudio
Sueco - fast,187510884,22400,Sueco,fast
Rels B - Mejor No Nos Vemos,187497565,97110,Rels B,Mejor No Nos Vemos
Chris Brown - Undecided,187449329,29385,Chris Brown,Undecided
GAMPER & DADONI - Bittersweet Symphony,187194071,106729,GAMPER & DADONI,Bittersweet Symphony
Wallows - Scrawny,186947405,76990,Wallows,Scrawny
J.I the Prince of N.Y - Need Me,186494504,55808,J.I the Prince of N.Y,Need Me
Marília Mendonça - Serenata,186487979,51084,Marília Mendonça,Serenata
Casa Worship - A Casa É Sua,186210448,145453,Casa Worship,A Casa É Sua
Summer Walker - I'll Kill You,185959068,95367,Summer Walker,I'll Kill You
Lana Del Rey - hope is a dangerous thing for a woman like me to have,185951819,51860,Lana Del Rey,hope is a dangerous thing for a woman like me to have
Rich Music LTD - Imaginate,185646420,91540,Rich Music LTD,Imaginate
Joel Corry - Sorry,184564849,25318,Joel Corry,Sorry
Dua Lipa - Future Nostalgia,184546510,30832,Dua Lipa,Future Nostalgia
OFFICIAL HIGE DANDISM - I Love...,184008140,63608,OFFICIAL HIGE DANDISM,I Love...
Lil Skies - Magic,183722815,31691,Lil Skies,Magic
Summer Walker - Playing Games,183607592,60336,Summer Walker,Playing Games
Miranda Lambert - Bluebird,183541747,42945,Miranda Lambert,Bluebird
Swae Lee - Won't Be Late,183525467,51504,Swae Lee,Won't Be Late
Burna Boy - Gbona,183522718,87367,Burna Boy,Gbona
BTS - Intro : Persona,183496648,29734,BTS,Intro : Persona
Aitana - + (MÁS),183304622,46338,Aitana,+ (MÁS)
Capital Bra - Tilidin,182801417,30924,Capital Bra,Tilidin
Thomas Rhett - Beer Can’t Fix,182763708,72595,Thomas Rhett,Beer Can’t Fix
Mahen - Pura Pura Lupa,182677344,310877,Mahen,Pura Pura Lupa
Fred De Palma - Una volta ancora,182673649,34062,Fred De Palma,Una volta ancora
Taylor Swift - Christmas Tree Farm,182571980,40665,Taylor Swift,Christmas Tree Farm
