Artist and Title,Streams,Daily,Artist,Song
Rauw Alejandro - Cúrame,710182292,533598,Rauw Alejandro,Cúrame
BTS - Permission to Dance,700352735,194446,BTS,Permission to Dance
Gera MX - Botella Tras Botella,688795429,310616,Gera MX,Botella Tras Botella
INTERWORLD - METAMORPHOSIS,686467362,409649,INTERWORLD,METAMORPHOSIS
Olivia Rodrigo - brutal,685562798,309789,Olivia Rodrigo,brutal
Sebastian Yatra - Tacones Rojos,683275218,327548,Sebastian Yatra,Tacones Rojos
The Rare Occasions - Notion,675269505,529516,The Rare Occasions,Notion
Cardi B - Up,671108695,172051,Cardi B,Up
Anitta - Envolver,665258103,270493,Anitta,Envolver
Post Malone - One Right Now,660813413,215736,Post Malone,One Right Now
Doja Cat - Get Into It (Yuh),632184852,211667,Doja Cat,Get Into It (Yuh)
Maluma - Sobrio,628956419,197599,Maluma,Sobrio
CKay - love nwantiti,616876518,162815,CKay,love nwantiti
OneRepublic - Run,612065088,319876,OneRepublic,Run
Gabry Ponte - Thunder,606109256,339087,Gabry Ponte,Thunder
Saweetie - Best Friend,604019621,249288,Saweetie,Best Friend
Los Legendarios - Fiel,603535942,148542,Los Legendarios,Fiel
KAROL G - EL MAKINON,601573327,170008,KAROL G,EL MAKINON
Oliver Tree - Life Goes On,594306791,177128,Oliver Tree,Life Goes On
Adele - Oh My God,592049330,221347,Adele,Oh My God
Matt Sassari - Give It To Me,590490721,829033,Matt Sassari,Give It To Me
Nio Garcia - AM Remix,587429135,97942,Nio Garcia,AM Remix
Drake - Way 2 Sexy,579779213,159486,Drake,Way 2 Sexy
Peso Pluma - Por Las Noches,573533705,228778,Peso Pluma,Por Las Noches
Troye Sivan - Angel Baby,573437010,321452,Troye Sivan,Angel Baby
Trippie Redd - Miss The Rage,564106550,207865,Trippie Redd,Miss The Rage
Rauw Alejandro - 2/Catorce,557146578,164503,Rauw Alejandro,2/Catorce
Madison Beer - Reckless,554250176,382895,Madison Beer,Reckless
Eyedress - Something About You,549219360,887470,Eyedress,Something About You
LISA - LALISA,544500959,286706,LISA,LALISA
Ingratax - París,540955725,86559,Ingratax,París
Joel Corry - OUT OUT,537889979,193983,Joel Corry,OUT OUT
"Olivia Rodrigo - 1 step forward, 3 steps back",537205855,409239,Olivia Rodrigo,"1 step forward, 3 steps back"
Dua Lipa - We're Good,531496548,93339,Dua Lipa,We're Good
Jordan Davis - Buy Dirt,528657978,477168,Jordan Davis,Buy Dirt
Rvssian - Nostálgico,526979356,167083,Rvssian,Nostálgico
Cochise - Tell Em,526071885,200940,Cochise,Tell Em
DVRST - Close Eyes,524817887,202680,DVRST,Close Eyes
JVKE - this is what falling in love feels like,519472515,312276,JVKE,this is what falling in love feels like
Camila Cabello - Don't Go Yet,515258761,112089,Camila Cabello,Don't Go Yet
Mora - 512,514285447,291894,Mora,512
Billie Eilish - Happier Than Ever,513711337,131930,Billie Eilish,Happier Than Ever
Majestic - Rasputin,512506250,271564,Majestic,Rasputin
NEIKED - Better Days (NEIKED x Mae Muller x Polo G),508172285,141635,NEIKED,Better Days (NEIKED x Mae Muller x Polo G)
Galantis - Heartbreak Anthem,504749487,122569,Galantis,Heartbreak Anthem
J Balvin - In Da Getto,503341819,133412,J Balvin,In Da Getto
bbno$ - edamame,502108021,265437,bbno$,edamame
Måneskin - ZITTI E BUONI,502060581,181907,Måneskin,ZITTI E BUONI
Joel Corry - BED,498385601,107490,Joel Corry,BED
Tiago PZK - Entre Nosotros,497224836,194638,Tiago PZK,Entre Nosotros
Bruno Mars - Smokin Out The Window,495056280,360797,Bruno Mars,Smokin Out The Window
Olivia Rodrigo - enough for you,494143014,295720,Olivia Rodrigo,enough for you
Shouse - Love Tonight (David Guetta Remix Edit),489168717,272829,Shouse,Love Tonight (David Guetta Remix Edit)
Becky Hill - Remember,488818143,222472,Becky Hill,Remember
Selena Gomez - Baila Conmigo,487708445,65676,Selena Gomez,Baila Conmigo
LAGOS - Mónaco,484996592,645248,LAGOS,Mónaco
Drake - Girls Want Girls,483274977,188297,Drake,Girls Want Girls
SZA - I Hate U,481694832,175003,SZA,I Hate U
Kanye West - Praise God,477752900,245303,Kanye West,Praise God
The Weeknd - Take My Breath,475150400,70367,The Weeknd,Take My Breath
"Bizarrap - Tiago PZK: Bzrp Music Sessions, Vol. 48",475071939,140156,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48"
ROSÉ - On The Ground,472432694,748377,ROSÉ,On The Ground
Blessd - Medallo,470968032,150433,Blessd,Medallo
OneRepublic - Sunshine,469999459,319437,OneRepublic,Sunshine
Feby Putri - Runtuh,468253669,718277,Feby Putri,Runtuh
Jason Derulo - Acapulco,466736640,154039,Jason Derulo,Acapulco
Bella Poarch - Build a Bitch,466110775,99086,Bella Poarch,Build a Bitch
J. Cole - m y . l i f e,461825079,195781,J. Cole,m y . l i f e
Nathan Evans - Wellerman,460124276,116734,Nathan Evans,Wellerman
Calibre 50 - A La Antigüita,459726769,172430,Calibre 50,A La Antigüita
P!nk - Cover Me In Sunshine,459683887,144161,P!nk,Cover Me In Sunshine
TWICE - The Feels,455830287,210150,TWICE,The Feels
Amaarae - SAD GIRLZ LUV MONEY Remix,454716733,261225,Amaarae,SAD GIRLZ LUV MONEY Remix
Jamie Miller - Here's Your Perfect,451980181,396315,Jamie Miller,Here's Your Perfect
Mareux - The Perfect Girl,451128830,388186,Mareux,The Perfect Girl
AJR - Bang!,449056239,158659,AJR,Bang!
Taylor Swift - The Way I Loved You (Taylor’s Version),448712508,244918,Taylor Swift,The Way I Loved You (Taylor’s Version)
Billie Eilish - Your Power,446705117,212488,Billie Eilish,Your Power
Benson Boone - Ghost Town,443225773,496813,Benson Boone,Ghost Town
The Kid LAROI - SO DONE,441745338,105597,The Kid LAROI,SO DONE
Clinton Kane - I GUESS I'M IN LOVE,441162596,182893,Clinton Kane,I GUESS I'M IN LOVE
Imagine Dragons - Follow You,439153448,189725,Imagine Dragons,Follow You
Nathan Evans - Wellerman,436347726,235104,Nathan Evans,Wellerman
JHAYCO - Ley Seca,434162754,156403,JHAYCO,Ley Seca
Justin Quiles - Loco,432950848,93894,Justin Quiles,Loco
Conan Gray - People Watching,431275717,320002,Conan Gray,People Watching
Kanye West - Hurricane,421112845,151272,Kanye West,Hurricane
NIKI - Every Summertime,418359326,293693,NIKI,Every Summertime
Lil Durk - Broadway Girls,416614888,457165,Lil Durk,Broadway Girls
Morgan Wallen - Sand In My Boots,415471126,227647,Morgan Wallen,Sand In My Boots
Post Malone - Motley Crew,414999881,115038,Post Malone,Motley Crew
Lil Tjay - Run It Up,414877709,184070,Lil Tjay,Run It Up
Montell Fish - Fall in Love with You.,411211489,584430,Montell Fish,Fall in Love with You.
Ofenbach - Wasted Love,410990907,226675,Ofenbach,Wasted Love
Yeat - Monëy so big,410848125,226191,Yeat,Monëy so big
Tai Verdes - AOK,410083312,127224,Tai Verdes,AOK
Shawn Mendes - Summer of Love (Shawn Mendes & Tainy),408095594,111257,Shawn Mendes,Summer of Love (Shawn Mendes & Tainy)
Tom Grennan - Little Bit of Love,405294655,110356,Tom Grennan,Little Bit of Love
Little Mix - Touch,402212967,68488,Little Mix,Touch
Taylor Swift - I Knew You Were Trouble (Taylor's Version),401006442,326071,Taylor Swift,I Knew You Were Trouble (Taylor's Version)
Tainy - Agua,398568264,48107,Tainy,Agua
Öwnboss - Move Your Body,396467098,193329,Öwnboss,Move Your Body
Drake - Yebba’s Heartbreak,396058986,453874,Drake,Yebba’s Heartbreak
Taylor Swift - Mr. Perfectly Fine (Taylor’s Version) (From The Vault),394160217,173734,Taylor Swift,Mr. Perfectly Fine (Taylor’s Version) (From The Vault)
Drake - What’s Next,393539208,78674,Drake,What’s Next
Fred again.. - Marea (we’ve lost dancing),385781683,291699,Fred again..,Marea (we’ve lost dancing)
Lil Tecca - LOT OF ME,383149099,538271,Lil Tecca,LOT OF ME
Taylor Swift - We Are Never Ever Getting Back Together (Taylor's Version),381618610,307816,Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version)
J. Cole - p r i d e . i s . t h e . d e v i l,381383310,121701,J. Cole,p r i d e . i s . t h e . d e v i l
Egzod - Royalty,379819161,485625,Egzod,Royalty
KAROL G - 200 COPAS,378673735,232363,KAROL G,200 COPAS
LeeHi - ONLY,376197725,374737,LeeHi,ONLY
Rochy RD - Ella No Es Tuya,375488756,93873,Rochy RD,Ella No Es Tuya
Coldplay - Higher Power,375273961,149129,Coldplay,Higher Power
Grupo Firme - Ya Supérame (En Vivo),373310612,179739,Grupo Firme,Ya Supérame (En Vivo)
DJ Khaled - EVERY CHANCE I GET,372994963,153275,DJ Khaled,EVERY CHANCE I GET
Henrique & Juliano - Arranhão,372527137,64270,Henrique & Juliano,Arranhão
KAROL G - SEJODIOTO,367803173,114790,KAROL G,SEJODIOTO
AJR - World's Smallest Violin,367052544,167230,AJR,World's Smallest Violin
Nio Garcia - AM,366775987,41044,Nio Garcia,AM
Ashnikko - Slumber Party,366634915,144400,Ashnikko,Slumber Party
Billie Eilish - NDA,365108696,336249,Billie Eilish,NDA
Taylor Swift - right where you left me,364702353,287580,Taylor Swift,right where you left me
"Tyler, The Creator - WUSYANAME",363364390,396528,"Tyler, The Creator",WUSYANAME
J Balvin - Poblado,362745016,99946,J Balvin,Poblado
Justin Bieber - Off My Face,361649619,242025,Justin Bieber,Off My Face
Shawn Mendes - It'll Be Okay,361476195,135169,Shawn Mendes,It'll Be Okay
Sech - 911 (Remix),361104071,107071,Sech,911 (Remix)
KAROL G - EL BARCO,360599983,322898,KAROL G,EL BARCO
ENHYPEN - FEVER,360353301,175373,ENHYPEN,FEVER
Sech - 911,359047084,58265,Sech,911
Central Cee - Obsessed With You,358117371,131722,Central Cee,Obsessed With You
ROSÉ - Gone,357434631,675149,ROSÉ,Gone
Key Glock - Ambition For Cash,356908905,339669,Key Glock,Ambition For Cash
Marca MP - Ya Acabo,356588972,121875,Marca MP,Ya Acabo
Ashe - Till Forever Falls Apart,354977129,249289,Ashe,Till Forever Falls Apart
Billie Eilish - Billie Bossa Nova,354528807,379295,Billie Eilish,Billie Bossa Nova
Lyodra - Pesan Terakhir,352461840,634671,Lyodra,Pesan Terakhir
Russ - 3:15 (Breathe),351873462,406106,Russ,3:15 (Breathe)
Lana Del Rey - Chemtrails Over The Country Club,351748039,585635,Lana Del Rey,Chemtrails Over The Country Club
Walker Hayes - Fancy Like,351247111,142886,Walker Hayes,Fancy Like
Baby Keem - 16,346554110,488184,Baby Keem,16
Lil Tjay - Headshot,345753634,103226,Lil Tjay,Headshot
Olivia Rodrigo - hope ur ok,345373873,152823,Olivia Rodrigo,hope ur ok
Taylor Swift - Fearless (Taylor’s Version),344179265,289603,Taylor Swift,Fearless (Taylor’s Version)
Ryan Castro - Monastery,343150134,201621,Ryan Castro,Monastery
Latto - Big Energy,340750484,107230,Latto,Big Energy
"Tion Wayne - Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",340262266,70497,Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
Ed Sheeran - Overpass Graffiti,339573878,81554,Ed Sheeran,Overpass Graffiti
Luude - Down Under,337397815,140739,Luude,Down Under
Fireboy DML - Peru,337073125,147277,Fireboy DML,Peru
Megan Thee Stallion - Thot Shit,335426144,148321,Megan Thee Stallion,Thot Shit
YOASOBI - 怪物,335005971,198540,YOASOBI,怪物
"Bizarrap - Eladio Carrion: Bzrp Music Sessions, Vol. 40",330778941,135870,Bizarrap,"Eladio Carrion: Bzrp Music Sessions, Vol. 40"
Kungs - Never Going Home,330342544,143072,Kungs,Never Going Home
Imagine Dragons - Enemy,330098823,129851,Imagine Dragons,Enemy
Matisse - Como Lo Hice Yo,328929358,149612,Matisse,Como Lo Hice Yo
Tiago PZK - Salimo de Noche,328443277,96904,Tiago PZK,Salimo de Noche
Imagine Dragons - Wrecked,328244164,153893,Imagine Dragons,Wrecked
Regard - You,326477983,118996,Regard,You
Drake - Champagne Poetry,324752396,137338,Drake,Champagne Poetry
Billie Eilish - Lost Cause,324644237,170501,Billie Eilish,Lost Cause
George Henrique & Rodrigo - Vai Lá Em Casa Hoje,324362986,108223,George Henrique & Rodrigo,Vai Lá Em Casa Hoje
IVE - ELEVEN,324163650,111034,IVE,ELEVEN
Conan Gray - Astronomy,321283324,278704,Conan Gray,Astronomy
Becky Hill - My Heart Goes (La Di Da),321236809,134747,Becky Hill,My Heart Goes (La Di Da)
Kanye West - Moon,320557616,195003,Kanye West,Moon
Taylor Swift - 22 (Taylor's Version),320279348,257180,Taylor Swift,22 (Taylor's Version)
KXLLSWXTCH - WASTE,318469921,349235,KXLLSWXTCH,WASTE
Alvaro Diaz - Problemón,316397258,369875,Alvaro Diaz,Problemón
ENHYPEN - Drunk-Dazed,316316059,184687,ENHYPEN,Drunk-Dazed
Ruth B. - Dandelions,314961897,138123,Ruth B.,Dandelions
Taylor Swift - Red (Taylor's Version),313814565,195064,Taylor Swift,Red (Taylor's Version)
Rauw Alejandro - Sexo Virtual,313252163,153241,Rauw Alejandro,Sexo Virtual
"Tanishk Bagchi - Raataan Lambiyan (From ""Shershaah"")",313115045,518099,Tanishk Bagchi,"Raataan Lambiyan (From ""Shershaah"")"
PinkPantheress - Break It Off,312894200,182362,PinkPantheress,Break It Off
Mora - Tuyo,311836258,398286,Mora,Tuyo
João Gomes - Meu Pedaço de Pecado,307261692,137444,João Gomes,Meu Pedaço de Pecado
"Brent Faiyaz - GRAVITY (FEAT. TYLER, THE CREATOR)",306117690,170225,Brent Faiyaz,"GRAVITY (FEAT. TYLER, THE CREATOR)"
DJ Snake - SG,304996882,103219,DJ Snake,SG
Ryan Castro - Mujeriego,304983019,150687,Ryan Castro,Mujeriego
Feid - FRIKI,303184114,288606,Feid,FRIKI
Sarah Cothran - As the World Caves In,300976848,114642,Sarah Cothran,As the World Caves In
Madness - Our House,300603172,129546,Madness,Our House
"Tyler, The Creator - SWEET / I THOUGHT YOU WANTED TO DANCE",299766175,353117,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE
Kordhell - Live Another Day,298376185,102464,Kordhell,Live Another Day
Billie Eilish - Halley's Comet,298119022,320772,Billie Eilish,Halley's Comet
Sidhu Moose Wala - 295,295929810,199994,Sidhu Moose Wala,295
Grupo Los de la O - Fuga Pa Cali 2,295463655,156436,Grupo Los de la O,Fuga Pa Cali 2
Eladio Carrion - Me Gustas Natural,293685985,209886,Eladio Carrion,Me Gustas Natural
Summer Walker - No Love,292693605,207753,Summer Walker,No Love
Hensonn - Sahara,292290275,117006,Hensonn,Sahara
Alesso - When I’m Gone,291782957,79507,Alesso,When I’m Gone
Trueno - DANCE CRIP,291173566,159748,Trueno,DANCE CRIP
Cody Johnson - 'Til You Can't,288149077,198668,Cody Johnson,'Til You Can't
Taylor Swift - All Too Well (Taylor's Version),287389014,205557,Taylor Swift,All Too Well (Taylor's Version)
"The Kid LAROI - F*CK YOU, GOODBYE",286840818,100267,The Kid LAROI,"F*CK YOU, GOODBYE"
Young Stoner Life - Solid,286511700,73985,Young Stoner Life,Solid
WILLOW - t r a n s p a r e n t s o u l feat. Travis Barker,286075583,82290,WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker
Ivan Cornejo - Está Dañada,285683512,174648,Ivan Cornejo,Está Dañada
Chani Nattan - Daku,284906633,187602,Chani Nattan,Daku
Israel & Rodolffo - Batom de Cereja,284322864,27689,Israel & Rodolffo,Batom de Cereja
Camilo - Índigo,283811406,102648,Camilo,Índigo
Wisin - Fiel,283523744,46301,Wisin,Fiel
JNR CHOI - TO THE MOON,282485049,55744,JNR CHOI,TO THE MOON
Trueno - FEEL ME??,282274499,178379,Trueno,FEEL ME??
"Bizarrap - L-Gante: Bzrp Music Sessions, Vol.38",282053291,59647,Bizarrap,"L-Gante: Bzrp Music Sessions, Vol.38"
PlayaPhonk - Phonky Town,281861882,61022,PlayaPhonk,Phonky Town
Zack Tabudlo - Pano,281572586,140584,Zack Tabudlo,Pano
Kanye West - Off The Grid,280705071,114580,Kanye West,Off The Grid
Christian Nodal - La Sinvergüenza,279561658,131530,Christian Nodal,La Sinvergüenza
Maluma - Aloha,279406453,107137,Maluma,Aloha
Jeremy Zucker - this is how you fall in love,278820090,96684,Jeremy Zucker,this is how you fall in love
Adele - I Drink Wine,278428879,168626,Adele,I Drink Wine
Shubh - We Rollin,278243390,152215,Shubh,We Rollin
Ryan Castro - Malory,277846627,82024,Ryan Castro,Malory
Henrique & Juliano - A Maior Saudade,277205566,63911,Henrique & Juliano,A Maior Saudade
TOMORROW X TOGETHER - 0X1=LOVESONG (I Know I Love You) feat. Seori,273903004,119719,TOMORROW X TOGETHER,0X1=LOVESONG (I Know I Love You) feat. Seori
Giveon - For Tonight,272417721,101615,Giveon,For Tonight
ITZY - LOCO,272150026,113182,ITZY,LOCO
Sech - Sal y Perrea,271906109,41499,Sech,Sal y Perrea
Joyner Lucas - Ramen & OJ,271403277,80428,Joyner Lucas,Ramen & OJ
J. Cole - a m a r i,270932632,83381,J. Cole,a m a r i
Yng Lvcas - La Bebe,270816840,106026,Yng Lvcas,La Bebe
Shania Twain - Any Man Of Mine,270405959,136432,Shania Twain,Any Man Of Mine
KSLV Noh - Disaster,269927613,70356,KSLV Noh,Disaster
Stray Kids - Thunderous,269770256,120164,Stray Kids,Thunderous
siouxxie sixxsta - masquerade,268804027,104468,siouxxie sixxsta,masquerade
Roddy Ricch - late at night,268559947,64239,Roddy Ricch,late at night
Emmy Meli - I AM WOMAN,268265989,80262,Emmy Meli,I AM WOMAN
El Alfa - La Mamá de la Mamá,268092234,236907,El Alfa,La Mamá de la Mamá
DEKKO - 12x3,266989915,125209,DEKKO,12x3
Bruno Mars - Skate,266573021,155478,Bruno Mars,Skate
Myke Towers - ALMAS GEMELAS,266373991,145821,Myke Towers,ALMAS GEMELAS
aespa - Next Level,266348270,148766,aespa,Next Level
David Guetta - Memories,266303471,131266,David Guetta,Memories
Vance Joy - Missing Piece,265403692,116539,Vance Joy,Missing Piece
Los Ángeles Azules - Otra Noche,264444097,168125,Los Ángeles Azules,Otra Noche
Becky G - FULANITO,264404493,78879,Becky G,FULANITO
YBN Nahmir - Opp Stoppa,263568191,144866,YBN Nahmir,Opp Stoppa
Matheus Fernandes - Baby Me Atende,263365231,35693,Matheus Fernandes,Baby Me Atende
NATTI NATASHA - Ram Pam Pam,263171886,42796,NATTI NATASHA,Ram Pam Pam
Calvin Harris - By Your Side,263093545,58303,Calvin Harris,By Your Side
Nardo Wick - Who Want Smoke??,262799396,105684,Nardo Wick,Who Want Smoke??
ERNEST - Flower Shops,262593047,204275,ERNEST,Flower Shops
BTS - Film out,262565443,55096,BTS,Film out
Bruno Mars - After Last Night,260966546,269473,Bruno Mars,After Last Night
Ariana Grande - 34+35 Remix,260589999,70050,Ariana Grande,34+35 Remix
Coldplay - Let Somebody Go,260584498,93215,Coldplay,Let Somebody Go
Alan Walker - Sweet Dreams,258905733,107746,Alan Walker,Sweet Dreams
Chayce Beckham - 23,258423806,307626,Chayce Beckham,23
StarBoi3 - Dick,256688740,68731,StarBoi3,Dick
Rauw Alejandro - La Old Skul,254785881,236681,Rauw Alejandro,La Old Skul
Billie Eilish - Getting Older,254630023,224716,Billie Eilish,Getting Older
Emilia - como si no importara,254412854,171146,Emilia,como si no importara
The Kid LAROI - WITHOUT YOU,252101929,47546,The Kid LAROI,WITHOUT YOU
Camilo - KESI,251821809,64909,Camilo,KESI
Rauw Alejandro - Aquel Nap ZzZz,251119583,194451,Rauw Alejandro,Aquel Nap ZzZz
Dave - Clash,250648881,100071,Dave,Clash
Anne-Marie - Our Song,250222797,68391,Anne-Marie,Our Song
Sub Urban - INFERNO,249854203,168443,Sub Urban,INFERNO
Ed Sheeran - Visiting Hours,249687705,84553,Ed Sheeran,Visiting Hours
Edwin Luna y La Trakalosa de Monterrey - Borracho de Amor,249474211,146078,Edwin Luna y La Trakalosa de Monterrey,Borracho de Amor
AP Dhillon - TERE TE,247872641,187983,AP Dhillon,TERE TE
Aimer - 残響散歌,247181550,131500,Aimer,残響散歌
Jorge & Mateus - Molhando o Volante,246963747,59775,Jorge & Mateus,Molhando o Volante
Feid - SI TÚ SUPIERAS,246414235,214844,Feid,SI TÚ SUPIERAS
OFFICIAL HIGE DANDISM - Cry Baby,246203952,93693,OFFICIAL HIGE DANDISM,Cry Baby
Juice WRLD - Bad Boy,246140190,88825,Juice WRLD,Bad Boy
aespa - Savage,245783839,152833,aespa,Savage
Marília Mendonça - Troca de Calçada,245207633,115993,Marília Mendonça,Troca de Calçada
Dímelo Flow - Se Le Ve,245058485,36357,Dímelo Flow,Se Le Ve
Carlos Vives - Canción Bonita,244368394,87438,Carlos Vives,Canción Bonita
Ángela Aguilar - Dime Cómo Quieres,243586388,125734,Ángela Aguilar,Dime Cómo Quieres
Atif Aslam - Dil Diyan Gallan,242685568,359385,Atif Aslam,Dil Diyan Gallan
Leo Rizzi - Amapolas,242111207,128944,Leo Rizzi,Amapolas
vaultboy - everything sucks,241890301,84820,vaultboy,everything sucks
Måneskin - CORALINE,241386532,119320,Måneskin,CORALINE
KAROL G - LOCATION,241177067,30924,KAROL G,LOCATION
Spice - Go Down Deh,240295946,168357,Spice,Go Down Deh
Myke Towers - EXPERIMENTO,239765042,91131,Myke Towers,EXPERIMENTO
Sam Fender - Seventeen Going Under,239532103,142345,Sam Fender,Seventeen Going Under
347aidan - MEMORIES! (Bonus Track),239474231,139037,347aidan,MEMORIES! (Bonus Track)
Henrique & Juliano - Acordo,239290824,68632,Henrique & Juliano,Acordo
Justin Bieber - As I Am,238676043,68149,Justin Bieber,As I Am
Fuerza Regida - Me Acostumbre A Lo Bueno,238355577,204272,Fuerza Regida,Me Acostumbre A Lo Bueno
Arthur Nery - Pagsamo,238013210,214437,Arthur Nery,Pagsamo
Natanael Cano - Porte Exuberante,237748985,160107,Natanael Cano,Porte Exuberante
Naps - La kiffance,237558688,79374,Naps,La kiffance
TINI - Bar,237424523,42346,TINI,Bar
