Artist and Title,Streams,Daily,Artist,Song
The Weeknd - In Your Eyes,978081573,308921,The Weeknd,In Your Eyes
Polo G - Martin & Gina,951955609,642868,Polo G,Martin & Gina
Juice WRLD - Wishing Well,943311437,315175,Juice WRLD,Wishing Well
Doja Cat - Boss Bitch,918905722,275261,Doja Cat,Boss Bitch
Starley - Call on Me,916673624,149889,Starley,Call on Me
Taylor Swift - willow,909556887,482097,Taylor Swift,willow
Lauv - i'm so tired...,905255265,158447,Lauv,i'm so tired...
KAROL G - BICHOTA,898744412,202871,KAROL G,BICHOTA
Bad Bunny - Safaera,897303895,205086,Bad Bunny,Safaera
Conan Gray - Maniac,886362447,372823,Conan Gray,Maniac
Justin Bieber - Lonely,862716584,478643,Justin Bieber,Lonely
J Balvin - UN DIA (ONE DAY),855820907,200844,J Balvin,UN DIA (ONE DAY)
Bad Bunny - Si Veo a Tu Mamá,852844957,275697,Bad Bunny,Si Veo a Tu Mamá
Jack Harlow - Whats Poppin,847248001,442430,Jack Harlow,Whats Poppin
Billie Eilish - Therefore I Am,845509865,379826,Billie Eilish,Therefore I Am
Pop Smoke - Mood Swings,822785249,317379,Pop Smoke,Mood Swings
Taylor Swift - exile,820647249,483942,Taylor Swift,exile
THE SCOTTS - THE SCOTTS,815684733,200635,THE SCOTTS,THE SCOTTS
Justin Bieber - Yummy,813650933,204714,Justin Bieber,Yummy
Bad Bunny - A Tu Merced,813532386,237129,Bad Bunny,A Tu Merced
Justin Bieber - Holy,808446904,173409,Justin Bieber,Holy
Drake - Chicago Freestyle,807247542,381896,Drake,Chicago Freestyle
CJ - Whoopty,796276796,222373,CJ,Whoopty
Playboi Carti - Sky,779365852,558602,Playboi Carti,Sky
StaySolidRocky - Party Girl,776656214,351540,StaySolidRocky,Party Girl
Bad Bunny - Yo Perreo Sola,765267192,145744,Bad Bunny,Yo Perreo Sola
Jack Harlow - Whats Poppin,761593041,137100,Jack Harlow,Whats Poppin
BENEE - Supalonely,751685892,104320,BENEE,Supalonely
BTS - Life Goes On,749876291,236059,BTS,Life Goes On
Tame Impala - Borderline,748774647,587133,Tame Impala,Borderline
Bad Bunny - TE MUDASTE,747898440,213319,Bad Bunny,TE MUDASTE
JHAYCO - CÓMO SE SIENTE,747541861,388384,JHAYCO,CÓMO SE SIENTE
Bad Bunny - La Difícil,741394677,175287,Bad Bunny,La Difícil
Jason Derulo - Take You Dancing,739014813,276543,Jason Derulo,Take You Dancing
Don Toliver - After Party,738760299,242222,Don Toliver,After Party
21 Savage - Runnin,737540536,587279,21 Savage,Runnin
DJ Khaled - POPSTAR,729655569,137090,DJ Khaled,POPSTAR
Chris Brown - Go Crazy,727187034,203634,Chris Brown,Go Crazy
"$uicideboy$ - ...And to Those I Love, Thanks for Sticking Around",725181545,380615,$uicideboy$,"...And to Those I Love, Thanks for Sticking Around"
Myke Towers - Bandido,722778354,169832,Myke Towers,Bandido
21 Savage - Glock In My Lap,715104400,705394,21 Savage,Glock In My Lap
Dua Lipa - Love Again,704272083,237974,Dua Lipa,Love Again
mgk - my ex's best friend,700324255,231951,mgk,my ex's best friend
Pink Sweat$ - At My Worst,699843153,211199,Pink Sweat$,At My Worst
Anuel AA - Hasta Que Dios Diga,693207865,253466,Anuel AA,Hasta Que Dios Diga
Nio Garcia - La Jeepeta,690457971,114771,Nio Garcia,La Jeepeta
Bad Bunny - Ignorantes,690172964,149902,Bad Bunny,Ignorantes
Marshmello - Be Kind,687130233,162040,Marshmello,Be Kind
Taylor Swift - champagne problems,669138470,498569,Taylor Swift,champagne problems
Boza - Hecha Pa' Mi,654305733,190042,Boza,Hecha Pa' Mi
Rauw Alejandro - Tattoo,652439038,218931,Rauw Alejandro,Tattoo
Billie Eilish - No Time To Die,644380603,291187,Billie Eilish,No Time To Die
J Balvin - Rojo,642930320,214696,J Balvin,Rojo
Diplo - Heartless,638949001,682565,Diplo,Heartless
THE ANXIETY - Meet Me At Our Spot,635600039,199359,THE ANXIETY,Meet Me At Our Spot
Sech - Relación,627803026,83966,Sech,Relación
Shawn Mendes - Monster (Shawn Mendes & Justin Bieber),626206744,210910,Shawn Mendes,Monster (Shawn Mendes & Justin Bieber)
"KAROL G - Ay, DiOs Mío!",621104815,137578,KAROL G,"Ay, DiOs Mío!"
Shawn Mendes - Wonder,617333825,172104,Shawn Mendes,Wonder
Brent Faiyaz - Clouded,616706272,598079,Brent Faiyaz,Clouded
"Tyler, The Creator - BEST INTEREST",615156960,1227616,"Tyler, The Creator",BEST INTEREST
Ritt Momney - Put Your Records On,614677160,105035,Ritt Momney,Put Your Records On
Taylor Swift - the 1,614428578,338770,Taylor Swift,the 1
Fujii Kaze - 死ぬのがいいわ,612765721,372411,Fujii Kaze,死ぬのがいいわ
Ozuna - Una Locura,604478406,142070,Ozuna,Una Locura
Bad Bunny - Una Vez,604447174,300482,Bad Bunny,Una Vez
Rauw Alejandro - Reloj,601048224,150786,Rauw Alejandro,Reloj
Pop Smoke - Hello,597401841,152475,Pop Smoke,Hello
BLACKPINK - Lovesick Girls,595305725,257447,BLACKPINK,Lovesick Girls
NLE Choppa - Walk Em Down,594394833,304555,NLE Choppa,Walk Em Down
BLACKPINK - Ice Cream,592749606,131482,BLACKPINK,Ice Cream
Camilo - Vida de Rico,590662049,157823,Camilo,Vida de Rico
Trueno - Mamichula,581969797,336920,Trueno,Mamichula
Manuel Turizo - La Nota,581076565,145840,Manuel Turizo,La Nota
Pop Smoke - Invincible,579005287,206725,Pop Smoke,Invincible
Pop Smoke - The Woo,577517696,127065,Pop Smoke,The Woo
Jack Harlow - Tyler Herro,577290824,167367,Jack Harlow,Tyler Herro
Ariana Grande - pov,571593233,254393,Ariana Grande,pov
Halsey - You should be sad,571346451,108470,Halsey,You should be sad
Juice WRLD - Righteous,570689517,132414,Juice WRLD,Righteous
Taylor Swift - my tears ricochet,568633387,644419,Taylor Swift,my tears ricochet
Lil Nas X - HOLIDAY,563141513,94680,Lil Nas X,HOLIDAY
DJ Khaled - GREECE,563104044,149231,DJ Khaled,GREECE
Coyote Theory - This Side of Paradise,561109484,388260,Coyote Theory,This Side of Paradise
King Von - Took Her To The O,559678657,494079,King Von,Took Her To The O
Morgan Wallen - More Than My Hometown,558732667,365346,Morgan Wallen,More Than My Hometown
Alexander 23 - IDK You Yet,550744176,181723,Alexander 23,IDK You Yet
Pop Smoke - Element,548898101,198408,Pop Smoke,Element
Kygo - Lose Somebody,545422717,94283,Kygo,Lose Somebody
Ava Max - My Head & My Heart,543611874,156378,Ava Max,My Head & My Heart
Black Eyed Peas - GIRL LIKE ME,543002020,100910,Black Eyed Peas,GIRL LIKE ME
The Ronettes - Sleigh Ride,539480703,89114,The Ronettes,Sleigh Ride
Black Eyed Peas - MAMACITA,537749383,66001,Black Eyed Peas,MAMACITA
Manuel Turizo - Quiéreme Mientras Se Pueda,530771329,623201,Manuel Turizo,Quiéreme Mientras Se Pueda
Eyedress - Romantic Lover,526854746,761305,Eyedress,Romantic Lover
Ashnikko - Daisy,526807104,128058,Ashnikko,Daisy
Pop Smoke - Got It On Me,525014572,164879,Pop Smoke,Got It On Me
Eslabon Armado - Jugaste y Sufrí,524011637,242282,Eslabon Armado,Jugaste y Sufrí
Chris Stapleton - You Should Probably Leave,522882341,641157,Chris Stapleton,You Should Probably Leave
Ariana Grande - motive,521347849,207667,Ariana Grande,motive
The Strokes - The Adults Are Talking,519846378,512842,The Strokes,The Adults Are Talking
Polo G - 21,519235251,152074,Polo G,21
Ozuna - Caramelo,516603256,59047,Ozuna,Caramelo
Luke Combs - Forever After All,512390238,365694,Luke Combs,Forever After All
Sebastian Yatra - Chica Ideal,511035340,140148,Sebastian Yatra,Chica Ideal
HVME - Goosebumps,507427063,96157,HVME,Goosebumps
The Kid LAROI - GO,504246294,123195,The Kid LAROI,GO
J Balvin - Azul,502632293,92865,J Balvin,Azul
Jaymes Young - Happiest Year,501810278,195540,Jaymes Young,Happiest Year
Camilo - Favorito,499805140,85231,Camilo,Favorito
J Balvin - Morado,495621349,78470,J Balvin,Morado
Beach Bunny - Cloud 9,489116103,229233,Beach Bunny,Cloud 9
Billie Eilish - my future,487152489,227265,Billie Eilish,my future
6ix9ine - GOOBA,485459450,93057,6ix9ine,GOOBA
Zoe Wees - Control,485357775,258043,Zoe Wees,Control
Myke Towers - Diosa,484869759,155200,Myke Towers,Diosa
Morgan Wallen - 7 Summers,483892510,283886,Morgan Wallen,7 Summers
Farruko - La Tóxica,483733527,53198,Farruko,La Tóxica
Juice WRLD - Smile,478241154,112796,Juice WRLD,Smile
Sech - Relación,478143765,85292,Sech,Relación
BTS - Black Swan,477930254,143633,BTS,Black Swan
Steve Lacy - Infrunami,474712108,813098,Steve Lacy,Infrunami
21 Savage - Rich N*gga Sh*t,474563780,311277,21 Savage,Rich N*gga Sh*t
Ed Sheeran - Afterglow,474515459,101581,Ed Sheeran,Afterglow
Lil Baby - Sum 2 Prove,472876425,219449,Lil Baby,Sum 2 Prove
BTS - ON,469259843,132413,BTS,ON
Grupo Firme - El Tóxico,465601598,231818,Grupo Firme,El Tóxico
Tate McRae - that way,464859984,261378,Tate McRae,that way
BLACKPINK - Pretty Savage,464736003,221545,BLACKPINK,Pretty Savage
Mac Miller - Good News,463964484,126187,Mac Miller,Good News
Taylor Swift - illicit affairs,463720492,393888,Taylor Swift,illicit affairs
ROSALÍA - TKN,463510937,118788,ROSALÍA,TKN
Ofenbach - Head Shoulders Knees & Toes,458140014,184455,Ofenbach,Head Shoulders Knees & Toes
AP Dhillon - Excuses,457987991,300827,AP Dhillon,Excuses
BTS - Filter,457893199,114787,BTS,Filter
Christian Nodal - Aquí Abajo,455101892,217482,Christian Nodal,Aquí Abajo
Taylor Swift - mirrorball,453578730,287007,Taylor Swift,mirrorball
Rauw Alejandro - Elegí,451943644,106625,Rauw Alejandro,Elegí
"Gracie Abrams - I miss you, I’m sorry",449996498,1205051,Gracie Abrams,"I miss you, I’m sorry"
Lele Pons - Se Te Nota,448797785,100625,Lele Pons,Se Te Nota
King - Tu Aake Dekhle,444424817,253304,King,Tu Aake Dekhle
Polo G - Go Stupid,444268735,217552,Polo G,Go Stupid
C. Tangana - Demasiadas Mujeres,441657160,185598,C. Tangana,Demasiadas Mujeres
Jerry Di - Mi Cuarto,441185527,107968,Jerry Di,Mi Cuarto
Lil Baby - We Paid,439973562,178329,Lil Baby,We Paid
Camilo - La Mitad,439709344,282117,Camilo,La Mitad
Tones And I - Fly Away,438006898,125574,Tones And I,Fly Away
Megan Thee Stallion - Savage,437820727,84423,Megan Thee Stallion,Savage
Megan Thee Stallion - Savage Remix,437236980,67285,Megan Thee Stallion,Savage Remix
Tory Lanez - Broke In A Minute,435956840,272365,Tory Lanez,Broke In A Minute
Ozuna - Despeinada,435823663,114985,Ozuna,Despeinada
Eve - 廻廻奇譚,434600064,217960,Eve,廻廻奇譚
Maluma - Parce,434280583,83797,Maluma,Parce
Juice WRLD - Hate The Other Side,434083581,108659,Juice WRLD,Hate The Other Side
Taylor Swift - this is me trying,432467399,332538,Taylor Swift,this is me trying
YNW Melly - Suicidal,432263430,151489,YNW Melly,Suicidal
Juice WRLD - Conversations,431361599,181497,Juice WRLD,Conversations
Bad Bunny - Bichiyal,429937121,189964,Bad Bunny,Bichiyal
1nonly - Stay With Me,429902868,224607,1nonly,Stay With Me
Camilo - BEBÉ,425712583,190003,Camilo,BEBÉ
Bad Bunny - BOOKER T,425583931,248996,Bad Bunny,BOOKER T
JAWNY - Honeypie,425151351,455119,JAWNY,Honeypie
Katy Perry - Swish Swish,425109245,54215,Katy Perry,Swish Swish
Master KG - Jerusalema,423511160,112522,Master KG,Jerusalema
Sam Smith - Diamonds,423340464,102761,Sam Smith,Diamonds
C. Tangana - Tú Me Dejaste De Querer,421570867,124979,C. Tangana,Tú Me Dejaste De Querer
Kane Brown - Be Like That,421288401,87370,Kane Brown,Be Like That
Halsey - Graveyard,420597398,55855,Halsey,Graveyard
Ozuna - Caramelo,419672979,210809,Ozuna,Caramelo
Brent Faiyaz - DEAD MAN WALKING,419433128,245131,Brent Faiyaz,DEAD MAN WALKING
Khalid - Know Your Worth,419164373,49362,Khalid,Know Your Worth
Edith Whiskers - Home,415587988,282206,Edith Whiskers,Home
G Herbo - PTSD,414090314,128295,G Herbo,PTSD
Regard - Secrets,414027832,79266,Regard,Secrets
Bad Bunny - HACIENDO QUE ME AMAS,413468723,197396,Bad Bunny,HACIENDO QUE ME AMAS
Nea - Some Say,413165442,67554,Nea,Some Say
DripReport - Skechers,412166529,67824,DripReport,Skechers
Blxst - Chosen,411877606,111466,Blxst,Chosen
Lee Brice - One Of Them Girls,410926977,237914,Lee Brice,One Of Them Girls
Wiz Khalifa - The Thrill,410551186,383600,Wiz Khalifa,The Thrill
Camilo - El Mismo Aire,410341876,527048,Camilo,El Mismo Aire
Wisin - Mi Niña,408330692,55897,Wisin,Mi Niña
Ali Gatie - What If I Told You That I Love You,408150457,82628,Ali Gatie,What If I Told You That I Love You
Money Man - 24,407274387,128409,Money Man,24
Gunna - DOLLAZ ON MY HEAD,404339254,103889,Gunna,DOLLAZ ON MY HEAD
5 Seconds of Summer - Easier,404075914,89010,5 Seconds of Summer,Easier
Bad Bunny - 120,403680888,246781,Bad Bunny,120
TWICE - I CAN'T STOP ME,402199656,185017,TWICE,I CAN'T STOP ME
Taylor Swift - invisible string,401166585,269384,Taylor Swift,invisible string
Pooh Shiesty - Back in Blood,400522408,176917,Pooh Shiesty,Back in Blood
Pritam - Shayad,399671738,323372,Pritam,Shayad
Dua Lipa - Fever,398921845,114099,Dua Lipa,Fever
S1mba - Rover,396561648,86970,S1mba,Rover
Bad Bunny - La Zona,396330405,122554,Bad Bunny,La Zona
Joji - Gimme Love,395806677,126212,Joji,Gimme Love
Vedo - You Got It,394881138,153802,Vedo,You Got It
Big Sean - Wolves,393955807,74019,Big Sean,Wolves
Polo G - Flex,393217066,120668,Polo G,Flex
Myke Towers - Girl,391652756,274798,Myke Towers,Girl
Lil Baby - On Me,390880332,169589,Lil Baby,On Me
El Fantasma - Cabrón y Vago,388614985,195493,El Fantasma,Cabrón y Vago
Lady Gaga - Stupid Love,387476844,68975,Lady Gaga,Stupid Love
Taylor Swift - the last great american dynasty,387005376,182366,Taylor Swift,the last great american dynasty
Sara Kays - Remember That Night?,386643368,174963,Sara Kays,Remember That Night?
Taylor Swift - betty,383964066,211367,Taylor Swift,betty
Stray Kids - God’s Menu,383653776,202527,Stray Kids,God’s Menu
Lil Uzi Vert - Myron,383081960,88264,Lil Uzi Vert,Myron
ITZY - WANNABE,382936149,135063,ITZY,WANNABE
Nadin Amizah - Bertaut,382780477,587542,Nadin Amizah,Bertaut
Lauv - Mean It,382241906,417466,Lauv,Mean It
Blueface - Thotiana,379829132,42104,Blueface,Thotiana
Central Cee - Loading,377617026,206229,Central Cee,Loading
ElyOtto - SugarCrash!,377570724,99968,ElyOtto,SugarCrash!
Justin Quiles - Jeans,374812998,37152,Justin Quiles,Jeans
Lady Gaga - Sour Candy,374564854,88555,Lady Gaga,Sour Candy
Purple Disco Machine - Hypnotized,374017691,137482,Purple Disco Machine,Hypnotized
twocolors - Lovefool,372937655,135820,twocolors,Lovefool
Mac Miller - Blue World,372785546,144339,Mac Miller,Blue World
Ozuna - Del Mar,372775452,79156,Ozuna,Del Mar
Lil Durk - 3 Headed Goat,370204003,116903,Lil Durk,3 Headed Goat
Dua Lipa - Hallucinate,368677128,121954,Dua Lipa,Hallucinate
Pop Smoke - Get Back,367944862,100636,Pop Smoke,Get Back
Luar La L - Caile,367336911,91552,Luar La L,Caile
Chris Stapleton - Starting Over,364280497,300472,Chris Stapleton,Starting Over
XXXTENTACION - Riot,364082395,440178,XXXTENTACION,Riot
Shakira - Me Gusta,363713180,77778,Shakira,Me Gusta
Aditya A - Chaand Baaliyan,362434720,223641,Aditya A,Chaand Baaliyan
Migos - Need It,361922313,268971,Migos,Need It
Reik - Si Me Dices Que Sí,358173460,105612,Reik,Si Me Dices Que Sí
Clean Bandit - Tick Tock,357736923,56138,Clean Bandit,Tick Tock
Lil Tecca - Our Time,357201027,285407,Lil Tecca,Our Time
$NOT - GOSHA,356339502,86243,$NOT,GOSHA
Agust D - Daechwita,354713461,256968,Agust D,Daechwita
Ty Dolla $ign - Spicy,354706344,51588,Ty Dolla $ign,Spicy
J Balvin - Amarillo,353278804,50153,J Balvin,Amarillo
Juicy Luicy - Lantas,349580260,696499,Juicy Luicy,Lantas
PARTYNEXTDOOR - BELIEVE IT,349496045,54849,PARTYNEXTDOOR,BELIEVE IT
DDG - Moonwalking in Calabasas,349310729,92398,DDG,Moonwalking in Calabasas
Playboi Carti - ILoveUIHateU,349206353,440057,Playboi Carti,ILoveUIHateU
salem ilese - Mad at Disney,348610977,107451,salem ilese,Mad at Disney
Rauw Alejandro - Tattoo,348010978,46055,Rauw Alejandro,Tattoo
Nicky Jam - Muévelo,346561068,42090,Nicky Jam,Muévelo
Taylor Swift - tolerate it,344767520,249415,Taylor Swift,tolerate it
347aidan - Dancing in My Room,344427718,71617,347aidan,Dancing in My Room
Robin Schulz - In Your Eyes,344066208,69204,Robin Schulz,In Your Eyes
Megan Thee Stallion - Body,342347788,102510,Megan Thee Stallion,Body
Bad Bunny - Soliá,339445667,164244,Bad Bunny,Soliá
Juice WRLD - Stay High,339325344,161272,Juice WRLD,Stay High
mgk - bloody valentine,339212252,100849,mgk,bloody valentine
Eslabon Armado - Con Tus Besos,337908141,159818,Eslabon Armado,Con Tus Besos
Rauw Alejandro - Algo Mágico,337139342,257246,Rauw Alejandro,Algo Mágico
Selena Gomez - People You Know,335899938,288772,Selena Gomez,People You Know
YOASOBI - 群青,335396750,139694,YOASOBI,群青
Madison Beer - Selfish,335207204,69744,Madison Beer,Selfish
Taylor Swift - seven,334726651,195645,Taylor Swift,seven
Lil Uzi Vert - P2,333911567,73296,Lil Uzi Vert,P2
Juice WRLD - Life's A Mess,330479130,86148,Juice WRLD,Life's A Mess
NAV - Turks,329146532,96994,NAV,Turks
Lauv - Who,328664800,106415,Lauv,Who
Drake - Time Flies,326689166,205482,Drake,Time Flies
Maluma - ADMV,326078027,93552,Maluma,ADMV
Darlene Love - Christmas (Baby Please Come Home),325018565,42633,Darlene Love,Christmas (Baby Please Come Home)
Drake - Pain 1993,324960987,251056,Drake,Pain 1993
mgk - forget me too,324877681,110018,mgk,forget me too
Maluma - Hawái,324478768,40148,Maluma,Hawái
Selena Gomez - Look At Her Now,323640223,40266,Selena Gomez,Look At Her Now
Future - Drankin N Smokin,323591953,163002,Future,Drankin N Smokin
21 Savage - Mr. Right Now,322449781,84078,21 Savage,Mr. Right Now
Playboi Carti - Vamp Anthem,319557901,253376,Playboi Carti,Vamp Anthem
Junior H - Mente Positiva,319160290,141761,Junior H,Mente Positiva
Curtis Waters - Stunnin',317795529,35169,Curtis Waters,Stunnin'
CORPSE - E-GIRLS ARE RUINING MY LIFE!,316815980,59629,CORPSE,E-GIRLS ARE RUINING MY LIFE!
Bad Bunny - Que Malo,316794504,189815,Bad Bunny,Que Malo
Don Toliver - Cardigan,315974240,328111,Don Toliver,Cardigan
Thundercat - Funny Thing,315574651,410794,Thundercat,Funny Thing
Christian Nodal - Se Me Olvidó,313689621,79169,Christian Nodal,Se Me Olvidó
For Revenge - Serana,313677730,897758,For Revenge,Serana
Eladio Carrion - 3 Am,313401529,195859,Eladio Carrion,3 Am
IU - eight(Prod.&Feat. SUGA of BTS),313350571,91873,IU,eight(Prod.&Feat. SUGA of BTS)
Lauv - Feelings,312813616,91479,Lauv,Feelings
Camilo - Por Primera Vez,312732193,130267,Camilo,Por Primera Vez
G-Eazy - Still Be Friends,312628709,52455,G-Eazy,Still Be Friends
Ashe - Moral of the Story,309172380,176952,Ashe,Moral of the Story
Maverick Sabre - Slow Down,309065209,207582,Maverick Sabre,Slow Down
Lauv - Never Not,308644073,68722,Lauv,Never Not
Joji - Run,307785909,104213,Joji,Run
Sam Smith - To Die For,307443429,51883,Sam Smith,To Die For
SyKo - #BrooklynBloodPop!,305831608,164296,SyKo,#BrooklynBloodPop!
Stellar - Ashes,305653769,142749,Stellar,Ashes
Taylor Swift - gold rush,305602479,152689,Taylor Swift,gold rush
Sleepy Hallow - Deep End Freestyle,305539905,65746,Sleepy Hallow,Deep End Freestyle
Sigala - Lasting Lover,304968379,55102,Sigala,Lasting Lover
Lil Baby - Emotionally Scarred,304634231,128905,Lil Baby,Emotionally Scarred
Morgan Wallen - Somebody’s Problem,302907195,185463,Morgan Wallen,Somebody’s Problem
Brent Faiyaz - Been Away,302492768,298103,Brent Faiyaz,Been Away
El Fantasma - Palabra de Hombre,300194329,122783,El Fantasma,Palabra de Hombre
wave to earth - seasons,298005077,685047,wave to earth,seasons
Ken Carson - Yale,297714737,753909,Ken Carson,Yale
Harry Nach - Tak Tiki Tak,296822533,57969,Harry Nach,Tak Tiki Tak
"Bizarrap - Nathy Peluso: Bzrp Music Sessions, Vol. 36",296747808,73052,Bizarrap,"Nathy Peluso: Bzrp Music Sessions, Vol. 36"
NOBITA - Ikaw Lang,295075584,288182,NOBITA,Ikaw Lang
Lil Uzi Vert - That Way,295062503,39094,Lil Uzi Vert,That Way
Summer Walker - White Tee,295060859,132025,Summer Walker,White Tee
HWASA - Maria,294546656,113849,HWASA,Maria
Oliver Tree - Alien Boy,294399735,43384,Oliver Tree,Alien Boy
"Taylor Swift - no body, no crime",294343752,155036,Taylor Swift,"no body, no crime"
Bankrol Hayden - Costa Rica,294022237,85516,Bankrol Hayden,Costa Rica
Travis Scott - FRANCHISE,293498853,159870,Travis Scott,FRANCHISE
Jason Derulo - Love Not War (The Tampa Beat),292488740,48341,Jason Derulo,Love Not War (The Tampa Beat)
Grupo Menos É Mais - Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer,292059110,160769,Grupo Menos É Mais,Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer
FINNEAS - Break My Heart Again,291000303,122312,FINNEAS,Break My Heart Again
Selena Gomez - Rare,290943956,37201,Selena Gomez,Rare
HARDY - ONE BEER,289040200,154732,HARDY,ONE BEER
Bad Bunny - Pero Ya No,288529227,67295,Bad Bunny,Pero Ya No
Christian Nodal - Dime Cómo Quieres,288330023,139556,Christian Nodal,Dime Cómo Quieres
Jack Harlow - I WANNA SEE SOME ASS,287089328,108454,Jack Harlow,I WANNA SEE SOME ASS
The Kid LAROI - Diva,285006922,70683,The Kid LAROI,Diva
Taylor Swift - ‘tis the damn season,284625311,146434,Taylor Swift,‘tis the damn season
Fousheé - deep end,283004238,42683,Fousheé,deep end
Claire Rosinkranz - Backyard Boy,282763323,99676,Claire Rosinkranz,Backyard Boy
Lil Tecca - Out Of Love,282234753,142604,Lil Tecca,Out Of Love
Conan Gray - Wish You Were Sober,282127121,188508,Conan Gray,Wish You Were Sober
Yuuri - ドライフラワー,281801365,116870,Yuuri,ドライフラワー
Dua Lipa - Pretty Please,281649971,87983,Dua Lipa,Pretty Please
13 Organisé - Bande organisée,281408161,86903,13 Organisé,Bande organisée
Jawsh 685 - Savage Love (Laxed,279498857,57941,Jawsh 685,Savage Love (Laxed
Khruangbin - Texas Sun,278861506,243848,Khruangbin,Texas Sun
Ovy On The Drums - Inolvidable,277893146,166332,Ovy On The Drums,Inolvidable
A Boogie Wit da Hoodie - Me and My Guitar,277483442,84817,A Boogie Wit da Hoodie,Me and My Guitar
Madrigal - Seni Dert Etmeler,277348703,133537,Madrigal,Seni Dert Etmeler
Diego & Victor Hugo - Facas,277053201,56565,Diego & Victor Hugo,Facas
Marshmello - OK Not To Be OK,276164341,39517,Marshmello,OK Not To Be OK
Niall Horan - Black And White,276029705,86521,Niall Horan,Black And White
