Artist and Title,Streams,Daily,Artist,Song
Jonas Blue - Perfect Strangers,1086826138,310022.0,Jonas Blue,Perfect Strangers
Calvin Harris - My Way,1084138973,555817.0,Calvin Harris,My Way
Drake - Too Good,1078652927,207371.0,Drake,Too Good
Post Malone - Go Flex,1065492716,215848.0,Post Malone,Go Flex
Niall Horan - This Town,1014674328,586570.0,Niall Horan,This Town
Lizzo - Truth Hurts,1009968800,129944.0,Lizzo,Truth Hurts
Rae Sremmurd - Black Beatles,1003291345,264269.0,Rae Sremmurd,Black Beatles
KYLE - iSpy,980696451,141310.0,KYLE,iSpy
"Beach Weather - Sex, Drugs, Etc.",971986133,1184070.0,Beach Weather,"Sex, Drugs, Etc."
Migos - Bad and Boujee,956400906,153410.0,Migos,Bad and Boujee
Future - Low Life,942222892,537821.0,Future,Low Life
Zion & Lennox - Otra vez,939164827,217929.0,Zion & Lennox,Otra vez
Rachel Platten - Fight Song,930212035,250197.0,Rachel Platten,Fight Song
Bad Bunny - Diles,914801078,477336.0,Bad Bunny,Diles
Frank Ocean - Ivy,907929981,1022820.0,Frank Ocean,Ivy
Galantis - No Money,896969546,156898.0,Galantis,No Money
Rob $tone - Chill Bill,877742912,341981.0,Rob $tone,Chill Bill
Flume - Never Be Like You,872299879,357461.0,Flume,Never Be Like You
Bruno Mars - Versace on the Floor,872025701,634613.0,Bruno Mars,Versace on the Floor
DRAM - Broccoli,865159382,106624.0,DRAM,Broccoli
Lady Gaga - Million Reasons,859745749,277248.0,Lady Gaga,Million Reasons
James Arthur - Train Wreck,855203274,395300.0,James Arthur,Train Wreck
TV Girl - Not Allowed,854449911,1120381.0,TV Girl,Not Allowed
The Weeknd - Party Monster,844705975,387045.0,The Weeknd,Party Monster
Drake - Controlla,835420351,147023.0,Drake,Controlla
The 1975 - Somebody Else,829972646,318409.0,The 1975,Somebody Else
Mike Perry - The Ocean,812386977,77760.0,Mike Perry,The Ocean
Hippie Sabotage - Devil Eyes,810817511,331961.0,Hippie Sabotage,Devil Eyes
Alok - Hear Me Now,800333612,233042.0,Alok,Hear Me Now
James Arthur - Can I Be Him,796550120,366621.0,James Arthur,Can I Be Him
Martin Jensen - Solo Dance,786067878,108408.0,Martin Jensen,Solo Dance
Alan Walker - Alone,774341533,268674.0,Alan Walker,Alone
Frank Ocean - Nights,768846854,467383.0,Frank Ocean,Nights
CNCO - Reggaetón Lento (Bailemos),766253756,189565.0,CNCO,Reggaetón Lento (Bailemos)
Sia - Cheap Thrills,761661685,354436.0,Sia,Cheap Thrills
Alessia Cara - How Far I'll Go,754789695,101059.0,Alessia Cara,How Far I'll Go
Young Thug - Pick Up The Phone,750471909,214792.0,Young Thug,Pick Up The Phone
Jon Bellion - All Time Low,748271537,168578.0,Jon Bellion,All Time Low
Anuel AA - Sola (Remix),730769051,445950.0,Anuel AA,Sola (Remix)
Russ - Losin Control,723612663,161610.0,Russ,Losin Control
AJR - Weak,698842799,102147.0,AJR,Weak
Lil Uzi Vert - Money Longer,691914591,215287.0,Lil Uzi Vert,Money Longer
Cheat Codes - Sex,682146248,45152.0,Cheat Codes,Sex
Rae Sremmurd - Swang,679644233,182746.0,Rae Sremmurd,Swang
Sia - The Greatest,679550246,77473.0,Sia,The Greatest
Enrique Iglesias - DUELE EL CORAZON,677488455,149353.0,Enrique Iglesias,DUELE EL CORAZON
Two Feet - Go Fuck Yourself,672178276,163748.0,Two Feet,Go Fuck Yourself
Sebastian Yatra - Traicionera,671360938,201134.0,Sebastian Yatra,Traicionera
Coldplay - Hymn for the Weekend,662904368,63467.0,Coldplay,Hymn for the Weekend
James TW - When You Love Someone,661573882,128688.0,James TW,When You Love Someone
FRENSHIP - Capsize,658517626,67317.0,FRENSHIP,Capsize
Hailee Steinfeld - Love Myself,657875600,114937.0,Hailee Steinfeld,Love Myself
Vacations - Young,656709981,468362.0,Vacations,Young
Childish Gambino - Me and Your Mama,651254427,432003.0,Childish Gambino,Me and Your Mama
TV Girl - Cigarettes out the Window,651069079,1192194.0,TV Girl,Cigarettes out the Window
Lizzo - Good as Hell,650530558,121924.0,Lizzo,Good as Hell
Auli'i Cravalho - How Far I'll Go,649246678,260867.0,Auli'i Cravalho,How Far I'll Go
Meghan Trainor - NO,643158131,232875.0,Meghan Trainor,NO
Gente De Zona - La Gozadera,641834993,190185.0,Gente De Zona,La Gozadera
Jax Jones - You Don't Know Me,637794190,129940.0,Jax Jones,You Don't Know Me
Ricky Martin - Vente Pa' Ca,633788728,143275.0,Ricky Martin,Vente Pa' Ca
Chino & Nacho - Andas En Mi Cabeza,632185097,222906.0,Chino & Nacho,Andas En Mi Cabeza
PARTYNEXTDOOR - Come and See Me,631383669,189512.0,PARTYNEXTDOOR,Come and See Me
Kanye West - Famous,629822401,169185.0,Kanye West,Famous
Ricky Montgomery - Line Without a Hook,628432846,533494.0,Ricky Montgomery,Line Without a Hook
Frank Ocean - White Ferrari,620327263,1099646.0,Frank Ocean,White Ferrari
The Chainsmokers - All We Know,616190344,95449.0,The Chainsmokers,All We Know
Burak Yeter - Tuesday,612865900,134727.0,Burak Yeter,Tuesday
Dean Lewis - Waves,602078873,249992.0,Dean Lewis,Waves
21 Savage - X,597873498,128317.0,21 Savage,X
GoldLink - Crew,597118619,418155.0,GoldLink,Crew
Ricky Montgomery - Mr. Loverman,592675049,747212.0,Ricky Montgomery,Mr. Loverman
Russ - What They Want,590142576,134953.0,Russ,What They Want
Daniel Caesar - Japanese Denim,588907614,439009.0,Daniel Caesar,Japanese Denim
BTS - Blood Sweat & Tears,584856229,159332.0,BTS,Blood Sweat & Tears
Astrid S - Hurts So Good,579294860,224256.0,Astrid S,Hurts So Good
Marshmello - Alone,577411171,125528.0,Marshmello,Alone
J Balvin - Safari,577012526,140581.0,J Balvin,Safari
A Boogie Wit da Hoodie - My Shit,574830202,247720.0,A Boogie Wit da Hoodie,My Shit
Rihanna - Kiss It Better,571993888,423439.0,Rihanna,Kiss It Better
Dua Lipa - Blow Your Mind (Mwah),569046084,99953.0,Dua Lipa,Blow Your Mind (Mwah)
J Balvin - Ginza,561783742,281304.0,J Balvin,Ginza
BLACKPINK - BOOMBAYAH,559351236,176422.0,BLACKPINK,BOOMBAYAH
Nick Jonas - Close,559236477,93025.0,Nick Jonas,Close
MØ - Final Song,555168470,45863.0,MØ,Final Song
Reik - Ya Me Enteré,549243644,253679.0,Reik,Ya Me Enteré
Tory Lanez - Say It,543078813,305869.0,Tory Lanez,Say It
Post Malone - Feeling Whitney,540463675,141904.0,Post Malone,Feeling Whitney
Kane Brown - What Ifs,538649061,160043.0,Kane Brown,What Ifs
Ariana Grande - Everyday,538088934,271642.0,Ariana Grande,Everyday
Joy Again - Looking Out for You,537666713,401103.0,Joy Again,Looking Out for You
David Guetta - This One's for You,534702026,127057.0,David Guetta,This One's for You
Bad Bunny - Soy Peor,531364299,185647.0,Bad Bunny,Soy Peor
Piso 21 - Me Llamas,527418867,171503.0,Piso 21,Me Llamas
Jósean Log - Chachachá,519239692,476983.0,Jósean Log,Chachachá
Lil Peep - beamer boy,518190264,238918.0,Lil Peep,beamer boy
Mura Masa - Love$ick,517152045,147395.0,Mura Masa,Love$ick
Steve Lacy - Some,516420604,819609.0,Steve Lacy,Some
Meghan Trainor - Me Too,511784339,180165.0,Meghan Trainor,Me Too
Chance the Rapper - No Problem,510525823,61617.0,Chance the Rapper,No Problem
Arcángel - Tu No Vive Asi,507653982,354501.0,Arcángel,Tu No Vive Asi
Billie Eilish - Six Feet Under,506672174,197574.0,Billie Eilish,Six Feet Under
Andy Grammer - Fresh Eyes,504453570,148060.0,Andy Grammer,Fresh Eyes
J. Cole - Neighbors,502833900,115307.0,J. Cole,Neighbors
Red Hot Chili Peppers - Dark Necessities,498537766,164687.0,Red Hot Chili Peppers,Dark Necessities
Lil Uzi Vert - Erase Your Social,498297868,233082.0,Lil Uzi Vert,Erase Your Social
21 Savage - No Heart,497949055,115041.0,21 Savage,No Heart
OneRepublic - Wherever I Go,494440063,123958.0,OneRepublic,Wherever I Go
León Larregui - Locos,494129272,368184.0,León Larregui,Locos
"Russ - Psycho, Pt. 2",493010113,106601.0,Russ,"Psycho, Pt. 2"
Jennifer Lopez - Ain't Your Mama,492016620,107082.0,Jennifer Lopez,Ain't Your Mama
The Lumineers - Sleep On The Floor,488892174,189098.0,The Lumineers,Sleep On The Floor
Frank Ocean - Self Control,484935725,393428.0,Frank Ocean,Self Control
Phil Collins - Against All Odds (Take a Look at Me Now),472958051,244977.0,Phil Collins,Against All Odds (Take a Look at Me Now)
6LACK - PRBLMS,472641360,93018.0,6LACK,PRBLMS
Khalid - Coaster,471893373,59651.0,Khalid,Coaster
Kehlani - Gangsta,470755550,376616.0,Kehlani,Gangsta
Kanye West - Waves,468820379,121552.0,Kanye West,Waves
IAmChino - Ay Mi Dios,467450024,96054.0,IAmChino,Ay Mi Dios
Morat - Cómo Te Atreves,465403185,219669.0,Morat,Cómo Te Atreves
Olivia O'Brien - hate u love u,464076131,88485.0,Olivia O'Brien,hate u love u
MC Kevinho - Olha A Explosão,462922215,208712.0,MC Kevinho,Olha A Explosão
The Strumbellas - Spirits,457399934,93044.0,The Strumbellas,Spirits
BLACKPINK - PLAYING WITH FIRE,454416235,177050.0,BLACKPINK,PLAYING WITH FIRE
Pentatonix - Hallelujah,450974307,94189.0,Pentatonix,Hallelujah
Cheat Codes - Let Me Hold You (Turn Me On),448313486,23125.0,Cheat Codes,Let Me Hold You (Turn Me On)
Jon Pardi - Head Over Boots,447787264,241561.0,Jon Pardi,Head Over Boots
Lizzo - Good as Hell,443855367,50448.0,Lizzo,Good as Hell
J Balvin - Sigo Extrañándote,443567523,109603.0,J Balvin,Sigo Extrañándote
Brent Faiyaz - Poison,441224587,502428.0,Brent Faiyaz,Poison
Florida Georgia Line - H.O.L.Y.,440916960,67511.0,Florida Georgia Line,H.O.L.Y.
A Boogie Wit da Hoodie - Still Think About You,440045161,253914.0,A Boogie Wit da Hoodie,Still Think About You
Banda MS de Sergio Lizárraga - Me Vas a Extrañar,436965339,302149.0,Banda MS de Sergio Lizárraga,Me Vas a Extrañar
Lil Uzi Vert - You Was Right,434522728,71869.0,Lil Uzi Vert,You Was Right
PnB Rock - Selfish,432044440,121336.0,PnB Rock,Selfish
Drake - Feel No Ways,431718848,185850.0,Drake,Feel No Ways
Lukas Graham - Mama Said,431034492,90584.0,Lukas Graham,Mama Said
Travis Scott - beibs in the trap,429703335,92387.0,Travis Scott,beibs in the trap
Frank Ocean - Godspeed,424504947,481752.0,Frank Ocean,Godspeed
Jon Pardi - Heartache On The Dance Floor,424428974,209137.0,Jon Pardi,Heartache On The Dance Floor
Kent Jones - Don't Mind,423036323,49538.0,Kent Jones,Don't Mind
Skrillex - Purple Lamborghini,422848195,77294.0,Skrillex,Purple Lamborghini
Phil Collins - You'll Be in My Heart,422744595,184818.0,Phil Collins,You'll Be in My Heart
NEIKED - Sexual,421578413,40103.0,NEIKED,Sexual
J. Cole - Deja Vu,420598865,93598.0,J. Cole,Deja Vu
Jon Pardi - Dirt On My Boots,419869099,257999.0,Jon Pardi,Dirt On My Boots
Jon Pardi - Night Shift,417167004,282265.0,Jon Pardi,Night Shift
Robin Schulz - Shed a Light,416415197,54900.0,Robin Schulz,Shed a Light
Mac Miller - Dang!,416358146,103014.0,Mac Miller,Dang!
Travis Scott - sdp interlude,415297092,493619.0,Travis Scott,sdp interlude
Fifth Harmony - That's My Girl,411748977,168629.0,Fifth Harmony,That's My Girl
A Boogie Wit da Hoodie - Jungle,411188162,149140.0,A Boogie Wit da Hoodie,Jungle
Rihanna - Desperado,409849102,117634.0,Rihanna,Desperado
Macklemore & Ryan Lewis - Downtown,408258373,61616.0,Macklemore & Ryan Lewis,Downtown
Post Malone - Deja Vu,407936491,53020.0,Post Malone,Deja Vu
BLACKPINK - WHISTLE,406448505,156856.0,BLACKPINK,WHISTLE
The Lumineers - Cleopatra,406378812,200364.0,The Lumineers,Cleopatra
The Weeknd - Sidewalks,405389974,157921.0,The Weeknd,Sidewalks
Shakira - Try Everything,404696768,183176.0,Shakira,Try Everything
Flume - Say It,401164591,71457.0,Flume,Say It
Desiigner - Tiimmy Turner,400740720,60086.0,Desiigner,Tiimmy Turner
John Legend - Love Me Now,400513279,47908.0,John Legend,Love Me Now
Sia - The Greatest,397910465,207862.0,Sia,The Greatest
Tove Lo - Cool Girl,394890398,38700.0,Tove Lo,Cool Girl
Ariana Grande - Let Me Love You,393064688,238068.0,Ariana Grande,Let Me Love You
Jonas Blue - By Your Side,392392581,71022.0,Jonas Blue,By Your Side
Alan Walker - Sing Me to Sleep,390304666,66447.0,Alan Walker,Sing Me to Sleep
Post Malone - No Option,389973629,49549.0,Post Malone,No Option
DNCE - Toothbrush,389085279,88297.0,DNCE,Toothbrush
Rihanna - Sex With Me,384902963,150639.0,Rihanna,Sex With Me
$uicideboy$ - Antarctica,384846846,410220.0,$uicideboy$,Antarctica
Skillet - Feel Invincible,384195430,182193.0,Skillet,Feel Invincible
Marc E. Bassy - You & Me,383852515,26747.0,Marc E. Bassy,You & Me
Imany - Don't Be so Shy,382758935,249911.0,Imany,Don't Be so Shy
Chase Atlantic - Slow Down,382609962,414081.0,Chase Atlantic,Slow Down
Ofenbach - Be Mine,381076034,217974.0,Ofenbach,Be Mine
Anne-Marie - Alarm,379260661,47500.0,Anne-Marie,Alarm
Fifth Harmony - All In My Head (Flex),377588890,45000.0,Fifth Harmony,All In My Head (Flex)
Last Child - Duka,377236480,656523.0,Last Child,Duka
Bebe Rexha - I Got You,375911184,36708.0,Bebe Rexha,I Got You
Drake - Pop Style,374303361,31789.0,Drake,Pop Style
Tory Lanez - LUV,374061261,110454.0,Tory Lanez,LUV
Mac Miller - My Favorite Part,371862707,115825.0,Mac Miller,My Favorite Part
Alvaro Soler - Sofia,371150109,114890.0,Alvaro Soler,Sofia
Tulus - Monokrom,371024085,441986.0,Tulus,Monokrom
Ellie Goulding - Still Falling For You,370673982,122699.0,Ellie Goulding,Still Falling For You
Nebu Kiniza - Gassed Up,369505426,61934.0,Nebu Kiniza,Gassed Up
Maluma - Cuatro Babys,368060700,295692.0,Maluma,Cuatro Babys
Fat Joe - All The Way Up,366879013,72203.0,Fat Joe,All The Way Up
Fitz and The Tantrums - HandClap,366747100,139234.0,Fitz and The Tantrums,HandClap
MAX - Lights Down Low,366621725,45541.0,MAX,Lights Down Low
Kanye West - Ultralight Beam,364413623,99399.0,Kanye West,Ultralight Beam
Gucci Mane - Both,363861977,91978.0,Gucci Mane,Both
The Weeknd - Secrets,362002855,103197.0,The Weeknd,Secrets
Daddy Yankee - Shaky Shaky,361902495,49574.0,Daddy Yankee,Shaky Shaky
Father John Misty - Real Love Baby,359278056,398699.0,Father John Misty,Real Love Baby
"P!nk - Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",354300580,89158.0,P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")"
Vicetone - Astronomia,353035129,75069.0,Vicetone,Astronomia
Mac Miller - Congratulations,350733095,317589.0,Mac Miller,Congratulations
C. Tangana - Antes de Morirme,345552119,188914.0,C. Tangana,Antes de Morirme
Timeflies - Once In a While,342814714,8828.0,Timeflies,Once In a While
Frank Ocean - Nikes,340298730,180534.0,Frank Ocean,Nikes
Lil Yachty - One Night,339976526,34158.0,Lil Yachty,One Night
Cuco - Lover Is a Day,339566400,165310.0,Cuco,Lover Is a Day
CHANYEOL - Stay With Me,338619222,144030.0,CHANYEOL,Stay With Me
Yandar & Yostin - Te Pintaron Pajaritos,337623012,315225.0,Yandar & Yostin,Te Pintaron Pajaritos
Bastille - Good Grief,336778943,88860.0,Bastille,Good Grief
Dua Lipa - Hotter Than Hell,333781295,64990.0,Dua Lipa,Hotter Than Hell
Bruno Mars - Chunky,333312188,153795.0,Bruno Mars,Chunky
Florida Georgia Line - May We All,331575028,79525.0,Florida Georgia Line,May We All
Thalia - Desde Esa Noche,329851023,62900.0,Thalia,Desde Esa Noche
Beyoncé - Formation,329792868,101402.0,Beyoncé,Formation
Young M.A - OOOUUU,328530524,99080.0,Young M.A,OOOUUU
Post Malone - Too Young,325352652,34312.0,Post Malone,Too Young
The 1975 - The Sound,323467096,76155.0,The 1975,The Sound
Keith Urban - Blue Ain't Your Color,322553150,105040.0,Keith Urban,Blue Ain't Your Color
Charly Black - Gyal You a Party Animal,320682218,121901.0,Charly Black,Gyal You a Party Animal
Drake - Fire & Desire,318945498,115452.0,Drake,Fire & Desire
Yiyo Sarante - Corazon de Acero,318238624,209663.0,Yiyo Sarante,Corazon de Acero
The Weeknd - False Alarm,316457769,74715.0,The Weeknd,False Alarm
Cartel De Santa - Leve,315128977,158377.0,Cartel De Santa,Leve
Don Omar - Te Quiero Pa´Mi,315048194,96572.0,Don Omar,Te Quiero Pa´Mi
COIN - Talk Too Much,313930973,73950.0,COIN,Talk Too Much
Panic! At The Disco - Don't Threaten Me with a Good Time,313235230,114187.0,Panic! At The Disco,Don't Threaten Me with a Good Time
ItaloBrothers - Summer Air,311709453,25456.0,ItaloBrothers,Summer Air
Kygo - Raging,309408827,49275.0,Kygo,Raging
Rihanna - Consideration,308333843,119628.0,Rihanna,Consideration
Rihanna - Woo,308015782,202108.0,Rihanna,Woo
The Weeknd - Six Feet Under,307982645,77562.0,The Weeknd,Six Feet Under
Isaiah Firebrace - It's Gotta Be You,306951518,21415.0,Isaiah Firebrace,It's Gotta Be You
Noah Cyrus - Make Me (Cry),306319969,52555.0,Noah Cyrus,Make Me (Cry)
Bomba Estéreo - To My Love,305673080,49024.0,Bomba Estéreo,To My Love
Drake - Childs Play,305243120,71548.0,Drake,Childs Play
The Weeknd - True Colors,304039502,67622.0,The Weeknd,True Colors
Sabrina Carpenter - Thumbs,303718996,201458.0,Sabrina Carpenter,Thumbs
Drake - Still Here,302510371,42372.0,Drake,Still Here
Ariana Grande - Be Alright,300674185,51231.0,Ariana Grande,Be Alright
"Arijit Singh - Tum Hi Ho (From ""Aashiqui 2"")",297555804,402342.0,Arijit Singh,"Tum Hi Ho (From ""Aashiqui 2"")"
Kanye West - Champions,297426887,50528.0,Kanye West,Champions
Vancouver Sleep Clinic - Someone To Stay,297038346,252898.0,Vancouver Sleep Clinic,Someone To Stay
Chance the Rapper - All Night,296318094,54278.0,Chance the Rapper,All Night
Chance the Rapper - Juke Jam,296186554,25181.0,Chance the Rapper,Juke Jam
Hailee Steinfeld - Rock Bottom,290412438,33275.0,Hailee Steinfeld,Rock Bottom
Carlos Rivera - Que Lo Nuestro Se Quede Nuestro,289127169,90809.0,Carlos Rivera,Que Lo Nuestro Se Quede Nuestro
Bonez MC - Ohne mein Team,289092285,79892.0,Bonez MC,Ohne mein Team
Bruno Mars - Finesse,288976936,172754.0,Bruno Mars,Finesse
Nevada - The Mack,287391102,28539.0,Nevada,The Mack
John Mayer - Love on the Weekend,287174498,80514.0,John Mayer,Love on the Weekend
Banda MS de Sergio Lizárraga - Solo Con Verte,286890830,127525.0,Banda MS de Sergio Lizárraga,Solo Con Verte
Kodak Black - Too Many Years,286496630,42094.0,Kodak Black,Too Many Years
Tori Kelly - I Was Made For Loving You,285050714,37102.0,Tori Kelly,I Was Made For Loving You
Ariana Grande - Greedy,283762167,101637.0,Ariana Grande,Greedy
J Balvin - Bobo,282362490,99940.0,J Balvin,Bobo
Vicetone - Nevada,281207360,116858.0,Vicetone,Nevada
Kanye West - Wolves,281167360,76410.0,Kanye West,Wolves
RÜFÜS DU SOL - Innerbloom,278515812,296977.0,RÜFÜS DU SOL,Innerbloom
6LACK - Ex Calling,278220759,25951.0,6LACK,Ex Calling
Morat - Aprender A Quererte,276422204,192851.0,Morat,Aprender A Quererte
Young Thug - Digits,274362099,90220.0,Young Thug,Digits
ZAYN - LIKE I WOULD,273908226,51287.0,ZAYN,LIKE I WOULD
Travis Scott - through the late night,273319084,63097.0,Travis Scott,through the late night
Rex Orange County - Corduroy Dreams,273011609,53033.0,Rex Orange County,Corduroy Dreams
Ella Mai - She Don't,272682743,96969.0,Ella Mai,She Don't
Sage The Gemini - Now and Later,270408700,18792.0,Sage The Gemini,Now and Later
Ryan Gosling - City Of Stars,270381838,95831.0,Ryan Gosling,City Of Stars
Revol - Me Ama Me Odia,270193216,215155.0,Revol,Me Ama Me Odia
RÜFÜS DU SOL - You Were Right,269933556,250156.0,RÜFÜS DU SOL,You Were Right
Farruko - Passion Whine,269932526,153148.0,Farruko,Passion Whine
Galantis - Love on Me,269115274,18251.0,Galantis,Love on Me
Grupo Codiciado - Gente De Accionar,268892501,93500.0,Grupo Codiciado,Gente De Accionar
DJ Khaled - For Free,264927870,41530.0,DJ Khaled,For Free
The Weeknd - Rockin’,263724791,51080.0,The Weeknd,Rockin’
Lil Uzi Vert - Do What I Want,261874158,44571.0,Lil Uzi Vert,Do What I Want
Ty Dolla $ign - Wavy,261602578,52934.0,Ty Dolla $ign,Wavy
Drake - Sneakin’,258903624,30239.0,Drake,Sneakin’
Christian Leave - Please Notice,257888186,43410.0,Christian Leave,Please Notice
Kanye West - No More Parties In LA,257750978,174477.0,Kanye West,No More Parties In LA
Eric Bellinger - G.O.A.T.,256889253,94517.0,Eric Bellinger,G.O.A.T.
Glass Animals - The Other Side Of Paradise,255279433,106461.0,Glass Animals,The Other Side Of Paradise
Kanye West - Pt. 2,253427556,56292.0,Kanye West,Pt. 2
The Weeknd - A Lonely Night,253236003,91950.0,The Weeknd,A Lonely Night
Dave - Thiago Silva,252284046,96043.0,Dave,Thiago Silva
Frank Ocean - Solo,252248858,235600.0,Frank Ocean,Solo
Nicky Jam - En La Cama,251981387,174345.0,Nicky Jam,En La Cama
BTS - Lie,250788038,52520.0,BTS,Lie
Møme - Aloha,249061087,28588.0,Møme,Aloha
Kanye West - Fade,248556565,52173.0,Kanye West,Fade
"Ñejo & Dalmata - Sexo, Sudor & Calor",247977377,201142.0,Ñejo & Dalmata,"Sexo, Sudor & Calor"
Bad Bunny - Caile,247143644,219048.0,Bad Bunny,Caile
"Arijit Singh - Mast Magan (From ""2 States"")",246723211,270900.0,Arijit Singh,"Mast Magan (From ""2 States"")"
Jalen Santoy - Foreplay,246616820,88095.0,Jalen Santoy,Foreplay
"Jon Z - 0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",246463891,175151.0,Jon Z,"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]"
Celia Cruz - La Vida Es Un Carnaval,245247533,186049.0,Celia Cruz,La Vida Es Un Carnaval
Calibre 50 - Siempre Te Voy A Querer,243348832,84451.0,Calibre 50,Siempre Te Voy A Querer
ZAYN - fOoL fOr YoU,242484608,76151.0,ZAYN,fOoL fOr YoU
Russ - Pull The Trigger,241504820,33592.0,Russ,Pull The Trigger
Opetaia Foa'i - We Know The Way,241455568,87725.0,Opetaia Foa'i,We Know The Way
Deorro - Bailar,241339601,40522.0,Deorro,Bailar
BLACKPINK - STAY,241145521,85715.0,BLACKPINK,STAY
Russ - Ain't Nobody Takin My Baby,240888362,38862.0,Russ,Ain't Nobody Takin My Baby
Stefflon Don - 16 Shots,240573959,77470.0,Stefflon Don,16 Shots
Travis Scott - wonderful,238209787,52037.0,Travis Scott,wonderful
A R I Z O N A - Oceans Away,237474103,20113.0,A R I Z O N A,Oceans Away
PLVTINUM - Champagne & Sunshine,236881659,142526.0,PLVTINUM,Champagne & Sunshine
50 Cent - I'm The Man,236826871,112913.0,50 Cent,I'm The Man
Carlos Rivera - ¿Cómo Pagarte?,235400655,82177.0,Carlos Rivera,¿Cómo Pagarte?
Reik - Ya Me Enteré,235105084,12656.0,Reik,Ya Me Enteré
Post Malone - Patient,235098438,25921.0,Post Malone,Patient
