Artist and Title,Streams,Daily,Artist,Song
Flo Rida - My House,1115565591,264827.0,Flo Rida,My House
Adele - Send My Love (To Your New Lover),1108347102,316400.0,Adele,Send My Love (To Your New Lover)
Coldplay - Adventure of a Lifetime,1103300531,722729.0,Coldplay,Adventure of a Lifetime
Jason Derulo - Want to Want Me,1085587872,228633.0,Jason Derulo,Want to Want Me
The Chainsmokers - Roses,1078556057,233446.0,The Chainsmokers,Roses
Bryson Tiller - Exchange,1075009399,637705.0,Bryson Tiller,Exchange
Chris Stapleton - Tennessee Whiskey,1057006577,692936.0,Chris Stapleton,Tennessee Whiskey
R. City - Locked Away,1050039043,358195.0,R. City,Locked Away
The Weeknd - Often,1044049138,504581.0,The Weeknd,Often
Kygo - Stole the Show,1020155410,412888.0,Kygo,Stole the Show
TOTO - Hold the Line,991304213,1038658.0,TOTO,Hold the Line
MNEK - Never Forget You,970224943,163915.0,MNEK,Never Forget You
Seafret - Atlantis,940891626,818311.0,Seafret,Atlantis
Maluma - Borro Cassette,879373039,963457.0,Maluma,Borro Cassette
Rihanna - Bitch Better Have My Money,878930540,232356.0,Rihanna,Bitch Better Have My Money
Charlie Puth - One Call Away,875204102,246103.0,Charlie Puth,One Call Away
Melanie Martinez - Play Date,865154718,230134.0,Melanie Martinez,Play Date
Ruth B. - Lost Boy,864729187,196328.0,Ruth B.,Lost Boy
Demi Lovato - Cool for the Summer,852271736,321386.0,Demi Lovato,Cool for the Summer
Adele - Love In The Dark,842361916,791420.0,Adele,Love In The Dark
Fetty Wap - 679,834137658,198168.0,Fetty Wap,679
Disturbed - The Sound of Silence,825672569,315466.0,Disturbed,The Sound of Silence
X Ambassadors - Renegades,823047083,346376.0,X Ambassadors,Renegades
Big Sean - I Don't Fuck With You,808596246,224859.0,Big Sean,I Don't Fuck With You
Charlie Puth - Marvin Gaye,792981270,191530.0,Charlie Puth,Marvin Gaye
Felix Jaehn - Ain't Nobody (Loves Me Better),772859054,234352.0,Felix Jaehn,Ain't Nobody (Loves Me Better)
Kendrick Lamar - Alright,771533616,620960.0,Kendrick Lamar,Alright
Rae Sremmurd - This Could Be Us,755718142,316192.0,Rae Sremmurd,This Could Be Us
Lost Frequencies - Reality,749708268,363348.0,Lost Frequencies,Reality
Chase Atlantic - Friends,738655389,994594.0,Chase Atlantic,Friends
Imagine Dragons - Warriors,737594401,252891.0,Imagine Dragons,Warriors
A$AP Rocky - Everyday,731827374,513869.0,A$AP Rocky,Everyday
Selena Gomez - Good For You,725087825,312469.0,Selena Gomez,Good For You
Natalia Lafourcade - Hasta la Raíz,724181330,575606.0,Natalia Lafourcade,Hasta la Raíz
Travis Scott - Antidote,721340610,241117.0,Travis Scott,Antidote
blackbear - idfc,718629372,142346.0,blackbear,idfc
Selena Gomez - Hands To Myself,704928567,144870.0,Selena Gomez,Hands To Myself
Jeremih - oui,701967614,265917.0,Jeremih,oui
Little Mix - Secret Love Song,695070471,205630.0,Little Mix,Secret Love Song
X Ambassadors - Unsteady,688452495,392738.0,X Ambassadors,Unsteady
Joel Adams - Please Don't Go,687389439,83324.0,Joel Adams,Please Don't Go
Adele - Water Under the Bridge,683485157,274090.0,Adele,Water Under the Bridge
Adele - All I Ask,679339818,346010.0,Adele,All I Ask
Declan McKenna - Brazil,676157402,618341.0,Declan McKenna,Brazil
$uicideboy$ - Kill Yourself (Part III),673423208,333181.0,$uicideboy$,Kill Yourself (Part III)
Selena Gomez - Same Old Love,672743683,219844.0,Selena Gomez,Same Old Love
Little Mix - Black Magic,669228067,212741.0,Little Mix,Black Magic
Kiiara - Gold,661894849,84370.0,Kiiara,Gold
Troye Sivan - YOUTH,661268742,156513.0,Troye Sivan,YOUTH
Duke Dumont - Ocean Drive,660700081,281030.0,Duke Dumont,Ocean Drive
Rae Sremmurd - Come Get Her,648061914,190461.0,Rae Sremmurd,Come Get Her
Alessia Cara - Here,645894764,334338.0,Alessia Cara,Here
Mac Miller - Weekend,645847495,191680.0,Mac Miller,Weekend
Thomas Rhett - Die A Happy Man,645263209,197670.0,Thomas Rhett,Die A Happy Man
Dua Lipa - Be the One,643893902,215275.0,Dua Lipa,Be the One
Kendrick Lamar - King Kunta,634568594,224488.0,Kendrick Lamar,King Kunta
Shawn Mendes - I Know What You Did Last Summer,631957422,169527.0,Shawn Mendes,I Know What You Did Last Summer
Snakehips - All My Friends,631502934,99179.0,Snakehips,All My Friends
Justin Bieber - Company,629028499,279985.0,Justin Bieber,Company
Travis Scott - 90210,621193535,479814.0,Travis Scott,90210
Jesse & Joy - Dueles,615398769,678913.0,Jesse & Joy,Dueles
Sheppard - Geronimo,610095289,214623.0,Sheppard,Geronimo
Kygo - Stay,609128859,45787.0,Kygo,Stay
Chris Brown - Ayo,605998402,158932.0,Chris Brown,Ayo
Meghan Trainor - Dear Future Husband,605392220,415123.0,Meghan Trainor,Dear Future Husband
Tame Impala - Let It Happen,602359798,452917.0,Tame Impala,Let It Happen
Vundabar - Alien Blues,601636098,515567.0,Vundabar,Alien Blues
Rae Sremmurd - No Type,598220909,109616.0,Rae Sremmurd,No Type
Sam Smith - Lay Me Down,597982659,89411.0,Sam Smith,Lay Me Down
One Direction - History,596221836,721552.0,One Direction,History
"Daya - Sit Still, Look Pretty",596178566,187073.0,Daya,"Sit Still, Look Pretty"
Demi Lovato - Confident,588161252,193656.0,Demi Lovato,Confident
Mon Laferte - Tu Falta De Querer,584306186,439871.0,Mon Laferte,Tu Falta De Querer
Jeremih - Don't Tell 'Em,584266176,230657.0,Jeremih,Don't Tell 'Em
The Weeknd - In The Night,569976600,186248.0,The Weeknd,In The Night
Twenty One Pilots - Tear in My Heart,567567273,299929.0,Twenty One Pilots,Tear in My Heart
Jessie J - Flashlight,562070293,145727.0,Jessie J,Flashlight
Selena Gomez - Kill Em With Kindness,557241306,59093.0,Selena Gomez,Kill Em With Kindness
Steve Lacy - C U Girl,550646100,616655.0,Steve Lacy,C U Girl
A$AP Rocky - L$D,544431524,159248.0,A$AP Rocky,L$D
$uicideboy$ - Paris,541828770,279129.0,$uicideboy$,Paris
Pia Mia - Do It Again,538505288,170321.0,Pia Mia,Do It Again
Daya - Hide Away,537398228,226561.0,Daya,Hide Away
Bryson Tiller - Right My Wrongs,535591306,551270.0,Bryson Tiller,Right My Wrongs
SAYGRACE - You Don't Own Me,531792458,240233.0,SAYGRACE,You Don't Own Me
Demi Lovato - Stone Cold,530002885,71581.0,Demi Lovato,Stone Cold
Melanie Martinez - Pacify Her,529469517,294238.0,Melanie Martinez,Pacify Her
"Tame Impala - New Person, Same Old Mistakes",527858536,359411.0,Tame Impala,"New Person, Same Old Mistakes"
Matt Simons - Catch & Release,522081530,170130.0,Matt Simons,Catch & Release
Roy Woods - Drama,515315912,143273.0,Roy Woods,Drama
Drake - Energy,513707943,106140.0,Drake,Energy
The Weeknd - Acquainted,512792758,187121.0,The Weeknd,Acquainted
Carly Rae Jepsen - I Really Like You,509084848,111280.0,Carly Rae Jepsen,I Really Like You
Ellie Goulding - On My Mind,506938198,84600.0,Ellie Goulding,On My Mind
Fall Out Boy - Immortals,501349616,223693.0,Fall Out Boy,Immortals
Kodak Black - No Flockin',500806086,308134.0,Kodak Black,No Flockin'
Lil Peep - nuts,497719610,879499.0,Lil Peep,nuts
Bring Me The Horizon - Throne,493022014,451129.0,Bring Me The Horizon,Throne
Haley Reinhart - Can't Help Falling in Love,490051409,184141.0,Haley Reinhart,Can't Help Falling in Love
"Flo Rida - I Don't Like It, I Love It",484003161,81922.0,Flo Rida,"I Don't Like It, I Love It"
Imagine Dragons - Shots,476665306,198908.0,Imagine Dragons,Shots
Andra Day - Rise Up,467687509,154369.0,Andra Day,Rise Up
Jess Glynne - Hold My Hand,465930436,102590.0,Jess Glynne,Hold My Hand
Kali Uchis - Melting,464287062,433590.0,Kali Uchis,Melting
Trey Songz - Slow Motion,462734758,142400.0,Trey Songz,Slow Motion
Jeremih - Planez,461746380,87937.0,Jeremih,Planez
Meghan Trainor - Lips Are Movin,459533353,103174.0,Meghan Trainor,Lips Are Movin
Shawn Mendes - Imagination,453965073,178893.0,Shawn Mendes,Imagination
blackbear - idfc,448014542,198367.0,blackbear,idfc
Halsey - Gasoline,441470067,140244.0,Halsey,Gasoline
David Guetta - Bang My Head,437845086,28350.0,David Guetta,Bang My Head
Alessia Cara - Wild Things,433262343,67933.0,Alessia Cara,Wild Things
Meghan Trainor - Better When I'm Dancin',432922795,190200.0,Meghan Trainor,Better When I'm Dancin'
Tame Impala - Eventually,428868594,233494.0,Tame Impala,Eventually
Madcon - Don't Worry,427760971,353402.0,Madcon,Don't Worry
Cartoon - On & On,425901198,207737.0,Cartoon,On & On
Leon Bridges - River,424572457,172376.0,Leon Bridges,River
Melanie Martinez - Pity Party,424226243,111068.0,Melanie Martinez,Pity Party
Halsey - Colors,422194655,106913.0,Halsey,Colors
Drake - Jungle,421445591,178111.0,Drake,Jungle
Drake - Back To Back,420785035,82925.0,Drake,Back To Back
Drake - Know Yourself,414257973,60079.0,Drake,Know Yourself
Cali Y El Dandee - Por Fin Te Encontré,413892876,164025.0,Cali Y El Dandee,Por Fin Te Encontré
"White Noise Baby Sleep - White Noise Sleeping Aid to Help My Baby Fall Asleep, Sleep Through the Night",413573580,291559.0,White Noise Baby Sleep,"White Noise Sleeping Aid to Help My Baby Fall Asleep, Sleep Through the Night"
Rudimental - Lay It All on Me,406938579,39143.0,Rudimental,Lay It All on Me
Fetty Wap - Again,402311475,95870.0,Fetty Wap,Again
Silentó - Watch Me (Whip / Nae Nae),395219157,71871.0,Silentó,Watch Me (Whip / Nae Nae)
Kevin Gates - 2 Phones,394842033,67876.0,Kevin Gates,2 Phones
Twenty One Pilots - Heavydirtysoul,394531033,121175.0,Twenty One Pilots,Heavydirtysoul
Meek Mill - R.I.C.O.,391381423,86593.0,Meek Mill,R.I.C.O.
Drake - Legend,386620870,41435.0,Drake,Legend
Matoma - Old Thing Back,386392313,53866.0,Matoma,Old Thing Back
BTS - I NEED U,385011668,129814.0,BTS,I NEED U
Kevin Gates - Really Really,384211661,80240.0,Kevin Gates,Really Really
Michael Bublé - Home,383787761,151657.0,Michael Bublé,Home
Meek Mill - All Eyes on You,383033482,157047.0,Meek Mill,All Eyes on You
Martin Solveig - Intoxicated,382161656,70192.0,Martin Solveig,Intoxicated
Farruko - Chillax,379356001,104006.0,Farruko,Chillax
Maluma - El Perdedor,378277753,249847.0,Maluma,El Perdedor
Tinie Tempah - Girls Like,378203993,118593.0,Tinie Tempah,Girls Like
Manuel Medrano - Bajo El Agua,376280305,221805.0,Manuel Medrano,Bajo El Agua
The Neighbourhood - The Beach,373752198,189333.0,The Neighbourhood,The Beach
Fetty Wap - My Way,372336462,81640.0,Fetty Wap,My Way
Robin Schulz - Headlights,370915699,43456.0,Robin Schulz,Headlights
Justin Bieber - Purpose,370640373,68888.0,Justin Bieber,Purpose
Zedd - Beautiful Now,367303313,122625.0,Zedd,Beautiful Now
Melanie Martinez - Soap,366531921,120710.0,Melanie Martinez,Soap
Olivia O'Brien - Complicated,365996856,157962.0,Olivia O'Brien,Complicated
A$AP Rocky - Lord Pretty Flacko Jodye 2 (LPFJ2),363041133,286582.0,A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2)
Shawn Mendes - Never Be Alone,361973473,66782.0,Shawn Mendes,Never Be Alone
Melanie Martinez - Mad Hatter,361002658,160313.0,Melanie Martinez,Mad Hatter
Jess Glynne - Take Me Home,360368867,111517.0,Jess Glynne,Take Me Home
Justin Bieber - I'll Show You,360022401,43580.0,Justin Bieber,I'll Show You
$uicideboy$ - Runnin' Thru the 7th with My Woadies,358485168,236335.0,$uicideboy$,Runnin' Thru the 7th with My Woadies
Charlie Puth - Dangerously,358299735,164063.0,Charlie Puth,Dangerously
Big Sean - I Know,356580106,228281.0,Big Sean,I Know
Panic! At The Disco - Emperor's New Clothes,356223141,81082.0,Panic! At The Disco,Emperor's New Clothes
Ella Eyre - We Don't Have To Take Our Clothes Off,354450968,101719.0,Ella Eyre,We Don't Have To Take Our Clothes Off
BTS - Dope,353016947,89099.0,BTS,Dope
Cage The Elephant - Trouble,348652553,135994.0,Cage The Elephant,Trouble
Zedd - I Want You To Know,348576443,71714.0,Zedd,I Want You To Know
Chris Stapleton - Parachute,346846263,265146.0,Chris Stapleton,Parachute
Maná - Mi Verdad,342581902,156414.0,Maná,Mi Verdad
Travis Scott - Nightcrawler,342302694,536149.0,Travis Scott,Nightcrawler
Melanie Martinez - Cake,342036319,127250.0,Melanie Martinez,Cake
The Neighbourhood - Cry Baby,341338849,201857.0,The Neighbourhood,Cry Baby
Julión Álvarez y su Norteño Banda - Pongámonos De Acuerdo,339548902,421247.0,Julión Álvarez y su Norteño Banda,Pongámonos De Acuerdo
Jain - Makeba,338765981,134392.0,Jain,Makeba
Future - Fuck Up Some Commas,338141996,68614.0,Future,Fuck Up Some Commas
Ne-Yo - She Knows,337583132,208938.0,Ne-Yo,She Knows
Lana Del Rey - Art Deco,336342294,489676.0,Lana Del Rey,Art Deco
Thundercat - Them Changes,334367312,168619.0,Thundercat,Them Changes
Shawn Mendes - Life Of The Party,334156645,31988.0,Shawn Mendes,Life Of The Party
"Rich Homie Quan - Flex (Ooh, Ooh, Ooh)",333701596,107638.0,Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)"
Halsey - New Americana,333240659,40526.0,Halsey,New Americana
Cosculluela - Te Busco,332294227,289109.0,Cosculluela,Te Busco
mike. - These Days,329897532,51759.0,mike.,These Days
Five Finger Death Punch - Jekyll and Hyde,329269359,129453.0,Five Finger Death Punch,Jekyll and Hyde
GIMS - Est-ce que tu m'aimes ?,329162904,406572.0,GIMS,Est-ce que tu m'aimes ?
Tez Cadey - Seve,328921353,57012.0,Tez Cadey,Seve
Melanie Martinez - Training Wheels,328762267,92715.0,Melanie Martinez,Training Wheels
Joey Montana - Picky,326805383,73504.0,Joey Montana,Picky
Fall Out Boy - Uma Thurman,326257830,88909.0,Fall Out Boy,Uma Thurman
Cavetown - This Is Home,325837394,144835.0,Cavetown,This Is Home
Luke Christopher - Lot to Learn,324063486,22408.0,Luke Christopher,Lot to Learn
Sia - Alive,323394877,59891.0,Sia,Alive
Ariana Grande - Focus,322041373,55309.0,Ariana Grande,Focus
Yandel - Encantadora,321862188,154595.0,Yandel,Encantadora
"Melanie Martinez - Tag, You're It",320333322,209331.0,Melanie Martinez,"Tag, You're It"
Galantis - Peanut Butter Jelly,318883324,56630.0,Galantis,Peanut Butter Jelly
NF - Paralyzed,318188549,94365.0,NF,Paralyzed
Major Lazer - Powerful,315783698,62150.0,Major Lazer,Powerful
Twenty One Pilots - Lane Boy,315763574,54343.0,Twenty One Pilots,Lane Boy
Jeremih - Impatient,315514096,64020.0,Jeremih,Impatient
Ricky Martin - La Mordidita,313871029,101084.0,Ricky Martin,La Mordidita
Future - Where Ya At,313484552,53655.0,Future,Where Ya At
Charly Black - Gyal You a Party Animal,312377357,125121.0,Charly Black,Gyal You a Party Animal
Adam Lambert - Ghost Town,311577160,53666.0,Adam Lambert,Ghost Town
Morgan Wallen - Spin You Around,309607309,298425.0,Morgan Wallen,Spin You Around
Sleeping At Last - Already Gone,308262781,95287.0,Sleeping At Last,Already Gone
LANY - ILYSB,307409883,187004.0,LANY,ILYSB
Coldplay - Everglow,305643866,101332.0,Coldplay,Everglow
Sebastian Yatra - Como Mirarte,304265464,123626.0,Sebastian Yatra,Como Mirarte
Panic! At The Disco - Victorious,302754676,74972.0,Panic! At The Disco,Victorious
$uicideboy$ - My Flaws Burn Through My Skin Like Demonic Flames from Hell,301580830,269171.0,$uicideboy$,My Flaws Burn Through My Skin Like Demonic Flames from Hell
G-Eazy - Some Kind Of Drug,300017068,24906.0,G-Eazy,Some Kind Of Drug
Halsey - Control,298169301,136361.0,Halsey,Control
BTS - RUN,296418444,95809.0,BTS,RUN
Young the Giant - Mind Over Matter (Reprise),296045946,302696.0,Young the Giant,Mind Over Matter (Reprise)
Twenty One Pilots - Doubt,295770050,129843.0,Twenty One Pilots,Doubt
Melanie Martinez - Mrs. Potato Head,291271605,136431.0,Melanie Martinez,Mrs. Potato Head
Sigala - Sweet Lovin',291132241,55210.0,Sigala,Sweet Lovin'
Jess Glynne - Don't Be so Hard on Yourself,291098877,67919.0,Jess Glynne,Don't Be so Hard on Yourself
Mumford & Sons - Believe,288488474,52499.0,Mumford & Sons,Believe
Lana Del Rey - High By The Beach,288393977,110245.0,Lana Del Rey,High By The Beach
Angus & Julia Stone - Stay With Me,287880828,55002.0,Angus & Julia Stone,Stay With Me
Naughty Boy - Runnin' (Lose It All),286970185,82215.0,Naughty Boy,Runnin' (Lose It All)
One Direction - If I Could Fly,286868649,222898.0,One Direction,If I Could Fly
Diplo - Be Right There,285791780,40243.0,Diplo,Be Right There
One Direction - Olivia,285173299,282070.0,One Direction,Olivia
Kat Dahlia - I Think I'm In Love,282609547,101698.0,Kat Dahlia,I Think I'm In Love
Martin Garrix - Don't Look Down,281303456,45129.0,Martin Garrix,Don't Look Down
Drake - 10 Bands,279001885,40062.0,Drake,10 Bands
Avicii - For A Better Day,275836595,45779.0,Avicii,For A Better Day
Twenty One Pilots - The Judge,274371841,47679.0,Twenty One Pilots,The Judge
Coldplay - Up&Up,273278303,82011.0,Coldplay,Up&Up
BTS - Silver Spoon,273042201,83715.0,BTS,Silver Spoon
Lin-Manuel Miranda - My Shot,273014567,98008.0,Lin-Manuel Miranda,My Shot
BTS - Butterfly,272028318,95929.0,BTS,Butterfly
Sam Smith - Writing's On The Wall,270642386,59639.0,Sam Smith,Writing's On The Wall
"The Oh Hellos - Soldier, Poet, King",268957252,200496.0,The Oh Hellos,"Soldier, Poet, King"
Lil Dicky - $ave Dat Money,268615346,27151.0,Lil Dicky,$ave Dat Money
OMI - Hula Hoop,268095524,27863.0,OMI,Hula Hoop
Bring Me The Horizon - Drown,267332895,161808.0,Bring Me The Horizon,Drown
KALEO - All the Pretty Girls,266278196,109589.0,KALEO,All the Pretty Girls
The Weeknd - Dark Times,265794490,31387.0,The Weeknd,Dark Times
The Weeknd - Tell Your Friends,265777455,66528.0,The Weeknd,Tell Your Friends
Leslie Odom Jr. - Alexander Hamilton,265014129,94919.0,Leslie Odom Jr.,Alexander Hamilton
Disclosure - Omen,264577279,31839.0,Disclosure,Omen
Sia - Bird Set Free,264299230,74876.0,Sia,Bird Set Free
Melanie Martinez - Cry Baby,263600942,85401.0,Melanie Martinez,Cry Baby
Jamie Lawson - Wasn't Expecting That,262481046,32213.0,Jamie Lawson,Wasn't Expecting That
Zac Brown Band - Homegrown,262285044,74643.0,Zac Brown Band,Homegrown
The Avener - Fade Out Lines,261689077,92943.0,The Avener,Fade Out Lines
Adele - Remedy,261306824,76594.0,Adele,Remedy
Leon Bridges - Coming Home,258601468,276017.0,Leon Bridges,Coming Home
Tim McGraw - Humble And Kind,258437401,76786.0,Tim McGraw,Humble And Kind
Kelly Clarkson - Heartbeat Song,258187817,34146.0,Kelly Clarkson,Heartbeat Song
Natalia Lafourcade - Nunca Es Suficiente,258068916,134978.0,Natalia Lafourcade,Nunca Es Suficiente
Manuel Medrano - Una y Otra Vez,257566038,205530.0,Manuel Medrano,Una y Otra Vez
Big Sean - Blessings,257357660,32973.0,Big Sean,Blessings
Sam Feldt - Show Me Love,255154525,38894.0,Sam Feldt,Show Me Love
RHODES - Let It All Go,254094184,94922.0,RHODES,Let It All Go
Billy Currington - Do I Make You Wanna,252764216,47735.0,Billy Currington,Do I Make You Wanna
Bryson Tiller - Let Em' Know,252715998,217322.0,Bryson Tiller,Let Em' Know
Chris Young - I'm Comin' Over,252639023,49945.0,Chris Young,I'm Comin' Over
Pastel Ghost - Dark Beach,252632609,242657.0,Pastel Ghost,Dark Beach
Justin Bieber - The Feeling,251815083,32120.0,Justin Bieber,The Feeling
Muse - Psycho,251183805,90513.0,Muse,Psycho
Little Mix - Love Me Like You,250749819,100876.0,Little Mix,Love Me Like You
Marvin Gaye - Sexual Healing,249862810,49041.0,Marvin Gaye,Sexual Healing
Bryson Tiller - Sorry Not Sorry,249370945,75620.0,Bryson Tiller,Sorry Not Sorry
Melanie Martinez - Sippy Cup,249037280,119688.0,Melanie Martinez,Sippy Cup
BIGBANG - BANG BANG BANG,247342268,74103.0,BIGBANG,BANG BANG BANG
The Weeknd - Often,247272263,49706.0,The Weeknd,Often
Lil Uzi Vert - 7AM,246690388,58815.0,Lil Uzi Vert,7AM
YALL - Hundred Miles,245558573,83752.0,YALL,Hundred Miles
Panic! At The Disco - LA Devotee,244927440,48486.0,Panic! At The Disco,LA Devotee
Bring Me The Horizon - Follow You,244858292,100126.0,Bring Me The Horizon,Follow You
Rae Sremmurd - Throw Sum Mo,243525761,45359.0,Rae Sremmurd,Throw Sum Mo
Tyga - Ice Cream Man,243384807,121997.0,Tyga,Ice Cream Man
Chris Janson - Buy Me a Boat,242486551,80346.0,Chris Janson,Buy Me a Boat
Pinegrove - Need 2,242441208,452482.0,Pinegrove,Need 2
Alfredo Olivas - El Malo De Culiacán,242396492,143269.0,Alfredo Olivas,El Malo De Culiacán
T-Wayne - Nasty Freestyle,240437469,17002.0,T-Wayne,Nasty Freestyle
Vigiland - Shots & Squats,240355968,19921.0,Vigiland,Shots & Squats
Henrique & Juliano - Como É Que A Gente Fica,239646530,311977.0,Henrique & Juliano,Como É Que A Gente Fica
Eric Church - Record Year,239083275,58711.0,Eric Church,Record Year
One Direction - Infinity,238557116,262124.0,One Direction,Infinity
Kygo - Here for You,237794569,24980.0,Kygo,Here for You
Renée Elise Goldsberry - Satisfied,237490306,99707.0,Renée Elise Goldsberry,Satisfied
Travis Scott - 3500,236515639,115903.0,Travis Scott,3500
Daddy Yankee - Sígueme Y Te Sigo,235131900,65637.0,Daddy Yankee,Sígueme Y Te Sigo
Five Finger Death Punch - Wash It All Away,234912668,90741.0,Five Finger Death Punch,Wash It All Away
Kid Ink - Promise,234888714,34190.0,Kid Ink,Promise
Wisin - Nota de Amor,234666258,67267.0,Wisin,Nota de Amor
Brothers Osborne - Stay A Little Longer,234603069,38062.0,Brothers Osborne,Stay A Little Longer
Banda Clave Nueva - Cuál Adiós,232772320,116762.0,Banda Clave Nueva,Cuál Adiós
Jesse & Joy - Ecos De Amor,232737417,177611.0,Jesse & Joy,Ecos De Amor
Nelly - The Fix,232640713,32911.0,Nelly,The Fix
5 Seconds of Summer - She's Kinda Hot,232455805,63795.0,5 Seconds of Summer,She's Kinda Hot
Twenty One Pilots - Fairly Local,231460058,38358.0,Twenty One Pilots,Fairly Local
Natalia Jiménez - Creo en Mi,231119493,84663.0,Natalia Jiménez,Creo en Mi
Meghan Trainor - I'll Be Home,230755018,16641.0,Meghan Trainor,I'll Be Home
Jesse & Joy - Me Soltaste,230560018,134673.0,Jesse & Joy,Me Soltaste
"Lin-Manuel Miranda - Aaron Burr, Sir",229969645,97885.0,Lin-Manuel Miranda,"Aaron Burr, Sir"
Belly - Might Not,229008140,37474.0,Belly,Might Not
Halsey - Castle,228729656,61061.0,Halsey,Castle
Little Mix - Love Me or Leave Me,227275522,67474.0,Little Mix,Love Me or Leave Me
Pitbull - Como Yo Le Doy,227023419,93980.0,Pitbull,Como Yo Le Doy
$uicideboy$ - $outh $ide $uicide,226954986,108591.0,$uicideboy$,$outh $ide $uicide
Ruth B. - Superficial Love,226651431,52355.0,Ruth B.,Superficial Love
Lana Del Rey - Salvatore,225473698,347978.0,Lana Del Rey,Salvatore
Jason Derulo - Get Ugly,225256772,23678.0,Jason Derulo,Get Ugly
Natalia Lafourcade - Lo Que Construimos,224458463,112771.0,Natalia Lafourcade,Lo Que Construimos
Denzel Curry - Ultimate,223479458,36074.0,Denzel Curry,Ultimate
Ariel Camacho y Los Plebes Del Rancho - Hablemos,223249849,200534.0,Ariel Camacho y Los Plebes Del Rancho,Hablemos
Chris Stapleton - Fire Away,223163457,134992.0,Chris Stapleton,Fire Away
Lil Dicky - Molly,222812682,28905.0,Lil Dicky,Molly
Bring Me The Horizon - Happy Song,222750946,84031.0,Bring Me The Horizon,Happy Song
Dawin - Dessert,219646171,88708.0,Dawin,Dessert
Thomas Rhett - T-Shirt,219248480,41927.0,Thomas Rhett,T-Shirt
Beyoncé - Crazy In Love,218644982,80363.0,Beyoncé,Crazy In Love
Adele - Million Years Ago,218378582,103049.0,Adele,Million Years Ago
KYLE - Don't Wanna Fall In Love,217241235,57484.0,KYLE,Don't Wanna Fall In Love
