Artist and Title,Streams,Daily,Artist,Song
Lana Del Rey - Summertime Sadness (Lana Del Rey Vs. Cedric Gervais),717962168,248339.0,Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais)
Katy Perry - Unconditionally,689977343,364995.0,Katy Perry,Unconditionally
Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),684674509,339228.0,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up)
J. Cole - Power Trip,682302127,428400.0,J. Cole,Power Trip
Jason Derulo - Trumpets,677934912,114897.0,Jason Derulo,Trumpets
Bring Me The Horizon - Can You Feel My Heart,676636066,290950.0,Bring Me The Horizon,Can You Feel My Heart
Disclosure - You & Me,672951908,196719.0,Disclosure,You & Me
J. Cole - She Knows,670892280,596469.0,J. Cole,She Knows
Lorde - Ribs,659880889,527928.0,Lorde,Ribs
Marc Anthony - Vivir Mi Vida,655544136,231539.0,Marc Anthony,Vivir Mi Vida
Kelly Clarkson - Underneath the Tree,648162134,128861.0,Kelly Clarkson,Underneath the Tree
One Direction - You & I,638831224,1159065.0,One Direction,You & I
Kanye West - Black Skinhead,633420217,196140.0,Kanye West,Black Skinhead
Beyoncé - Drunk in Love,629306854,158116.0,Beyoncé,Drunk in Love
Plan B - Candy,628959420,520720.0,Plan B,Candy
One Direction - Best Song Ever,624836778,940756.0,One Direction,Best Song Ever
Avenged Sevenfold - Hail to the King,623919607,299935.0,Avenged Sevenfold,Hail to the King
Daft Punk - Instant Crush,622794425,311015.0,Daft Punk,Instant Crush
Ed Sheeran - Tenerife Sea,620594945,113840.0,Ed Sheeran,Tenerife Sea
Arctic Monkeys - Snap Out Of It,618480572,417402.0,Arctic Monkeys,Snap Out Of It
Lady Gaga - Applause,597637333,357463.0,Lady Gaga,Applause
Cults - Always Forever,596482312,557198.0,Cults,Always Forever
Chris Brown - Loyal,593454359,295396.0,Chris Brown,Loyal
Echosmith - Cool Kids,590821043,148924.0,Echosmith,Cool Kids
Arctic Monkeys - Arabella,589615932,267543.0,Arctic Monkeys,Arabella
Luke Bryan - Play It Again,588280755,235985.0,Luke Bryan,Play It Again
salvia palth - i was all over her,580388838,797042.0,salvia palth,i was all over her
Ed Sheeran - Sing,569881548,104235.0,Ed Sheeran,Sing
DJ Snake - Turn Down for What,563500985,120209.0,DJ Snake,Turn Down for What
Michael Bublé - Feeling Good,530965497,388133.0,Michael Bublé,Feeling Good
Daft Punk - Get Lucky,524674581,260050.0,Daft Punk,Get Lucky
Ludovico Einaudi - Experience,521757596,392480.0,Ludovico Einaudi,Experience
OneRepublic - I Lived,520526549,258471.0,OneRepublic,I Lived
Hozier - Cherry Wine,520371728,227679.0,Hozier,Cherry Wine
Stromae - Papaoutai,519358385,192395.0,Stromae,Papaoutai
Drake - Started From the Bottom,518099205,110859.0,Drake,Started From the Bottom
Hillsong UNITED - Oceans (Where Feet May Fail),514700819,270102.0,Hillsong UNITED,Oceans (Where Feet May Fail)
Paramore - Ain't It Fun,507745509,192588.0,Paramore,Ain't It Fun
Drake - From Time,499072054,185812.0,Drake,From Time
Twenty One Pilots - Car Radio,498133324,113595.0,Twenty One Pilots,Car Radio
2 Chainz - We Own It (Fast & Furious),496415599,171109.0,2 Chainz,We Own It (Fast & Furious)
Drake - 0 To 100 / The Catch Up,490189548,88273.0,Drake,0 To 100 / The Catch Up
The Neighbourhood - Afraid,478361907,208548.0,The Neighbourhood,Afraid
One Direction - Right Now,476654622,1021558.0,One Direction,Right Now
J Balvin - 6 AM,472671529,311965.0,J Balvin,6 AM
Jason Derulo - Wiggle,469392960,118432.0,Jason Derulo,Wiggle
Hozier - Like Real People Do,467679550,260053.0,Hozier,Like Real People Do
Cage The Elephant - Come a Little Closer,467631455,292540.0,Cage The Elephant,Come a Little Closer
Ariana Grande - The Way,465698396,189093.0,Ariana Grande,The Way
Christina Perri - human,454071332,93357.0,Christina Perri,human
The 1975 - Chocolate,451965526,104156.0,The 1975,Chocolate
Avicii - Addicted To You,437663079,176231.0,Avicii,Addicted To You
Big Sean - Beware,430965607,144940.0,Big Sean,Beware
Selena Gomez - Come & Get It,430302634,157422.0,Selena Gomez,Come & Get It
Martin Garrix - Animals,429598953,121581.0,Martin Garrix,Animals
Childish Gambino - IV. Sweatpants,426959998,97855.0,Childish Gambino,IV. Sweatpants
Prince Royce - Darte un Beso,419053108,205728.0,Prince Royce,Darte un Beso
The 1975 - Robbers,416452014,220333.0,The 1975,Robbers
M.I.A. - Bad Girls,403429389,197073.0,M.I.A.,Bad Girls
Arctic Monkeys - Knee Socks,401004503,237563.0,Arctic Monkeys,Knee Socks
Florida Georgia Line - This Is How We Roll,398662922,112278.0,Florida Georgia Line,This Is How We Roll
OneRepublic - If I Lose Myself,393437772,148444.0,OneRepublic,If I Lose Myself
Sam Smith - Money On My Mind,386112996,62474.0,Sam Smith,Money On My Mind
Luke Bryan - That's My Kind Of Night,384316273,158091.0,Luke Bryan,That's My Kind Of Night
Five Finger Death Punch - Wrong Side of Heaven,383473675,153204.0,Five Finger Death Punch,Wrong Side of Heaven
Sam Smith - Latch,383132359,45675.0,Sam Smith,Latch
Drake - All Me,376184026,66481.0,Drake,All Me
Miley Cyrus - Adore You,363909394,93405.0,Miley Cyrus,Adore You
Fall Out Boy - The Phoenix,361316507,168200.0,Fall Out Boy,The Phoenix
Tom Odell - Heal,359182197,178927.0,Tom Odell,Heal
Lily Allen - Somewhere Only We Know,358654340,91040.0,Lily Allen,Somewhere Only We Know
Banda Los Recoditos - Mi Último Deseo,357330970,205748.0,Banda Los Recoditos,Mi Último Deseo
B.o.B - HeadBand,356538655,56976.0,B.o.B,HeadBand
Panic! At The Disco - This Is Gospel,354620267,48345.0,Panic! At The Disco,This Is Gospel
Mike WiLL Made-It - 23,353428108,120520.0,Mike WiLL Made-It,23
Armin van Buuren - This Is What It Feels Like,349741560,160600.0,Armin van Buuren,This Is What It Feels Like
Woodkid - Run Boy Run,345612185,241840.0,Woodkid,Run Boy Run
Britney Spears - Work Bitch,343048061,97793.0,Britney Spears,Work Bitch
YG - My Hitta,342893976,85675.0,YG,My Hitta
Twenty One Pilots - House of Gold,342743316,92522.0,Twenty One Pilots,House of Gold
JAY-Z - Holy Grail,339223792,78672.0,JAY-Z,Holy Grail
Ed Sheeran - All of the Stars,338382942,84264.0,Ed Sheeran,All of the Stars
Ed Sheeran - I'm a Mess,337895140,32484.0,Ed Sheeran,I'm a Mess
Jeremih - All The Time,337335672,145795.0,Jeremih,All The Time
A$AP Rocky - Wild for the Night,337010824,53172.0,A$AP Rocky,Wild for the Night
Birdy - Wings,334153648,283614.0,Birdy,Wings
Daft Punk - Lose Yourself to Dance,332924658,97613.0,Daft Punk,Lose Yourself to Dance
Jhené Aiko - The Worst,331198020,171367.0,Jhené Aiko,The Worst
We The Kings - Sad Song,330811180,62825.0,We The Kings,Sad Song
One Direction - Strong,327380797,478977.0,One Direction,Strong
Lorde - Tennis Court,323568265,70532.0,Lorde,Tennis Court
Ariana Grande - Almost Is Never Enough,320936699,96568.0,Ariana Grande,Almost Is Never Enough
Sara Bareilles - Brave,320533790,73369.0,Sara Bareilles,Brave
Ed Sheeran - Bloodstream,319596722,50338.0,Ed Sheeran,Bloodstream
Phantogram - Black Out Days,318863670,207953.0,Phantogram,Black Out Days
Banda Tierra Sagrada - La Buena y la Mala,317441076,175194.0,Banda Tierra Sagrada,La Buena y la Mala
Avicii - You Make Me,316435939,70748.0,Avicii,You Make Me
Eminem - Berzerk,314889100,65664.0,Eminem,Berzerk
J. Cole - Crooked Smile,312654740,100227.0,J. Cole,Crooked Smile
Major Lazer - Watch Out For This (Bumaye),311276130,56660.0,Major Lazer,Watch Out For This (Bumaye)
A$AP Rocky - Fashion Killa,307043413,447941.0,A$AP Rocky,Fashion Killa
Aloe Blacc - The Man,304071985,67735.0,Aloe Blacc,The Man
Marc Anthony - Flor Pálida,299993934,131380.0,Marc Anthony,Flor Pálida
Stromae - Tous les mêmes,297906045,139935.0,Stromae,Tous les mêmes
Mithoon - Tum Hi Ho,297153462,401469.0,Mithoon,Tum Hi Ho
Yung Lean - Ginseng Strip 2002,291336360,95725.0,Yung Lean,Ginseng Strip 2002
Foals - My Number,290955716,107680.0,Foals,My Number
Drake - Pound Cake / Paris Morton Music 2,287620987,84869.0,Drake,Pound Cake / Paris Morton Music 2
Duelo - Puño De Diamantes,285212440,276160.0,Duelo,Puño De Diamantes
Beyoncé - XO,284894494,65144.0,Beyoncé,XO
Milky Chance - Flashed Junk Mind,280953896,157768.0,Milky Chance,Flashed Junk Mind
Stromae - Formidable,279745642,174919.0,Stromae,Formidable
Sevyn Streeter - It Won't Stop,279389415,140849.0,Sevyn Streeter,It Won't Stop
Kodaline - High Hopes,278859643,56205.0,Kodaline,High Hopes
Ed Sheeran - One,277731021,34233.0,Ed Sheeran,One
Arcángel - Hace Mucho Tiempo,276750231,283974.0,Arcángel,Hace Mucho Tiempo
Pritam - Kabira,276570491,301911.0,Pritam,Kabira
Katy Perry - This Is How We Do,276540132,52448.0,Katy Perry,This Is How We Do
DVBBS - Tsunami,272762184,81740.0,DVBBS,Tsunami
Klangkarussell - Sonnentanz,271854719,141324.0,Klangkarussell,Sonnentanz
Jhené Aiko - Stay Ready (What A Life),270259673,294005.0,Jhené Aiko,Stay Ready (What A Life)
Banda MS de Sergio Lizárraga - Hermosa Experiencia,268068296,194512.0,Banda MS de Sergio Lizárraga,Hermosa Experiencia
will.i.am - #thatPOWER,266343124,81638.0,will.i.am,#thatPOWER
Eminem - Survival,263510991,47598.0,Eminem,Survival
Empire Of The Sun - Alive,262440826,137949.0,Empire Of The Sun,Alive
Sage The Gemini - Gas Pedal,262257084,72869.0,Sage The Gemini,Gas Pedal
Julión Álvarez y su Norteño Banda - Ojos Verdes,258382252,321659.0,Julión Álvarez y su Norteño Banda,Ojos Verdes
James Blunt - Bonfire Heart,257751618,120205.0,James Blunt,Bonfire Heart
Arctic Monkeys - No. 1 Party Anthem,257259008,814427.0,Arctic Monkeys,No. 1 Party Anthem
Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”),256603032,85660.0,Anna Kendrick,Cups (Pitch Perfect’s “When I’m Gone”)
Lorde - Buzzcut Season,255015339,147569.0,Lorde,Buzzcut Season
Fergie - A Little Party Never Killed Nobody (All We Got),254703403,62390.0,Fergie,A Little Party Never Killed Nobody (All We Got)
Milky Chance - Cocoon,251928247,70644.0,Milky Chance,Cocoon
Justin Timberlake - Suit & Tie,251846429,67572.0,Justin Timberlake,Suit & Tie
Rudimental - Waiting All Night,250174485,89541.0,Rudimental,Waiting All Night
Arctic Monkeys - One For The Road,249694274,94023.0,Arctic Monkeys,One For The Road
José González - Stay Alive,249448939,79478.0,José González,Stay Alive
salvia palth - (dream),249365252,638340.0,salvia palth,(dream)
Julión Álvarez y su Norteño Banda - Te Hubieras Ido Antes,249120590,282637.0,Julión Álvarez y su Norteño Banda,Te Hubieras Ido Antes
Jason Derulo - The Other Side,248640084,62031.0,Jason Derulo,The Other Side
Bring Me The Horizon - Sleepwalking,247907689,142077.0,Bring Me The Horizon,Sleepwalking
Avril Lavigne - Here's to Never Growing Up,247274794,83825.0,Avril Lavigne,Here's to Never Growing Up
Sebastian Ingrosso - Reload,246979313,88827.0,Sebastian Ingrosso,Reload
Twenty One Pilots - Holding on to You,246769079,67541.0,Twenty One Pilots,Holding on to You
Tim McGraw - Highway Don't Care,244979593,88770.0,Tim McGraw,Highway Don't Care
Wisin & Yandel - Pam Pam,243552540,174107.0,Wisin & Yandel,Pam Pam
Kid Cudi - Just What I Am,243352067,58467.0,Kid Cudi,Just What I Am
The Platters - The Great Pretender,238159482,92002.0,The Platters,The Great Pretender
Chief Keef - I Don't Like (Remix),237684961,126316.0,Chief Keef,I Don't Like (Remix)
Hozier - Angel of Small Death and the Codeine Scene,237509399,122958.0,Hozier,Angel of Small Death and the Codeine Scene
The 1975 - Girls,237437865,46763.0,The 1975,Girls
Gloria Trevi - No Querías Lastimarme,235988922,145705.0,Gloria Trevi,No Querías Lastimarme
PARTYNEXTDOOR - Wus Good / Curious,233149120,246608.0,PARTYNEXTDOOR,Wus Good / Curious
Jason Derulo - Marry Me,231728776,59160.0,Jason Derulo,Marry Me
One Direction - Midnight Memories,231433094,410639.0,One Direction,Midnight Memories
Avenged Sevenfold - Shepherd of Fire,230562666,108419.0,Avenged Sevenfold,Shepherd of Fire
Milky Chance - Down By The River,230244912,127797.0,Milky Chance,Down By The River
Ariana Grande - Last Christmas,230127005,57330.0,Ariana Grande,Last Christmas
A$AP Rocky - Goldie,229873652,55321.0,A$AP Rocky,Goldie
Jhené Aiko - Bed Peace,229614428,194577.0,Jhené Aiko,Bed Peace
Panic! At The Disco - Miss Jackson,229144393,56496.0,Panic! At The Disco,Miss Jackson
Faul & Wad - Changes,229086294,20209.0,Faul & Wad,Changes
"Tyler, The Creator - IFHY",228867764,246779.0,"Tyler, The Creator",IFHY
Los Ángeles Azules - Mis Sentimientos,226154890,85294.0,Los Ángeles Azules,Mis Sentimientos
Katy Perry - Birthday,224994627,64304.0,Katy Perry,Birthday
RY X - Berlin,224318481,72944.0,RY X,Berlin
Volbeat - Lola Montez,223578096,74131.0,Volbeat,Lola Montez
Martin Garrix - Animals,222954879,75755.0,Martin Garrix,Animals
Baby Rasta & Gringo - Me Niegas,222523330,163109.0,Baby Rasta & Gringo,Me Niegas
Cody Simpson - La Da Dee,222519324,55079.0,Cody Simpson,La Da Dee
Yellow Claw - DJ Turn It Up,220010748,39827.0,Yellow Claw,DJ Turn It Up
La Arrolladora Banda El Limón De Rene Camacho - Mi Segunda Vida,214596858,283827.0,La Arrolladora Banda El Limón De Rene Camacho,Mi Segunda Vida
Zoé - Arrullo De Estrellas,214255510,102166.0,Zoé,Arrullo De Estrellas
Villagers - Nothing Arrived,212787551,26882.0,Villagers,Nothing Arrived
Leona Lewis - One More Sleep,212642525,19771.0,Leona Lewis,One More Sleep
Tom Odell - Another Love,211702017,40464.0,Tom Odell,Another Love
Nina Simone - My Baby Just Cares for Me (2013,211571583,95698.0,Nina Simone,My Baby Just Cares for Me (2013
Alligatoah - Willst du,211115710,85850.0,Alligatoah,Willst du
Jack Johnson - I Got You,210659599,77030.0,Jack Johnson,I Got You
Ariana Grande - Santa Baby,207735388,26620.0,Ariana Grande,Santa Baby
Blake Shelton - Boys 'Round Here,207285387,47829.0,Blake Shelton,Boys 'Round Here
Parra for Cuva - Wicked Games,206131844,185492.0,Parra for Cuva,Wicked Games
Drake - Too Much,205350768,57173.0,Drake,Too Much
Fly Project - Toca Toca,205136148,119157.0,Fly Project,Toca Toca
Disclosure - Help Me Lose My Mind,204860308,84014.0,Disclosure,Help Me Lose My Mind
Sticky Fingers - How To Fly,204700494,103049.0,Sticky Fingers,How To Fly
Fall Out Boy - Alone Together,204268580,45465.0,Fall Out Boy,Alone Together
Zendaya - Replay,204231840,59681.0,Zendaya,Replay
Wilkinson - Afterglow,204213208,75243.0,Wilkinson,Afterglow
James Blake - Retrograde,203855968,41249.0,James Blake,Retrograde
Paul Kalkbrenner - Sky and Sand,203313538,73722.0,Paul Kalkbrenner,Sky and Sand
Kanye West - Blood On The Leaves,202829609,55114.0,Kanye West,Blood On The Leaves
A$AP Ferg - Shabba,201155004,31902.0,A$AP Ferg,Shabba
Five Finger Death Punch - Lift Me Up,201132784,58351.0,Five Finger Death Punch,Lift Me Up
Carlos Vives - Volví a Nacer,198747823,94352.0,Carlos Vives,Volví a Nacer
Michael Bublé - It's a Beautiful Day,197906532,50618.0,Michael Bublé,It's a Beautiful Day
Maluma - La Temperatura,196814033,61917.0,Maluma,La Temperatura
Ciara - Body Party,196602464,59539.0,Ciara,Body Party
London Grammar - Strong,196307121,67547.0,London Grammar,Strong
Major Lazer - Get Free,196080392,35273.0,Major Lazer,Get Free
James Bay - Need The Sun To Break,196027940,24748.0,James Bay,Need The Sun To Break
Bastille - Things We Lost In The Fire,195806321,55911.0,Bastille,Things We Lost In The Fire
Cash Cash - Take Me Home,195215739,36924.0,Cash Cash,Take Me Home
Ylvis - The Fox (What Does the Fox Say?),192936940,55859.0,Ylvis,The Fox (What Does the Fox Say?)
Bring Me The Horizon - Shadow Moses,192769958,96957.0,Bring Me The Horizon,Shadow Moses
BTS - No More Dream,192381204,68395.0,BTS,No More Dream
One Direction - Half a Heart,191394931,205679.0,One Direction,Half a Heart
BTS - Like,191138633,69475.0,BTS,Like
Bastille - Oblivion,190827022,30051.0,Bastille,Oblivion
Thomas Rhett - It Goes Like This,190527162,46718.0,Thomas Rhett,It Goes Like This
The 1975 - Fallingforyou,190220330,80125.0,The 1975,Fallingforyou
Chance the Rapper - Cocoa Butter Kisses,189584087,68999.0,Chance the Rapper,Cocoa Butter Kisses
Echosmith - Bright,189410933,15689.0,Echosmith,Bright
Drake - Worst Behavior,188593015,32696.0,Drake,Worst Behavior
Bastille - Of The Night,188134123,25433.0,Bastille,Of The Night
Imran Khan - Satisfya,187926384,65414.0,Imran Khan,Satisfya
Ariana Grande - Daydreamin',186235989,105587.0,Ariana Grande,Daydreamin'
Lil Wayne - Rich As Fuck,185910081,82317.0,Lil Wayne,Rich As Fuck
Sleeping At Last - Saturn,185786533,77058.0,Sleeping At Last,Saturn
CHVRCHES - The Mother We Share,185720349,28964.0,CHVRCHES,The Mother We Share
"The Strokes - Call It Fate, Call It Karma",185710870,148266.0,The Strokes,"Call It Fate, Call It Karma"
Traviezoz de la Zierra - Mi Pasado y Mi Presente,185385727,110511.0,Traviezoz de la Zierra,Mi Pasado y Mi Presente
Lorde - Everybody Wants To Rule The World,182015588,74381.0,Lorde,Everybody Wants To Rule The World
Lorde - The Love Club,181853058,184624.0,Lorde,The Love Club
Pritam - Subhanallah,181374226,446548.0,Pritam,Subhanallah
One Direction - One Way or Another (Teenage Kicks),180979105,264421.0,One Direction,One Way or Another (Teenage Kicks)
John Mayer - Who You Love,178478052,30586.0,John Mayer,Who You Love
Julia Sheer - Little Talks,178336039,16956.0,Julia Sheer,Little Talks
London Grammar - Wasting My Young Years,177715662,67203.0,London Grammar,Wasting My Young Years
Ed Sheeran - Afire Love,177141786,18919.0,Ed Sheeran,Afire Love
Five Finger Death Punch - House of the Rising Sun,176619321,58904.0,Five Finger Death Punch,House of the Rising Sun
Ariana Grande - Honeymoon Avenue,176371584,80790.0,Ariana Grande,Honeymoon Avenue
OneRepublic - If I Lose Myself,175999940,38788.0,OneRepublic,If I Lose Myself
Los Bunkers - Bailando Solo,175729130,93794.0,Los Bunkers,Bailando Solo
Ministério Zoe - Aquieta Minh'alma,175509887,140467.0,Ministério Zoe,Aquieta Minh'alma
J. Cole - Forbidden Fruit,175033425,52087.0,J. Cole,Forbidden Fruit
Juan Magán - Si No Te Quisiera,173823476,66683.0,Juan Magán,Si No Te Quisiera
Skillet - Not Gonna Die,173670481,74433.0,Skillet,Not Gonna Die
A$AP Rocky - LVL,173598683,461312.0,A$AP Rocky,LVL
will.i.am - Feelin' Myself,173553130,31636.0,will.i.am,Feelin' Myself
Little Mix - Salute,173388396,43682.0,Little Mix,Salute
The Neighbourhood - Flawless,172996050,108997.0,The Neighbourhood,Flawless
Selena Gomez - Slow Down,172890086,61033.0,Selena Gomez,Slow Down
HAIM - The Wire,172440604,37439.0,HAIM,The Wire
One Direction - Happily,171856135,193394.0,One Direction,Happily
The National - I Need My Girl,171518032,42340.0,The National,I Need My Girl
Lorde - Glory And Gore,170744122,40454.0,Lorde,Glory And Gore
Julión Álvarez y su Norteño Banda - Y Así Fue,170545538,161742.0,Julión Álvarez y su Norteño Banda,Y Así Fue
Iggy Azalea - Work,170366283,65963.0,Iggy Azalea,Work
La Arrolladora Banda El Limón De Rene Camacho - El Ruido De Tus Zapatos,170204501,237809.0,La Arrolladora Banda El Limón De Rene Camacho,El Ruido De Tus Zapatos
Rufus Wainwright - Hallelujah,170150476,56073.0,Rufus Wainwright,Hallelujah
Yandel - Moviendo Caderas,169851646,40131.0,Yandel,Moviendo Caderas
Sage The Gemini - Red Nose,168894654,41689.0,Sage The Gemini,Red Nose
Linked Horizon - 紅蓮の弓矢,168329861,61176.0,Linked Horizon,紅蓮の弓矢
Ace Hood - Bugatti,167530287,33111.0,Ace Hood,Bugatti
Calibre 50 - Javier El De Los Llanos,166815786,66159.0,Calibre 50,Javier El De Los Llanos
Airbag - Por Mil Noches,166782896,134481.0,Airbag,Por Mil Noches
Luke Bryan - Drink A Beer,166540764,66221.0,Luke Bryan,Drink A Beer
Alejandro Fernández - Hoy Tengo Ganas De Ti,165396866,76084.0,Alejandro Fernández,Hoy Tengo Ganas De Ti
Ty Dolla $ign - Paranoid,164459197,25007.0,Ty Dolla $ign,Paranoid
Drake - Furthest Thing,164233915,48499.0,Drake,Furthest Thing
Helene Fischer - Atemlos durch die Nacht,163641965,49469.0,Helene Fischer,Atemlos durch die Nacht
August Alsina - I Luv This Shit,161486732,68598.0,August Alsina,I Luv This Shit
J Balvin - Yo Te Lo Dije,161163193,78299.0,J Balvin,Yo Te Lo Dije
Pharrell Williams - Just A Cloud Away,160906135,63211.0,Pharrell Williams,Just A Cloud Away
Arctic Monkeys - Fireside,160843698,74991.0,Arctic Monkeys,Fireside
Justin Bieber - Nothing Like Us,160449503,19538.0,Justin Bieber,Nothing Like Us
The War On Drugs - Red Eyes,159253220,61271.0,The War On Drugs,Red Eyes
Childish Gambino - III. Urn,159137010,166374.0,Childish Gambino,III. Urn
Dropkick Murphys - Rose Tattoo,158676940,47018.0,Dropkick Murphys,Rose Tattoo
Arctic Monkeys - Stop The World I Wanna Get Off With You,158595982,114066.0,Arctic Monkeys,Stop The World I Wanna Get Off With You
Juicy J - Bandz A Make Her Dance,158455178,42704.0,Juicy J,Bandz A Make Her Dance
GIMS - J'me tire,158207378,92107.0,GIMS,J'me tire
Drake - The Language,157866414,22370.0,Drake,The Language
Eminem - Headlights,157789129,29972.0,Eminem,Headlights
John Legend - You & I (Nobody in the World),156646889,21091.0,John Legend,You & I (Nobody in the World)
Twenty One Pilots - Trees,156606010,42596.0,Twenty One Pilots,Trees
Drake - Come Thru,155639135,64628.0,Drake,Come Thru
Thomas Rhett - Get Me Some Of That,155449014,33146.0,Thomas Rhett,Get Me Some Of That
Eminem - Legacy,154917710,22829.0,Eminem,Legacy
Sara Bareilles - I Choose You,153468838,23422.0,Sara Bareilles,I Choose You
"Childish Gambino - III. Telegraph Ave. (""Oakland"" by Lloyd)",153153668,73983.0,Childish Gambino,"III. Telegraph Ave. (""Oakland"" by Lloyd)"
James Arthur - Certain Things,153149128,66763.0,James Arthur,Certain Things
Maejor - Lolly,152866019,65360.0,Maejor,Lolly
Big Yamo - Entre la Playa Ella y Yo,152610375,106238.0,Big Yamo,Entre la Playa Ella y Yo
Childish Gambino - I. The Worst Guys,151604584,54788.0,Childish Gambino,I. The Worst Guys
will.i.am - This Is Love,151528756,33638.0,will.i.am,This Is Love
One Direction - Diana,151087430,246600.0,One Direction,Diana
Daddy Yankee - La Nueva Y La Ex,150963330,64647.0,Daddy Yankee,La Nueva Y La Ex
Queens of the Stone Age - I Sat by the Ocean,150806889,44960.0,Queens of the Stone Age,I Sat by the Ocean
Twenty One Pilots - The Run and Go,149180722,26759.0,Twenty One Pilots,The Run and Go
"Palak Muchhal - Chahun Main Ya Naa (From ""Aashiqui 2"")",148848082,208993.0,Palak Muchhal,"Chahun Main Ya Naa (From ""Aashiqui 2"")"
Eminem - Beautiful Pain,148787525,42502.0,Eminem,Beautiful Pain
The Neighbourhood - A Little Death,148384427,188355.0,The Neighbourhood,A Little Death
Tori Kelly - Dear No One,148371142,20011.0,Tori Kelly,Dear No One
"Tyler, The Creator - Answer",148038840,257157.0,"Tyler, The Creator",Answer
Klangkarussell - Sonnentanz,147576920,21772.0,Klangkarussell,Sonnentanz
Kanye West - On Sight,147413861,283137.0,Kanye West,On Sight
