Artist and Title,Streams,Daily,Artist,Song
Train - Drive By,773849039,634017,Train,Drive By
Kendrick Lamar - m.A.A.d city,773216039,271482,Kendrick Lamar,m.A.A.d city
"Kendrick Lamar - Bitch, Don’t Kill My Vibe",768940753,337615,Kendrick Lamar,"Bitch, Don’t Kill My Vibe"
Lana Del Rey - Born To Die,761777488,532731,Lana Del Rey,Born To Die
Kesha - Die Young,759801620,510047,Kesha,Die Young
Pitbull - Feel This Moment,755019440,423896,Pitbull,Feel This Moment
Mac DeMarco - My Kind of Woman,747953556,669404,Mac DeMarco,My Kind of Woman
P!nk - Try,737921595,634291,P!nk,Try
Mumford & Sons - I Will Wait,730113036,226577,Mumford & Sons,I Will Wait
fun. - Some Nights,710965092,157369,fun.,Some Nights
Taylor Swift - We Are Never Ever Getting Back Together,695781108,175053,Taylor Swift,We Are Never Ever Getting Back Together
Alicia Keys - Girl on Fire,682933343,272639,Alicia Keys,Girl on Fire
Lana Del Rey - Radio,648448585,389249,Lana Del Rey,Radio
Owl City - Good Time,645490713,317337,Owl City,Good Time
One Direction - Little Things,634901737,644124,One Direction,Little Things
Kid Cudi - Pursuit Of Happiness,634166450,171852,Kid Cudi,Pursuit Of Happiness
Lana Del Rey - Diet Mountain Dew,620071818,708176,Lana Del Rey,Diet Mountain Dew
Zedd - Clarity,619297563,258432,Zedd,Clarity
Katy Perry - Part Of Me,587664840,352860,Katy Perry,Part Of Me
MARINA - Bubblegum Bitch,583431067,301836,MARINA,Bubblegum Bitch
Justin Bieber - Boyfriend,581281157,357086,Justin Bieber,Boyfriend
One Direction - They Don't Know About Us,578922103,616167,One Direction,They Don't Know About Us
Kendrick Lamar - Poetic Justice,564462817,289309,Kendrick Lamar,Poetic Justice
Calvin Harris - Sweet Nothing,557063813,341751,Calvin Harris,Sweet Nothing
Daddy Yankee - Limbo,546393322,262856,Daddy Yankee,Limbo
León Larregui - Brillas,532792065,318676,León Larregui,Brillas
Tame Impala - Feels Like We Only Go Backwards,528313154,212227,Tame Impala,Feels Like We Only Go Backwards
Calvin Harris - I Need Your Love,523588660,171847,Calvin Harris,I Need Your Love
Katy Perry - Wide Awake,522790319,553026,Katy Perry,Wide Awake
Linkin Park - BURN IT DOWN,516398947,366099,Linkin Park,BURN IT DOWN
PSY - Gangnam Style,506744466,224087,PSY,Gangnam Style
Nate Dogg - Regulate,503925696,175057,Nate Dogg,Regulate
Olly Murs - Troublemaker,496891874,368906,Olly Murs,Troublemaker
The Lumineers - Stubborn Love,492132429,247545,The Lumineers,Stubborn Love
Maná - Oye Mi Amor,490511021,596307,Maná,Oye Mi Amor
Kendrick Lamar - Swimming Pools (Drank),486712304,171539,Kendrick Lamar,Swimming Pools (Drank)
Ellie Goulding - How Long Will I Love You,484848162,150733,Ellie Goulding,How Long Will I Love You
Lana Del Rey - National Anthem,482471256,237360,Lana Del Rey,National Anthem
Florida Georgia Line - Cruise,477396643,126622,Florida Georgia Line,Cruise
Lana Del Rey - Blue Jeans,473130593,178013,Lana Del Rey,Blue Jeans
Rihanna - Loveeeeeee Song,470478602,414494,Rihanna,Loveeeeeee Song
Avicii - I Could Be The One (Avicii Vs. Nicky Romero),458251370,164010,Avicii,I Could Be The One (Avicii Vs. Nicky Romero)
Pierce The Veil - King For A Day,457991948,345754,Pierce The Veil,King For A Day
Lana Del Rey - Dark Paradise,453250822,250311,Lana Del Rey,Dark Paradise
Miguel - Adorn,446615937,336546,Miguel,Adorn
Mike WiLL Made-It - Pour It Up,445315788,202550,Mike WiLL Made-It,Pour It Up
One Direction - Kiss You,444065752,640957,One Direction,Kiss You
Ray Charles - Hit the Road Jack,438053124,409111,Ray Charles,Hit the Road Jack
Kendrick Lamar - Backseat Freestyle,433863885,154715,Kendrick Lamar,Backseat Freestyle
Frank Ocean - Super Rich Kids,431215092,315527,Frank Ocean,Super Rich Kids
Justin Bieber - As Long As You Love Me,418568756,177111,Justin Bieber,As Long As You Love Me
"Phillip Phillips - Gone, Gone, Gone",416695178,185992,Phillip Phillips,"Gone, Gone, Gone"
One Direction - Live While We're Young,413690158,668707,One Direction,Live While We're Young
Linkin Park - CASTLE OF GLASS,412136409,344439,Linkin Park,CASTLE OF GLASS
Kanye West - Mercy,410128664,109748,Kanye West,Mercy
Meek Mill - Dreams and Nightmares,408282732,155784,Meek Mill,Dreams and Nightmares
Taylor Swift - 22,406467171,105871,Taylor Swift,22
MARINA - Primadonna,398058339,170605,MARINA,Primadonna
Lana Del Rey - Ride,386470073,181991,Lana Del Rey,Ride
Frank Ocean - Pyramids,386435712,375938,Frank Ocean,Pyramids
Guy Sebastian - Battle Scars,385722235,75827,Guy Sebastian,Battle Scars
The Lumineers - Flowers In Your Hair,380568605,227509,The Lumineers,Flowers In Your Hair
One Direction - One Thing,380030402,740141,One Direction,One Thing
"Emeli Sandé - Read All About It, Pt. III",377445868,100940,Emeli Sandé,"Read All About It, Pt. III"
Marconi Union - Weightless Part 1,376475865,304067,Marconi Union,Weightless Part 1
Tyga - Rack City,372467941,113217,Tyga,Rack City
Chief Keef - Hate Bein' Sober,362484688,233897,Chief Keef,Hate Bein' Sober
Mac DeMarco - Freaking Out the Neighborhood,359436453,262974,Mac DeMarco,Freaking Out the Neighborhood
Of Monsters and Men - Dirty Paws,358199817,107143,Of Monsters and Men,Dirty Paws
Carla Morrison - Disfruto,355115237,228446,Carla Morrison,Disfruto
Maroon 5 - Daylight,351540774,190993,Maroon 5,Daylight
Alfredo Olivas - El Precio De La Soledad,350455054,417894,Alfredo Olivas,El Precio De La Soledad
Thousand Foot Krutch - Courtesy Call,346567099,262420,Thousand Foot Krutch,Courtesy Call
Frank Ocean - Pink Matter,344551363,575269,Frank Ocean,Pink Matter
MARINA - How to Be a Heartbreaker,340576361,108632,MARINA,How to Be a Heartbreaker
Grimes - Genesis,339672401,314527,Grimes,Genesis
Pablo Alborán - Dónde está el amor,334084116,207954,Pablo Alborán,Dónde está el amor
Wisin & Yandel - Algo Me Gusta De Ti,333770290,167553,Wisin & Yandel,Algo Me Gusta De Ti
Up Dharma Down - Tadhana,333466900,434534,Up Dharma Down,Tadhana
Labrinth - Beneath Your Beautiful,332241681,69082,Labrinth,Beneath Your Beautiful
Phillip Phillips - Home,332048114,107785,Phillip Phillips,Home
Asaf Avidan - One Day / Reckoning Song (Wankelmut Remix),331119839,123658,Asaf Avidan,One Day / Reckoning Song (Wankelmut Remix)
Zedd - Stay The Night,330373210,100573,Zedd,Stay The Night
Sleeping At Last - Turning Page,324542950,128934,Sleeping At Last,Turning Page
Mi Banda El Mexicano - Ramito De Violetas,324414505,163719,Mi Banda El Mexicano,Ramito De Violetas
Family of the Year - Hero,320766312,48666,Family of the Year,Hero
Chief Keef - I Don't Like,319839178,194565,Chief Keef,I Don't Like
Tame Impala - Elephant,318293739,164689,Tame Impala,Elephant
Muse - Madness,313606715,94691,Muse,Madness
Skrillex - Make It Bun Dem,312766388,132267,Skrillex,Make It Bun Dem
Grimes - Oblivion,308785401,207959,Grimes,Oblivion
Katy Perry - The One That Got Away,308580276,51990,Katy Perry,The One That Got Away
DJ Nelson - La Pregunta,308285270,208194,DJ Nelson,La Pregunta
Passion Pit - Take a Walk,306041131,48269,Passion Pit,Take a Walk
Xavier Rudd - Follow The Sun,302964774,117237,Xavier Rudd,Follow The Sun
Bridgit Mendler - Ready or Not,302860798,151805,Bridgit Mendler,Ready or Not
Bingo Players - Get Up (Rattle) [feat. Far East Movement],300084888,239680,Bingo Players,Get Up (Rattle) [feat. Far East Movement]
Lee Brice - Hard To Love,285946229,73305,Lee Brice,Hard To Love
Don Omar - Dutty Love,284448233,242062,Don Omar,Dutty Love
Romeo Santos - Llévame Contigo,283145434,240465,Romeo Santos,Llévame Contigo
Flo Rida - I Cry,281522503,111625,Flo Rida,I Cry
Taylor Swift - Everything Has Changed,281446749,51065,Taylor Swift,Everything Has Changed
Melendi - Tu jardín con enanitos,280398209,205522,Melendi,Tu jardín con enanitos
Azealia Banks - 212,279692636,143562,Azealia Banks,212
Canserbero - Maquiavélico,278713516,218393,Canserbero,Maquiavélico
Millonario & W. Corona - Éxtasis,277593805,190111,Millonario & W. Corona,Éxtasis
The Living Tombstone - Discord,277552669,150896,The Living Tombstone,Discord
Vicentico - No Te Apartes de Mí,275618966,98358,Vicentico,No Te Apartes de Mí
Canserbero - Es Épico,274913339,150134,Canserbero,Es Épico
Romeo Santos - Promise,273738331,116314,Romeo Santos,Promise
Cali Y El Dandee - Yo Te Esperaré,272722859,148634,Cali Y El Dandee,Yo Te Esperaré
Ne-Yo - Let Me Love You (Until You Learn To Love Yourself),268335607,110119,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself)
Los Bukis - Tu Cárcel,265474716,198338,Los Bukis,Tu Cárcel
Gajendra Verma - Mann Mera,264368659,301575,Gajendra Verma,Mann Mera
Twenty One Pilots - Migraine,263678480,67251,Twenty One Pilots,Migraine
Taylor Swift - Red,262315883,51329,Taylor Swift,Red
Zara Larsson - Uncover,260605121,10641,Zara Larsson,Uncover
Romeo Santos - La Diabla,259576225,268893,Romeo Santos,La Diabla
ScHoolboy Q - Hands on the Wheel,258592826,96289,ScHoolboy Q,Hands on the Wheel
Imagine Dragons - Bleeding Out,255183959,53252,Imagine Dragons,Bleeding Out
Taylor Swift - All Too Well,253573634,43073,Taylor Swift,All Too Well
Katy Perry - E.T.,253538213,111484,Katy Perry,E.T.
Maroon 5 - Love Somebody,250903623,68001,Maroon 5,Love Somebody
Nicki Minaj - Va Va Voom,250820770,180349,Nicki Minaj,Va Va Voom
Of Monsters and Men - Mountain Sound,249920003,96744,Of Monsters and Men,Mountain Sound
Calvin Harris - Thinking About You,249325956,62718,Calvin Harris,Thinking About You
Frank Ocean - Forrest Gump,244630333,138877,Frank Ocean,Forrest Gump
Bruno Mars - Gorilla,243484974,76315,Bruno Mars,Gorilla
Lana Del Rey - Off To The Races,242441552,94429,Lana Del Rey,Off To The Races
Otto Knows - Million Voices,240503886,80918,Otto Knows,Million Voices
Bruno Mars - Young Girls,239717766,98810,Bruno Mars,Young Girls
Crystal Castles - Kerosene,239290332,229076,Crystal Castles,Kerosene
Taylor Swift - Safe & Sound,238598881,40304,Taylor Swift,Safe & Sound
The xx - Angels,232924434,38564,The xx,Angels
P!nk - True Love,230149319,84527,P!nk,True Love
Calvin Harris - Let's Go,229925817,75789,Calvin Harris,Let's Go
Avicii - Silhouettes,228075063,80621,Avicii,Silhouettes
Kip Moore - Somethin' 'Bout A Truck,227933395,81062,Kip Moore,Somethin' 'Bout A Truck
Carla Morrison - Eres Tú,226708491,117507,Carla Morrison,Eres Tú
P!nk - Blow Me (One Last Kiss),223327716,65183,P!nk,Blow Me (One Last Kiss)
Jennifer Lopez - Dance Again,222832955,78888,Jennifer Lopez,Dance Again
Black Veil Brides - In The End,222461014,95392,Black Veil Brides,In The End
The Neighbourhood - Wires,220788220,75647,The Neighbourhood,Wires
The Paper Kites - Paint,220406505,267846,The Paper Kites,Paint
Natiruts - Quero Ser Feliz Também,219387330,108585,Natiruts,Quero Ser Feliz Também
Pierce The Veil - A Match Into Water,218944235,196630,Pierce The Veil,A Match Into Water
Canserbero - Jeremías 17-5,217091676,124702,Canserbero,Jeremías 17-5
Swedish House Mafia - Greyhound,215689763,36015,Swedish House Mafia,Greyhound
Rudimental - Feel the Love,215607974,72078,Rudimental,Feel the Love
USHER - Scream,215199924,87278,USHER,Scream
Romeo Santos - Mi Santa,214829745,153992,Romeo Santos,Mi Santa
The Wanted - Chasing The Sun,213621681,84792,The Wanted,Chasing The Sun
Canserbero - Stupid Love Story,212895790,197216,Canserbero,Stupid Love Story
Kendrick Lamar - The Recipe,210461803,134607,Kendrick Lamar,The Recipe
Little Mix - Wings,210253689,52429,Little Mix,Wings
Bahamas - Lost In The Light,208885361,73679,Bahamas,Lost In The Light
Travis Porter - Ayy Ladies,208650963,67807,Travis Porter,Ayy Ladies
Florida Georgia Line - Round Here,207214863,43014,Florida Georgia Line,Round Here
Pritam - Raabta,206339567,211402,Pritam,Raabta
Pitbull - Don't Stop the Party,206107080,102055,Pitbull,Don't Stop the Party
Rihanna - What Now,204805809,23886,Rihanna,What Now
Calvin Harris - We'll Be Coming Back,201351356,38971,Calvin Harris,We'll Be Coming Back
Emeli Sandé - Next To Me,200425436,46847,Emeli Sandé,Next To Me
Nicki Minaj - High School,199889839,82775,Nicki Minaj,High School
B.o.B - So Good,198803827,38894,B.o.B,So Good
LiSA - crossing field,198140393,92350,LiSA,crossing field
Halestorm - I Miss the Misery,197219836,108615,Halestorm,I Miss the Misery
Los Cadetes De Linares - Los Dos Amigos,197137202,149535,Los Cadetes De Linares,Los Dos Amigos
Train - 50 Ways to Say Goodbye,194437180,92132,Train,50 Ways to Say Goodbye
Robbie Williams - Candy,193966016,58959,Robbie Williams,Candy
Lana Del Rey - Carmen,193740984,91769,Lana Del Rey,Carmen
Twenty One Pilots - Guns for Hands,191459085,50399,Twenty One Pilots,Guns for Hands
Chris Brown - Don't Wake Me Up,191320995,40406,Chris Brown,Don't Wake Me Up
Alabama Shakes - Hold On,191005638,53067,Alabama Shakes,Hold On
The 1975 - Sex,190801506,50272,The 1975,Sex
Bridgit Mendler - Hurricane,190361235,129590,Bridgit Mendler,Hurricane
Chet Faker - No Diggity,190208675,41737,Chet Faker,No Diggity
Los Cadetes De Linares - No Hay Novedad,190095152,128558,Los Cadetes De Linares,No Hay Novedad
"Wiz Khalifa - Work Hard, Play Hard",190060329,36750,Wiz Khalifa,"Work Hard, Play Hard"
"Kendrick Lamar - Sing About Me, I'm Dying Of Thirst",189891713,128008,Kendrick Lamar,"Sing About Me, I'm Dying Of Thirst"
Carla Morrison - Déjenme Llorar,189702477,109099,Carla Morrison,Déjenme Llorar
Santigold - Disparate Youth,189470398,60679,Santigold,Disparate Youth
No Te Va Gustar - A las Nueve,189290857,165585,No Te Va Gustar,A las Nueve
alt-J - Tessellate,187365567,52974,alt-J,Tessellate
alt-J - Fitzpleasure,187272373,89400,alt-J,Fitzpleasure
Chris Brown - Turn Up the Music,184561535,50376,Chris Brown,Turn Up the Music
Linkin Park - LOST IN THE ECHO,182176356,123998,Linkin Park,LOST IN THE ECHO
Crystal Castles - Transgender,181923279,95417,Crystal Castles,Transgender
Thousand Foot Krutch - War of Change,181498864,152857,Thousand Foot Krutch,War of Change
Florida Georgia Line - Get Your Shine On,181451700,28458,Florida Georgia Line,Get Your Shine On
Stone Sour - Absolute Zero,180211013,70411,Stone Sour,Absolute Zero
Jesse & Joy - Llorar,180010340,160554,Jesse & Joy,Llorar
Lana Del Rey - Million Dollar Man,179959498,109636,Lana Del Rey,Million Dollar Man
Maná - Vivir Sin Aire,179413936,90463,Maná,Vivir Sin Aire
Lana Del Rey - Cola,178553012,105709,Lana Del Rey,Cola
"Bob Marley & The Wailers - Get Up, Stand Up",178259181,79691,Bob Marley & The Wailers,"Get Up, Stand Up"
Timati - Welcome to St. Tropez [DJ Antoine vs. Mad Mark Remix],177562359,57399,Timati,Welcome to St. Tropez [DJ Antoine vs. Mad Mark Remix]
Jason Mraz - 93 Million Miles,174518254,60831,Jason Mraz,93 Million Miles
Frank Ocean - Sweet Life,174461926,135376,Frank Ocean,Sweet Life
Frank Ocean - Bad Religion,173238424,266937,Frank Ocean,Bad Religion
Daddy Yankee - Lovumba,171057178,84198,Daddy Yankee,Lovumba
Khaled - C'est La Vie,170846753,99721,Khaled,C'est La Vie
fun. - Carry On,170369894,34876,fun.,Carry On
Los Cadetes De Linares - El Palomito,170228341,198758,Los Cadetes De Linares,El Palomito
One Direction - Over Again,169932856,241141,One Direction,Over Again
Famy - Ava,169547160,100119,Famy,Ava
Clams Casino - I'm God,169356876,281984,Clams Casino,I'm God
Pierce The Veil - Bulls In The Bronx,168609330,140868,Pierce The Veil,Bulls In The Bronx
Maná - Corazón Espinado,168039982,84567,Maná,Corazón Espinado
One Direction - More Than This,167275588,322598,One Direction,More Than This
Daddy Yankee - Pasarela,167145335,110059,Daddy Yankee,Pasarela
Loreen - Euphoria,165925828,17150,Loreen,Euphoria
alt-J - Taro,165414811,37420,alt-J,Taro
MARINA - Teen Idle,165323185,61025,MARINA,Teen Idle
Beach House - Myth,165320668,97240,Beach House,Myth
alt-J - Something Good,165253750,57424,alt-J,Something Good
Twenty One Pilots - Ode to Sleep,164897155,36053,Twenty One Pilots,Ode to Sleep
Maejor - Lights Down Low,163960681,152268,Maejor,Lights Down Low
Of Monsters and Men - King And Lionheart,163919098,38845,Of Monsters and Men,King And Lionheart
WALK THE MOON - Anna Sun,162334168,25854,WALK THE MOON,Anna Sun
Joan Sebastian - Diséñame,161746328,98821,Joan Sebastian,Diséñame
Michael Kiwanuka - Home Again,161714989,74180,Michael Kiwanuka,Home Again
Thomas Rhett - Make Me Wanna,160501020,84909,Thomas Rhett,Make Me Wanna
Bruno Mars - If I Knew,160194912,124461,Bruno Mars,If I Knew
Lana Del Rey - This Is What Makes Us Girls,159839535,57975,Lana Del Rey,This Is What Makes Us Girls
Elvis Costello - She,159248733,54217,Elvis Costello,She
Two Door Cinema Club - Sun,158294969,56688,Two Door Cinema Club,Sun
Mi Banda El Mexicano - Feliz Feliz,158113940,107413,Mi Banda El Mexicano,Feliz Feliz
Michael Schulte - You Said You'd Grow Old With Me,156924541,26112,Michael Schulte,You Said You'd Grow Old With Me
Maná - Te Lloré Un Río,156091302,87899,Maná,Te Lloré Un Río
Frank Ocean - Crack Rock,155960750,163472,Frank Ocean,Crack Rock
Ellie Goulding - Anything Could Happen,155616354,27881,Ellie Goulding,Anything Could Happen
Juan Luis Guerra 4.40 - Las Avispas,155499654,145885,Juan Luis Guerra 4.40,Las Avispas
CRO - Einmal um die Welt,154997230,101700,CRO,Einmal um die Welt
Rihanna - Nobody's Business,154827956,123328,Rihanna,Nobody's Business
Parov Stelar - All Night,154595606,56707,Parov Stelar,All Night
The Lumineers - Slow It Down,154205352,17577,The Lumineers,Slow It Down
Miguel - How Many Drinks?,152762032,67881,Miguel,How Many Drinks?
Los Bukis - Yo Te Necesito,152471461,141549,Los Bukis,Yo Te Necesito
Rick Ross - Stay Schemin,152408205,90317,Rick Ross,Stay Schemin
Jason Aldean - Night Train,152352815,46233,Jason Aldean,Night Train
Mumford & Sons - Babel,152005067,35678,Mumford & Sons,Babel
One Direction - Last First Kiss,151905556,243933,One Direction,Last First Kiss
One Direction - Rock Me,151616838,184568,One Direction,Rock Me
Lana Del Rey - Gods & Monsters,150685367,62937,Lana Del Rey,Gods & Monsters
French Montana - Pop That,150115893,22666,French Montana,Pop That
Carrie Underwood - Blown Away,149854708,41779,Carrie Underwood,Blown Away
The Script - If You Could See Me Now,149806334,35777,The Script,If You Could See Me Now
Calvin Harris - Drinking from the Bottle,149448180,25569,Calvin Harris,Drinking from the Bottle
Secondhand Serenade - Fall for You (Acoustic),148581915,33521,Secondhand Serenade,Fall for You (Acoustic)
Turma do Pagode - Lancinho,147453824,163469,Turma do Pagode,Lancinho
Carla Morrison - Hasta la Piel,147451177,116147,Carla Morrison,Hasta la Piel
Ellie Goulding - My Blood,146838120,99806,Ellie Goulding,My Blood
USHER - Climax,146574019,32385,USHER,Climax
Milow - Ayo Technology,144635026,35303,Milow,Ayo Technology
Tyga - Faded,144458783,20365,Tyga,Faded
Imagine Dragons - Tiptoe,143794380,17843,Imagine Dragons,Tiptoe
"Kendrick Lamar - Bitch, Don’t Kill My Vibe",142319073,38905,Kendrick Lamar,"Bitch, Don’t Kill My Vibe"
Zedd - Spectrum,142025112,32885,Zedd,Spectrum
María José - Prefiero Ser Su Amante,141860718,125345,María José,Prefiero Ser Su Amante
No Te Va Gustar - Ese Maldito Momento,140759860,133300,No Te Va Gustar,Ese Maldito Momento
In This Moment - Whore,139549603,54541,In This Moment,Whore
Emeli Sandé - Clown,139508198,24124,Emeli Sandé,Clown
Romeo Santos - Debate De 4,139207259,82296,Romeo Santos,Debate De 4
Don Omar - Zumba,138948842,72593,Don Omar,Zumba
James Vincent McMorrow - Wicked Game,138450745,37364,James Vincent McMorrow,Wicked Game
Justin Bieber - All Around The World,138447733,36370,Justin Bieber,All Around The World
Maroon 5 - Lucky Strike,138363215,36245,Maroon 5,Lucky Strike
Hoodie Allen - No Interruption,138316033,19807,Hoodie Allen,No Interruption
El Cuarteto De Nos - Enamorado tuyo,137950020,182412,El Cuarteto De Nos,Enamorado tuyo
Lana Del Rey - Lolita,137553945,58057,Lana Del Rey,Lolita
Little Big Town - Pontoon,136916442,39596,Little Big Town,Pontoon
Boyce Avenue - Fast Car,135024959,22779,Boyce Avenue,Fast Car
Easton Corbin - All Over The Road,134687853,43352,Easton Corbin,All Over The Road
Alan Silvestri - The Avengers,133582248,38665,Alan Silvestri,The Avengers
Mac Miller - Loud,132996373,36048,Mac Miller,Loud
Mumford & Sons - Hopeless Wanderer,132962324,35301,Mumford & Sons,Hopeless Wanderer
Faithless - Insomnia,132925617,101216,Faithless,Insomnia
León Larregui - Souvenir,132918836,95787,León Larregui,Souvenir
The Weeknd - Twenty Eight,132407782,56140,The Weeknd,Twenty Eight
BIGBANG - FANTASTIC BABY,131761689,53309,BIGBANG,FANTASTIC BABY
Knife Party - Bonfire,131682375,25503,Knife Party,Bonfire
Daddy Yankee - Ven Conmigo,131446733,70890,Daddy Yankee,Ven Conmigo
Florida Georgia Line - Stay,131324141,21924,Florida Georgia Line,Stay
alt-J - Matilda,131247483,43942,alt-J,Matilda
Taylor Swift - Begin Again,131197743,26474,Taylor Swift,Begin Again
Los Auténticos Decadentes - No Me Importa el Dinero,130969797,52636,Los Auténticos Decadentes,No Me Importa el Dinero
One Direction - Up All Night,130841519,244408,One Direction,Up All Night
Ciro y los Persas - Me Gusta,130347253,97697,Ciro y los Persas,Me Gusta
Daddy Yankee - Llegamos A La Disco,130186760,87323,Daddy Yankee,Llegamos A La Disco
Marteria - Lila Wolken,129778786,40849,Marteria,Lila Wolken
The Weeknd - The Zone,129713723,45249,The Weeknd,The Zone
Frank Ocean - Sierra Leone,129678704,117284,Frank Ocean,Sierra Leone
Wiz Khalifa - Medicated,129404588,22350,Wiz Khalifa,Medicated
Bastille - Flaws,129399338,17251,Bastille,Flaws
Karmin - Brokenhearted,129347192,30032,Karmin,Brokenhearted
Rihanna - Right Now,129032500,34240,Rihanna,Right Now
Loreen - Euphoria,128634598,98025,Loreen,Euphoria
Pierce The Veil - Hell Above,127840491,121384,Pierce The Veil,Hell Above
Dierks Bentley - 5-1-5-0,127730047,52238,Dierks Bentley,5-1-5-0
Shinedown - Enemies,127532808,81381,Shinedown,Enemies
MIKA - Popular Song,127477873,39917,MIKA,Popular Song
Los Inquietos Del Norte - Mi Amigo el de Arriba,127055585,61900,Los Inquietos Del Norte,Mi Amigo el de Arriba
Kendrick Lamar - The Art of Peer Pressure,126669799,52570,Kendrick Lamar,The Art of Peer Pressure
The Shins - Simple Song,126652806,26070,The Shins,Simple Song
One Direction - Gotta Be You,126082134,295738,One Direction,Gotta Be You
Lana Del Rey - Without You,125274885,52736,Lana Del Rey,Without You
Warren G - Party We Will Throw Now!,125149171,43885,Warren G,Party We Will Throw Now!
C-Kan - Esta Vida Me Encanta,125147769,67710,C-Kan,Esta Vida Me Encanta
Romeo Santos - Que Se Mueran,124810372,107606,Romeo Santos,Que Se Mueran
Noah - Separuh Aku,123997781,240453,Noah,Separuh Aku
Natiruts - Andei Só,123657853,66300,Natiruts,Andei Só
2 Chainz - No Lie,123483618,31829,2 Chainz,No Lie
CRO - Easy,123406751,55337,CRO,Easy
Linkin Park - ROADS UNTRAVELED,123322204,77489,Linkin Park,ROADS UNTRAVELED
Die Antwoord - Baby's On Fire,123067037,51104,Die Antwoord,Baby's On Fire
Kid Ink - Hell & Back,122737770,27303,Kid Ink,Hell & Back
Willie Colón - El Día De Mi Suerte,122316265,112420,Willie Colón,El Día De Mi Suerte
Far East Movement - Live My Life,121462338,27175,Far East Movement,Live My Life
Sammy & Falsetto - Yo Sé Que Tú Quieres,121375231,73696,Sammy & Falsetto,Yo Sé Que Tú Quieres
Justin Bieber - Maria,121190896,98645,Justin Bieber,Maria
Hardwell - Call Me A Spaceman,120927638,33694,Hardwell,Call Me A Spaceman
Ray Charles - Georgia on My Mind,120913950,54395,Ray Charles,Georgia on My Mind
One Direction - I Would,120336305,159117,One Direction,I Would
El Cuarteto De Nos - Lo malo de ser bueno,120250455,72986,El Cuarteto De Nos,Lo malo de ser bueno
Mumford & Sons - Lover of the Light,119994175,15866,Mumford & Sons,Lover of the Light
