Artist and Title,Streams,Daily,Artist,Song
Becky G - Sin Pijama,804353738,131246,Becky G,Sin Pijama
Shawn Mendes - Lost In Japan,803707481,159658,Shawn Mendes,Lost In Japan
Migos - Walk It Talk It,798653974,155880,Migos,Walk It Talk It
6ix9ine - FEFE,795420368,116331,6ix9ine,FEFE
Piso 21 - Te Vi,791223150,531867,Piso 21,Te Vi
Mau y Ricky - Desconocidos,781712522,173544,Mau y Ricky,Desconocidos
Lukas Graham - Love Someone,778398450,167075,Lukas Graham,Love Someone
Travis Scott - STARGAZING,773161569,266923,Travis Scott,STARGAZING
Khalid - Saturday Nights,763821007,121686,Khalid,Saturday Nights
Bazzi - Beautiful,763192783,144296,Bazzi,Beautiful
Lil Mosey - Noticed,744041783,158156,Lil Mosey,Noticed
Sam Smith - Fire On Fire,741240378,369997,Sam Smith,Fire On Fire
Maroon 5 - Cold,733929990,227246,Maroon 5,Cold
Joji - YEAH RIGHT,732145476,182502,Joji,YEAH RIGHT
Eminem - Lucky You,731141782,170833,Eminem,Lucky You
BLACKPINK - DDU-DU DDU-DU,728705290,213137,BLACKPINK,DDU-DU DDU-DU
John Mayer - New Light,726657059,193884,John Mayer,New Light
Playboi Carti - Shoota,721489183,278017,Playboi Carti,Shoota
Mac Miller - Self Care,719420718,213856,Mac Miller,Self Care
Kanye West - I Love It (& Lil Pump),718248535,115005,Kanye West,I Love It (& Lil Pump)
Troye Sivan - Strawberries & Cigarettes,718164416,347309,Troye Sivan,Strawberries & Cigarettes
21 Savage - ball w/o you,713262627,636860,21 Savage,ball w/o you
Charlie Puth - How Long,712643539,422899,Charlie Puth,How Long
A$AP Rocky - Sundress,712472390,823065,A$AP Rocky,Sundress
Lil Baby - Pure Cocaine,710169725,432731,Lil Baby,Pure Cocaine
Migos - Stir Fry,706862963,219433,Migos,Stir Fry
Juice WRLD - Legends,704753731,196417,Juice WRLD,Legends
The Neighbourhood - You Get Me So High,703913802,869017,The Neighbourhood,You Get Me So High
grandson - Blood // Water,690090507,219089,grandson,Blood // Water
Lil Dicky - Freaky Friday,688505037,136709,Lil Dicky,Freaky Friday
Bebe Rexha - I'm a Mess,688122884,128529,Bebe Rexha,I'm a Mess
MGMT - Little Dark Age,687658178,369080,MGMT,Little Dark Age
"Sofía Reyes - 1, 2, 3",684434790,156817,Sofía Reyes,"1, 2, 3"
Travis Scott - CAN'T SAY,680432994,639317,Travis Scott,CAN'T SAY
Bad Bunny - Amorfoda,677533400,227949,Bad Bunny,Amorfoda
Morgan Wallen - Chasin' You,675383819,466867,Morgan Wallen,Chasin' You
Luke Combs - She Got the Best of Me,675091620,653402,Luke Combs,She Got the Best of Me
Daddy Yankee - Dura,674855229,108184,Daddy Yankee,Dura
Travis Scott - YOSEMITE,673024551,212018,Travis Scott,YOSEMITE
Summer Walker - Girls Need Love,671178080,374000,Summer Walker,Girls Need Love
Morat - Cuando Nadie Ve,669742382,391038,Morat,Cuando Nadie Ve
Flipp Dinero - Leave Me Alone,667570105,135093,Flipp Dinero,Leave Me Alone
Metro Boomin - 10 Freaky Girls,665312181,256955,Metro Boomin,10 Freaky Girls
Rich The Kid - Plug Walk,664793374,97952,Rich The Kid,Plug Walk
Dua Lipa - Kiss and Make Up,661886406,163834,Dua Lipa,Kiss and Make Up
JENNIE - SOLO,658591722,343045,JENNIE,SOLO
Juice WRLD - Wasted,658244860,283067,Juice WRLD,Wasted
Kanye West - Violent Crimes,655957814,715902,Kanye West,Violent Crimes
Paulo Londra - Nena Maldición,655757052,306604,Paulo Londra,Nena Maldición
Kina - Can We Kiss Forever?,655224893,156876,Kina,Can We Kiss Forever?
David Guetta - Flames,650259115,80487,David Guetta,Flames
Kali Uchis - After The Storm,649159267,549675,Kali Uchis,After The Storm
Ariana Grande - breathin,648194205,119339,Ariana Grande,breathin
Cosculluela - Madura,639895814,508672,Cosculluela,Madura
The Chainsmokers - This Feeling,638772598,152437,The Chainsmokers,This Feeling
Piso 21 - Pa' Olvidarme De Ella,635913216,351566,Piso 21,Pa' Olvidarme De Ella
Khalid - OTW,635850909,88569,Khalid,OTW
David Guetta - Say My Name,635123249,257232,David Guetta,Say My Name
Ellie Goulding - Close To Me,632576668,69665,Ellie Goulding,Close To Me
The Neighbourhood - Reflections,630868908,1052567,The Neighbourhood,Reflections
Silk City - Electricity,629551333,85686,Silk City,Electricity
Ed Maverick - Fuentes de Ortiz,627146517,303557,Ed Maverick,Fuentes de Ortiz
Dan + Shay - Tequila,625779162,114397,Dan + Shay,Tequila
Alan Walker - Darkside,622859689,201318,Alan Walker,Darkside
Zion & Lennox - La player (Bandolera),621516966,133400,Zion & Lennox,La player (Bandolera)
Jay Rock - King's Dead,617537151,153295,Jay Rock,King's Dead
Becky G - Cuando Te Besé,615059586,198320,Becky G,Cuando Te Besé
Post Malone - Stay,612741727,142844,Post Malone,Stay
Maluma - Corazón,612462831,94067,Maluma,Corazón
DJ Khaled - No Brainer,610393542,61022,DJ Khaled,No Brainer
BTS - Euphoria,606462045,174218,BTS,Euphoria
Childish Gambino - This Is America,605467399,88019,Childish Gambino,This Is America
6ix9ine - BEBE,604909609,156004,6ix9ine,BEBE
XXXTENTACION - Arms Around You,602861372,133597,XXXTENTACION,Arms Around You
Migos - MotorSport,601514019,82575,Migos,MotorSport
J Balvin - No Es Justo,601405709,192102,J Balvin,No Es Justo
Kygo - Born To Be Yours,597774126,130948,Kygo,Born To Be Yours
Cardi B - Money,597658093,110742,Cardi B,Money
Beach Bunny - Prom Queen,595239810,479101,Beach Bunny,Prom Queen
Ski Mask The Slump God - Faucet Failure,589055964,154754,Ski Mask The Slump God,Faucet Failure
Trippie Redd - Taking A Walk,588979359,144558,Trippie Redd,Taking A Walk
Ozuna - Solita,587477209,189930,Ozuna,Solita
Zara Larsson - Ruin My Life,580127542,84032,Zara Larsson,Ruin My Life
King Princess - 1950,579846833,64893,King Princess,1950
Super Yei - La Forma en Que Me Miras,578866804,281644,Super Yei,La Forma en Que Me Miras
Sebastian Yatra - No Hay Nadie Más,576751015,257646,Sebastian Yatra,No Hay Nadie Más
Julia Michaels - Heaven,575373446,195716,Julia Michaels,Heaven
XXXTENTACION - BAD!,571607579,341796,XXXTENTACION,BAD!
Morat - No Se Va,571393989,425523,Morat,No Se Va
Brent Faiyaz - Trust,570823630,315964,Brent Faiyaz,Trust
Lauren Daigle - You Say,568370155,197802,Lauren Daigle,You Say
Dominic Fike - Babydoll,567635090,1063535,Dominic Fike,Babydoll
Kanye West - Ghost Town,558062224,472235,Kanye West,Ghost Town
Travis Scott - 5% TINT,553459610,308137,Travis Scott,5% TINT
Bad Bunny - Otra Noche en Miami,550791408,245992,Bad Bunny,Otra Noche en Miami
Aminé - REEL IT IN,550099162,132766,Aminé,REEL IT IN
Alec Benjamin - Water Fountain,549945603,185699,Alec Benjamin,Water Fountain
FISHER - Losing It,548779899,180566,FISHER,Losing It
Two Feet - I Feel Like I'm Drowning,548370873,353201,Two Feet,I Feel Like I'm Drowning
Logic - Everyday,547730149,52185,Logic,Everyday
Twenty One Pilots - Chlorine,543114899,190874,Twenty One Pilots,Chlorine
Armin van Buuren - Blah Blah Blah,538806144,155707,Armin van Buuren,Blah Blah Blah
Rita Ora - Let You Love Me,538652022,119484,Rita Ora,Let You Love Me
Martin Garrix - Ocean,538568498,77562,Martin Garrix,Ocean
Christian Nodal - No Te Contaron Mal,536338479,272565,Christian Nodal,No Te Contaron Mal
Juice WRLD - Black & White,535269266,155689,Juice WRLD,Black & White
Duki - She Don't Give a Fo,534806248,241282,Duki,She Don't Give a Fo
Trippie Redd - 1400 / 999 Freestyle,533765260,124036,Trippie Redd,1400 / 999 Freestyle
Billie Eilish - bitches broken hearts,530796839,271992,Billie Eilish,bitches broken hearts
XXXTENTACION - NUMB,529169482,169890,XXXTENTACION,NUMB
Kanye West - All Mine,525649154,207677,Kanye West,All Mine
Dan + Shay - Speechless,525260404,95960,Dan + Shay,Speechless
Ella Mai - Trip,524751737,185158,Ella Mai,Trip
Little Mix - Woman Like Me,522434168,77389,Little Mix,Woman Like Me
Alex Rose - Toda,520868484,284913,Alex Rose,Toda
Zedd - Happy Now,520851264,66622,Zedd,Happy Now
Justin Timberlake - Say Something,519581929,110517,Justin Timberlake,Say Something
girl in red - i wanna be your girlfriend,515441496,268518,girl in red,i wanna be your girlfriend
Jubël - Dancing In The Moonlight,515113557,185765,Jubël,Dancing In The Moonlight
Masego - Tadow,514509094,304781,Masego,Tadow
Los Ángeles Azules - Nunca Es Suficiente,512740518,221580,Los Ángeles Azules,Nunca Es Suficiente
Vegedream - Ramenez la coupe à la maison,512462847,153673,Vegedream,Ramenez la coupe à la maison
Kygo - Happy Now,511331695,61055,Kygo,Happy Now
KAROL G - Créeme,509748780,274782,KAROL G,Créeme
Social House - Magic In The Hamptons,509473843,134570,Social House,Magic In The Hamptons
Drake - Don’t Matter To Me,509182814,101554,Drake,Don’t Matter To Me
Piso 21 - Te Amo,507708616,381870,Piso 21,Te Amo
6ix9ine - MALA,505627093,352055,6ix9ine,MALA
TV Girl - Blue Hair,504603661,798212,TV Girl,Blue Hair
Juice WRLD - Hide,503435055,173017,Juice WRLD,Hide
Kali Uchis - Dead To Me,503224675,253811,Kali Uchis,Dead To Me
flora cash - You're Somebody Else,499592583,218815,flora cash,You're Somebody Else
Calboy - Envy Me,499475826,51013,Calboy,Envy Me
80purppp - Hex,499374669,490483,80purppp,Hex
Future - Fine China,496398996,96428,Future,Fine China
Jeremy Zucker - all the kids are depressed,494743577,83613,Jeremy Zucker,all the kids are depressed
Famous Dex - JAPAN,494427537,49540,Famous Dex,JAPAN
Bad Bunny - Solo de Mi,493994145,104620,Bad Bunny,Solo de Mi
Doja Cat - Candy,490878453,966466,Doja Cat,Candy
Hailee Steinfeld - Capital Letters,488998340,117180,Hailee Steinfeld,Capital Letters
benny blanco - Roses,487194679,94722,benny blanco,Roses
Jess Glynne - I'll Be There,485787674,128539,Jess Glynne,I'll Be There
Jason Aldean - You Make It Easy,483807613,166826,Jason Aldean,You Make It Easy
Vacations - Telephones,482216545,628308,Vacations,Telephones
Ski Mask The Slump God - Nuketown,480217322,165557,Ski Mask The Slump God,Nuketown
Why Don't We - 8 Letters,480045499,252079,Why Don't We,8 Letters
Metro Boomin - Overdue,477199612,444156,Metro Boomin,Overdue
BTS - IDOL,476935333,144327,BTS,IDOL
David Guetta - Like I Do,476170605,57687,David Guetta,Like I Do
Aya Nakamura - Djadja,475134574,155099,Aya Nakamura,Djadja
Bad Bunny - NI BIEN NI MAL,471587263,78573,Bad Bunny,NI BIEN NI MAL
CNCO - Hey DJ,469510266,60860,CNCO,Hey DJ
TWICE - What is Love?,469061087,242857,TWICE,What is Love?
Alec Benjamin - If We Have Each Other,467881700,289119,Alec Benjamin,If We Have Each Other
The Chainsmokers - Sick Boy,467196487,52875,The Chainsmokers,Sick Boy
Liam Payne - For You (Fifty Shades Freed) (& Rita Ora),466472171,854663,Liam Payne,For You (Fifty Shades Freed) (& Rita Ora)
Ellie Goulding - Love Me Like You Do,463341718,427262,Ellie Goulding,Love Me Like You Do
Rainbow Kitten Surprise - It's Called: Freefall,458752349,459132,Rainbow Kitten Surprise,It's Called: Freefall
FINNEAS - Let's Fall in Love for the Night,454052510,145019,FINNEAS,Let's Fall in Love for the Night
Major Lazer - Que Calor,453984817,153977,Major Lazer,Que Calor
Anuel AA - Quiere Beber,451256887,146332,Anuel AA,Quiere Beber
Bad Bunny - Estamos Bien,449823012,88829,Bad Bunny,Estamos Bien
Lil Baby - Close Friends (Lil Baby & Gunna),447419780,161554,Lil Baby,Close Friends (Lil Baby & Gunna)
Migos - Narcos,444577178,77760,Migos,Narcos
Sebastian Yatra - Ya No Tiene Novio,444517825,114664,Sebastian Yatra,Ya No Tiene Novio
Martin Garrix - High On Life,444367214,99910,Martin Garrix,High On Life
Mitski - Nobody,443997291,250224,Mitski,Nobody
Lil Baby - Life Goes On,441776971,198189,Lil Baby,Life Goes On
French Montana - No Stylist,440474332,36797,French Montana,No Stylist
6LACK - Pretty Little Fears,440321626,136031,6LACK,Pretty Little Fears
Maroon 5 - Wait,439450340,66606,Maroon 5,Wait
Daddy Yankee - Adictiva,439407613,85794,Daddy Yankee,Adictiva
Eminem - Killshot,434877732,157889,Eminem,Killshot
Post Malone - Ball For Me,433672587,57046,Post Malone,Ball For Me
Bad Bunny - La Romana,433473822,196417,Bad Bunny,La Romana
Drake - I'm Upset,433017432,47952,Drake,I'm Upset
LANY - Malibu Nights,432846013,302100,LANY,Malibu Nights
Tom Rosenthal - Lights Are On,431093854,459656,Tom Rosenthal,Lights Are On
Marshmello - Spotlight,428494819,142566,Marshmello,Spotlight
Piso 21 - Puntos Suspensivos,425679363,388174,Piso 21,Puntos Suspensivos
Dayvi - Baila Conmigo,425535782,66482,Dayvi,Baila Conmigo
KAROL G - Culpables,424796799,145424,KAROL G,Culpables
Ariana Grande - imagine,424611951,75898,Ariana Grande,imagine
"Cheriimoya - Living Life, In The Night",422475249,144048,Cheriimoya,"Living Life, In The Night"
Ski Mask The Slump God - Take A Step Back,421775700,106235,Ski Mask The Slump God,Take A Step Back
MC L da Vinte - Parado no Bailão,420937539,222556,MC L da Vinte,Parado no Bailão
Maroon 5 - Girls Like You,419809680,160534,Maroon 5,Girls Like You
J. Cole - Kevin’s Heart,418503480,165937,J. Cole,Kevin’s Heart
Wisin & Yandel - Aullando,417787737,81607,Wisin & Yandel,Aullando
Alessia Cara - Out Of Love,417556787,78987,Alessia Cara,Out Of Love
Ariana Grande - bloodline,415889488,292762,Ariana Grande,bloodline
Travis Scott - ASTROTHUNDER,414844850,316156,Travis Scott,ASTROTHUNDER
Roddy Ricch - Down Below,413497878,114074,Roddy Ricch,Down Below
Witt Lowry - Into Your Arms,412311165,143467,Witt Lowry,Into Your Arms
Shakira - Clandestino,411701819,101609,Shakira,Clandestino
Aya Nakamura - Copines,410671643,234807,Aya Nakamura,Copines
Jonas Blue - Polaroid,410655054,269405,Jonas Blue,Polaroid
Post Malone - Paranoid,410168814,38291,Post Malone,Paranoid
Luis Fonsi - Imposible,409684734,67348,Luis Fonsi,Imposible
Rae Sremmurd - Powerglide,408367640,38037,Rae Sremmurd,Powerglide
Becky G - Bubalu,407107392,113089,Becky G,Bubalu
AJR - Burn The House Down,405658108,149087,AJR,Burn The House Down
KEVIN ROLDAN - PPP,404936306,154784,KEVIN ROLDAN,PPP
Ariana Grande - needy,402225946,130112,Ariana Grande,needy
XXXTENTACION - whoa (mind in awe),400557513,131848,XXXTENTACION,whoa (mind in awe)
Ozuna - El Farsante,399389085,82217,Ozuna,El Farsante
Men I Trust - Show Me How,399317531,622823,Men I Trust,Show Me How
Anuel AA - Hipócrita,399132367,184656,Anuel AA,Hipócrita
Sean Paul - Mad Love,399116890,55157,Sean Paul,Mad Love
Post Malone - Rich & Sad,399093166,47605,Post Malone,Rich & Sad
Travis Scott - NO BYSTANDERS,398659583,209038,Travis Scott,NO BYSTANDERS
Nicki Minaj - Chun-Li,396818844,88105,Nicki Minaj,Chun-Li
Mac Miller - Small Worlds,393661554,240485,Mac Miller,Small Worlds
NOTD - So Close,393234314,54395,NOTD,So Close
KYLE - Playinwitme,392114296,21854,KYLE,Playinwitme
Shawn Mendes - Fallin' All In You,391092829,117579,Shawn Mendes,Fallin' All In You
KHEA - Loca,389432320,94894,KHEA,Loca
NAV - Champion,388055732,54858,NAV,Champion
Drake - Mob Ties,387584494,62695,Drake,Mob Ties
Sebastian Yatra - Por Perro,384071548,118194,Sebastian Yatra,Por Perro
Paulo Londra - Chica Paranormal,382124273,175524,Paulo Londra,Chica Paranormal
CNCO - Reggaetón Lento (Remix),380865818,64512,CNCO,Reggaetón Lento (Remix)
5 Seconds of Summer - Ghost Of You,380042164,139748,5 Seconds of Summer,Ghost Of You
Brytiago - Asesina,379447335,177152,Brytiago,Asesina
Morgan Wallen - Up Down,377946947,146955,Morgan Wallen,Up Down
"Lil Baby - Never Recover (Lil Baby & Gunna, Drake)",377417246,123931,Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)"
Playboi Carti - Fell In Luv,376973017,262063,Playboi Carti,Fell In Luv
Noah Kahan - Hurt Somebody,376676721,156407,Noah Kahan,Hurt Somebody
YG - BIG BANK,375537250,36076,YG,BIG BANK
Lady Gaga - I'll Never Love Again,375529180,109426,Lady Gaga,I'll Never Love Again
The Weeknd - Try Me,375211695,103081,The Weeknd,Try Me
Leon Bridges - Beyond,374681676,164269,Leon Bridges,Beyond
EXO - Love Shot,374336829,115516,EXO,Love Shot
Sigala - Easy Love,373766251,64888,Sigala,Easy Love
J. Cole - KOD,369097258,39547,J. Cole,KOD
BTS - The Truth Untold,369064832,86553,BTS,The Truth Untold
SHAUN - Way Back Home,368298777,99259,SHAUN,Way Back Home
YoungBoy Never Broke Again - Outside Today,368002122,202096,YoungBoy Never Broke Again,Outside Today
J Balvin - Reggaeton,366553359,37453,J Balvin,Reggaeton
K/DA - POP/STARS,365550861,101733,K/DA,POP/STARS
James Bay - Us,364831937,186509,James Bay,Us
YBN Nahmir - Bounce Out With That,364357685,48764,YBN Nahmir,Bounce Out With That
Everybody Loves an Outlaw - I See Red,364106411,227180,Everybody Loves an Outlaw,I See Red
Post Malone - 92 Explorer,362875576,58626,Post Malone,92 Explorer
6ix9ine - BILLY,362368539,87896,6ix9ine,BILLY
Pink Sweat$ - Honesty,361044787,90872,Pink Sweat$,Honesty
Maluma - Mala Mía,360508520,56990,Maluma,Mala Mía
Mitski - Me and My Husband,360167276,228401,Mitski,Me and My Husband
DJ Pablito - Todavía,359119249,177202,DJ Pablito,Todavía
BTS - Magic Shop,358686400,110548,BTS,Magic Shop
Shawn Mendes - Youth,358010640,46948,Shawn Mendes,Youth
Manuel Turizo - Culpables,357462052,157595,Manuel Turizo,Culpables
Tyga - SWISH,356998168,56812,Tyga,SWISH
Travis Scott - SKELETONS,356837003,766463,Travis Scott,SKELETONS
Cardi B - Be Careful,356578835,109546,Cardi B,Be Careful
BLACKPINK - Forever Young,356369076,129777,BLACKPINK,Forever Young
Lauv - There's No Way,356261228,38280,Lauv,There's No Way
Alan Walker - Ignite,355905444,125662,Alan Walker,Ignite
Daddy Yankee - Dura,352405498,38030,Daddy Yankee,Dura
Wiz Khalifa - Hopeless Romantic,352337997,80496,Wiz Khalifa,Hopeless Romantic
DJ Luian - La Ocasión,352052292,210949,DJ Luian,La Ocasión
George Ezra - Hold My Girl,350747083,110648,George Ezra,Hold My Girl
Kodaline - Brother,350102958,168404,Kodaline,Brother
Trippie Redd - Topanga,349595564,91797,Trippie Redd,Topanga
"Panic! At The Disco - Hey Look Ma, I Made It",349071933,53077,Panic! At The Disco,"Hey Look Ma, I Made It"
Travis Scott - WAKE UP,349069804,80461,Travis Scott,WAKE UP
Nicky Jam - X,348943710,51061,Nicky Jam,X
Sasha Alex Sloan - Older,348713972,208601,Sasha Alex Sloan,Older
Playboi Carti - R.I.P.,348040147,284471,Playboi Carti,R.I.P.
Robin Schulz - Speechless,347621199,44629,Robin Schulz,Speechless
The Weeknd - Wasted Times,347092038,78055,The Weeknd,Wasted Times
Kris Kross Amsterdam - Whenever,346995108,20738,Kris Kross Amsterdam,Whenever
Vance Joy - Saturday Sun,346804449,200743,Vance Joy,Saturday Sun
Summer Walker - Girls Need Love,346607032,163609,Summer Walker,Girls Need Love
BTS - Airplane pt.2,346213836,99921,BTS,Airplane pt.2
Drake - Finesse,345637703,208266,Drake,Finesse
Morgan Wallen - The Way I Talk,344954771,174632,Morgan Wallen,The Way I Talk
Post Malone - Spoil My Night,344017892,42007,Post Malone,Spoil My Night
6ix9ine - KIKA,343066773,37813,6ix9ine,KIKA
Russ - Missin You Crazy,342503650,53337,Russ,Missin You Crazy
XXXTENTACION - infinity (888),341362082,177000,XXXTENTACION,infinity (888)
Post Malone - Over Now,341217621,51781,Post Malone,Over Now
NOTD - I Wanna Know,340848446,43607,NOTD,I Wanna Know
George Ezra - Paradise,340729075,51860,George Ezra,Paradise
The 1975 - It's Not Living (If It's Not With You),340009381,148856,The 1975,It's Not Living (If It's Not With You)
Major Lazer - Run Up,339653639,36105,Major Lazer,Run Up
Alesso - REMEDY,338050385,42561,Alesso,REMEDY
League of Legends - RISE,337280957,130943,League of Legends,RISE
Bad Wolves - Zombie,336241961,149631,Bad Wolves,Zombie
Ariana Grande - everytime,335875415,167994,Ariana Grande,everytime
Childish Gambino - Feels Like Summer,335705399,114830,Childish Gambino,Feels Like Summer
Morat - Presiento,332313865,160738,Morat,Presiento
Juice WRLD - Hurt Me,332223703,182224,Juice WRLD,Hurt Me
