Artist and Title,Streams,Daily,Artist,Song
Ed Sheeran - Castle on the Hill,1396076482,520300,Ed Sheeran,Castle on the Hill
Selena Gomez - Wolves,1395992560,336267,Selena Gomez,Wolves
Portugal. The Man - Feel It Still,1376556198,456461,Portugal. The Man,Feel It Still
Logic - 1-800-273-8255,1361519731,288372,Logic,1-800-273-8255
Ed Sheeran - Galway Girl,1358897332,332856,Ed Sheeran,Galway Girl
Ed Sheeran - Happier,1356960349,269102,Ed Sheeran,Happier
Imagine Dragons - Whatever It Takes,1352591048,733798,Imagine Dragons,Whatever It Takes
Martin Garrix - Scared to Be Lonely,1317002044,549163,Martin Garrix,Scared to Be Lonely
DJ Khaled - I'm the One,1286220178,214933,DJ Khaled,I'm the One
Zedd - Stay,1255495650,274884,Zedd,Stay
Maroon 5 - What Lovers Do,1250574399,330041,Maroon 5,What Lovers Do
Loud Luxury - Body,1249500817,471819,Loud Luxury,Body
Julia Michaels - Issues,1245014426,253803,Julia Michaels,Issues
Taylor Swift - Don’t Blame Me,1242999124,868146,Taylor Swift,Don’t Blame Me
Kendrick Lamar - DNA.,1227989682,497268,Kendrick Lamar,DNA.
The Chainsmokers - Paris,1223804228,294119,The Chainsmokers,Paris
Taylor Swift - Look What You Made Me Do,1222575369,551181,Taylor Swift,Look What You Made Me Do
DJ Khaled - Wild Thoughts,1221067514,354161,DJ Khaled,Wild Thoughts
Lewis Capaldi - Bruises,1196256835,465541,Lewis Capaldi,Bruises
21 Savage - Bank Account,1180514423,227518,21 Savage,Bank Account
Demi Lovato - Sorry Not Sorry,1179406987,193608,Demi Lovato,Sorry Not Sorry
Calvin Harris - Feels,1162340400,241454,Calvin Harris,Feels
Billie Eilish - idontwannabeyouanymore,1145339959,520182,Billie Eilish,idontwannabeyouanymore
Jason Derulo - Swalla,1143459920,203226,Jason Derulo,Swalla
Avicii - Without You,1120092742,304864,Avicii,Without You
Jaymes Young - Infinity,1118943926,384801,Jaymes Young,Infinity
Hailee Steinfeld - Let Me Go,1117367382,172283,Hailee Steinfeld,Let Me Go
Lil Uzi Vert - 20 Min,1108399557,909501,Lil Uzi Vert,20 Min
Calvin Harris - Slide,1105463863,400988,Calvin Harris,Slide
Rag'n'Bone Man - Human,1095312869,673768,Rag'n'Bone Man,Human
Taylor Swift - Delicate,1059093297,517148,Taylor Swift,Delicate
Shakira - Chantaje,1058309118,379392,Shakira,Chantaje
Lil Uzi Vert - The Way Life Goes,1045898834,567865,Lil Uzi Vert,The Way Life Goes
Billie Eilish - Bored,1044811473,653007,Billie Eilish,Bored
Zac Efron - Rewrite The Stars,1038002107,326976,Zac Efron,Rewrite The Stars
Liam Payne - Strip That Down,1025587542,881979,Liam Payne,Strip That Down
Dennis Lloyd - Nevermind,1025564095,299689,Dennis Lloyd,Nevermind
Billie Eilish - bellyache,1024148747,482502,Billie Eilish,bellyache
G-Eazy - Him & I,1001298042,415782,G-Eazy,Him & I
Zara Larsson - Never Forget You,994369915,183007,Zara Larsson,Never Forget You
Drake - Fake Love,982431781,115996,Drake,Fake Love
Niall Horan - Slow Hands,980416671,398391,Niall Horan,Slow Hands
Jonas Blue - Mama,979657939,206533,Jonas Blue,Mama
A Boogie Wit da Hoodie - Drowning,967427618,309842,A Boogie Wit da Hoodie,Drowning
Maluma - Felices los 4,964252380,192355,Maluma,Felices los 4
Luis Fonsi - Échame La Culpa,963246365,195459,Luis Fonsi,Échame La Culpa
Macklemore - Glorious,936246704,315468,Macklemore,Glorious
Luke Combs - When It Rains It Pours,920671336,699246,Luke Combs,When It Rains It Pours
NATTI NATASHA - Criminal,918589489,217301,NATTI NATASHA,Criminal
Cardi B - Bodak Yellow,914790748,159075,Cardi B,Bodak Yellow
Camila Cabello - Never Be the Same,912940692,317183,Camila Cabello,Never Be the Same
Maggie Lindemann - Pretty Girl,909725895,76303,Maggie Lindemann,Pretty Girl
Sam Hunt - Body Like A Back Road,907335106,264267,Sam Hunt,Body Like A Back Road
Piso 21 - Déjala Que Vuelva,906194000,535902,Piso 21,Déjala Que Vuelva
Ozuna - Se Preparó,901928919,361565,Ozuna,Se Preparó
LP - Lost on You,901036058,481224,LP,Lost on You
Nicky Jam - El Perdón,898507062,194404,Nicky Jam,El Perdón
Chord Overstreet - Hold On,897202790,461444,Chord Overstreet,Hold On
BANNERS - Someone To You,889073304,402600,BANNERS,Someone To You
Playboi Carti - Magnolia,887410475,415805,Playboi Carti,Magnolia
SZA - Love Galore,863827792,448996,SZA,Love Galore
Eminem - River,854587058,219739,Eminem,River
Keala Settle - This Is Me,841155916,276406,Keala Settle,This Is Me
Deorro - Five More Hours,839154309,241708,Deorro,Five More Hours
David Guetta - 2U,838245236,165786,David Guetta,2U
Miley Cyrus - Malibu,832767086,149557,Miley Cyrus,Malibu
Bruno Mars - Finesse,824542951,281424,Bruno Mars,Finesse
P!nk - What About Us,819289467,227283,P!nk,What About Us
Kendrick Lamar - PRIDE.,813508436,891943,Kendrick Lamar,PRIDE.
Wisin - Escápate Conmigo,812571988,152536,Wisin,Escápate Conmigo
Ed Sheeran - Perfect Duet (Ed Sheeran & Beyoncé),809684007,91130,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé)
Taylor Swift - ...Ready For It?,804806305,515764,Taylor Swift,...Ready For It?
Lil Peep - Save That Shit,798426224,280222,Lil Peep,Save That Shit
Frank Ocean - Chanel,797637743,408420,Frank Ocean,Chanel
Drake - Teenage Fever,790722203,435286,Drake,Teenage Fever
Chase Atlantic - Swim,785618277,622583,Chase Atlantic,Swim
Pinkfong - Baby Shark,775017377,402761,Pinkfong,Baby Shark
Aminé - Caroline,774791802,112284,Aminé,Caroline
Richy Mitch & The Coal Miners - Evergreen,767938045,1139744,Richy Mitch & The Coal Miners,Evergreen
Luke Combs - Hurricane,763538132,419496,Luke Combs,Hurricane
Lil Baby - Freestyle,763378182,411396,Lil Baby,Freestyle
A$AP Ferg - Plain Jane,751341026,129792,A$AP Ferg,Plain Jane
Ed Sheeran - Supermarket Flowers,746890931,229371,Ed Sheeran,Supermarket Flowers
Anitta - Downtown,740643964,709377,Anitta,Downtown
SZA - Broken Clocks,736587385,676502,SZA,Broken Clocks
Becky G - Mayores,734348846,195676,Becky G,Mayores
Enrique Iglesias - SUBEME LA RADIO,731555860,151707,Enrique Iglesias,SUBEME LA RADIO
Carlos Vives - La Bicicleta,731125200,252552,Carlos Vives,La Bicicleta
Khalid - 8TEEN,730902938,229489,Khalid,8TEEN
Manuel Turizo - Una Lady Como Tú,726578819,204336,Manuel Turizo,Una Lady Como Tú
Big Sean - Bounce Back,719792304,62139,Big Sean,Bounce Back
Taylor Swift - Getaway Car,717527496,381082,Taylor Swift,Getaway Car
Kendrick Lamar - LOYALTY. FEAT. RIHANNA.,716491768,347248,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.
Billie Eilish - watch,715011068,437675,Billie Eilish,watch
Kodak Black - Roll in Peace,714211892,167322,Kodak Black,Roll in Peace
Avicii - Lonely Together,711347361,133565,Avicii,Lonely Together
Ed Sheeran - Dive,710392046,186387,Ed Sheeran,Dive
Carlos Vives - Robarte un Beso,707831994,226106,Carlos Vives,Robarte un Beso
SYML - Where's My Love,702647507,676722,SYML,Where's My Love
Rex Orange County - Best Friend,700112348,247566,Rex Orange County,Best Friend
Justin Bieber - Friends,693006057,110734,Justin Bieber,Friends
Chris Jedi - Ahora Dice,690495412,225853,Chris Jedi,Ahora Dice
Cheat Codes - No Promises,687767334,74424,Cheat Codes,No Promises
Kodak Black - Tunnel Vision,679253201,176874,Kodak Black,Tunnel Vision
The Vamps - All Night,678733537,115436,The Vamps,All Night
James Arthur - Naked,674466691,171912,James Arthur,Naked
G-Eazy - No Limit,672043421,88289,G-Eazy,No Limit
Halsey - Bad At Love,658410015,217382,Halsey,Bad At Love
Clean Bandit - I Miss You,656925957,65216,Clean Bandit,I Miss You
Lil Pump - Gucci Gang,653231229,31866,Lil Pump,Gucci Gang
BTS - DNA,653108797,156212,BTS,DNA
Tom Walker - Leave a Light On,643450441,232977,Tom Walker,Leave a Light On
Rita Ora - Your Song,639663852,85543,Rita Ora,Your Song
Christian Nodal - Adiós Amor,635129737,220755,Christian Nodal,Adiós Amor
J Balvin - Bonita,633259671,214471,J Balvin,Bonita
Taylor Swift - Gorgeous,632694945,257286,Taylor Swift,Gorgeous
blackbear - do re mi,632312010,101877,blackbear,do re mi
XXXTENTACION - I Don't Wanna Do This Anymore,632249072,456292,XXXTENTACION,I Don't Wanna Do This Anymore
BLACKPINK - As If It's Your Last,630697669,276178,BLACKPINK,As If It's Your Last
League of Legends - Legends Never Die,628318760,260994,League of Legends,Legends Never Die
Morat - Besos En Guerra,626803720,375965,Morat,Besos En Guerra
Hailee Steinfeld - Most Girls,626214190,78320,Hailee Steinfeld,Most Girls
Miguel - Sky Walker,615629916,173432,Miguel,Sky Walker
Martin Garrix - There for You,614043557,63701,Martin Garrix,There for You
Lil Xan - Betrayed,612922575,81165,Lil Xan,Betrayed
Harry Styles - Sweet Creature,612191172,200030,Harry Styles,Sweet Creature
Lorde - Green Light,611846585,155836,Lorde,Green Light
Danny Ocean - Dembow,608895216,212561,Danny Ocean,Dembow
Migos - Slippery,608265737,73340,Migos,Slippery
Kygo - Remind Me to Forget,606954779,87865,Kygo,Remind Me to Forget
Mac DeMarco - For the First Time,605629533,651573,Mac DeMarco,For the First Time
Lil Skies - Lust,599828180,142252,Lil Skies,Lust
Nicky Jam - El Amante,598469229,114552,Nicky Jam,El Amante
Drake - Portland,597591964,115398,Drake,Portland
Ozuna - Dile Que Tu Me Quieres,593522332,230758,Ozuna,Dile Que Tu Me Quieres
Nicky Jam - Hasta el Amanecer,589029476,212878,Nicky Jam,Hasta el Amanecer
JP Cooper - September Song,587579826,72026,JP Cooper,September Song
Joji - worldstar money (interlude),587128375,289374,Joji,worldstar money (interlude)
Famous Dex - PICK IT UP,587108049,77136,Famous Dex,PICK IT UP
Rex Orange County - Sunflower,587103126,181433,Rex Orange County,Sunflower
Sean Paul - Get Busy,586947563,293653,Sean Paul,Get Busy
Brett Young - In Case You Didn't Know,585529620,218618,Brett Young,In Case You Didn't Know
Louis Tomlinson - Back to You,584335797,111894,Louis Tomlinson,Back to You
Bishop Briggs - River,577024428,268304,Bishop Briggs,River
XXXTENTACION - Carry On,572932217,193732,XXXTENTACION,Carry On
SZA - The Weekend,571942154,219983,SZA,The Weekend
Gucci Mane - I Get the Bag,568240659,107634,Gucci Mane,I Get the Bag
Chase Atlantic - Into It,564255737,510408,Chase Atlantic,Into It
Ozuna - Síguelo Bailando,562463489,104433,Ozuna,Síguelo Bailando
Alan Walker - All Falls Down,557232580,95900,Alan Walker,All Falls Down
Selena Gomez - Fetish,555102522,309976,Selena Gomez,Fetish
Ozuna - El Farsante,554789451,198681,Ozuna,El Farsante
The Living Tombstone - My Ordinary Life,554235461,264975,The Living Tombstone,My Ordinary Life
Kygo - Stargazing,546442193,61265,Kygo,Stargazing
Pablo Alborán - Saturno,545956988,447706,Pablo Alborán,Saturno
Harry Styles - Kiwi,545469975,155060,Harry Styles,Kiwi
Billie Eilish - my boy,544121378,184791,Billie Eilish,my boy
Playboi Carti - wokeuplikethis*,543390933,158500,Playboi Carti,wokeuplikethis*
Daddy Yankee - La Rompe Corazones,543222526,123181,Daddy Yankee,La Rompe Corazones
Rita Ora - Anywhere,535984961,59041,Rita Ora,Anywhere
Wolfine - Bella,534101157,85864,Wolfine,Bella
Tinlicker - Because You Move Me,532510952,399821,Tinlicker,Because You Move Me
Ramz - Barking,531699052,139551,Ramz,Barking
Camila Cabello - Crying in the Club,531345813,94494,Camila Cabello,Crying in the Club
Billie Eilish - COPYCAT,531281140,180380,Billie Eilish,COPYCAT
Banda MS de Sergio Lizárraga - El Color de Tus Ojos,531168203,338854,Banda MS de Sergio Lizárraga,El Color de Tus Ojos
Jhené Aiko - Sativa,528576055,376259,Jhené Aiko,Sativa
Taylor Swift - End Game,527160963,207586,Taylor Swift,End Game
Ozuna - Tú Foto,526014428,173750,Ozuna,Tú Foto
BTS - Spring Day,525397532,206161,BTS,Spring Day
Sufjan Stevens - Mystery of Love (From the Original Motion Picture “Call Me by Your Name”),524760274,268965,Sufjan Stevens,Mystery of Love (From the Original Motion Picture “Call Me by Your Name”)
Rex Orange County - Loving Is Easy,518964878,95883,Rex Orange County,Loving Is Easy
Selena Gomez - Bad Liar,515239829,60831,Selena Gomez,Bad Liar
Lil Skies - Nowadays,514682391,55033,Lil Skies,Nowadays
Kane Brown - Heaven,512365243,141547,Kane Brown,Heaven
Kesha - Praying,510628543,78074,Kesha,Praying
Tyler Childers - Feathered Indians,510382708,414702,Tyler Childers,Feathered Indians
Loren Allred - Never Enough,508445381,171218,Loren Allred,Never Enough
Nacho - Báilame,506910183,135763,Nacho,Báilame
Joey Bada$$ - Love Is Only a Feeling,505702413,391492,Joey Bada$$,Love Is Only a Feeling
Niall Horan - Too Much To Ask,505257914,96658,Niall Horan,Too Much To Ask
Ayo & Teo - Rolex,503213897,85713,Ayo & Teo,Rolex
Daddy Yankee - Vuelve,502220530,264240,Daddy Yankee,Vuelve
Billie Eilish - hostage,500028894,267328,Billie Eilish,hostage
2 Chainz - It's A Vibe,491069698,55669,2 Chainz,It's A Vibe
Trippie Redd - Dark Knight Dummo,489052438,205943,Trippie Redd,Dark Knight Dummo
Zara Larsson - Ain't My Fault,488293784,108029,Zara Larsson,Ain't My Fault
Drake - Do Not Disturb,486709167,211405,Drake,Do Not Disturb
Clairo - Pretty Girl,485358619,241629,Clairo,Pretty Girl
SZA - The Weekend,485087385,135078,SZA,The Weekend
Migos - T-Shirt,484669078,65980,Migos,T-Shirt
Still Woozy - Goodie Bag,478416958,244660,Still Woozy,Goodie Bag
Halsey - Now Or Never,478282147,44929,Halsey,Now Or Never
Taylor Swift - I Did Something Bad,475448220,256189,Taylor Swift,I Did Something Bad
Kygo - First Time,471305235,47673,Kygo,First Time
Young Thug - Relationship,470366343,82688,Young Thug,Relationship
Future - Solo,468996510,631380,Future,Solo
XXXTENTACION - YuNg BrAtZ,467615855,177482,XXXTENTACION,YuNg BrAtZ
Khalid - Saved,466426908,47412,Khalid,Saved
Shouse - Love Tonight (Edit),465517359,104084,Shouse,Love Tonight (Edit)
Kendrick Lamar - ELEMENT.,464585015,139772,Kendrick Lamar,ELEMENT.
Paramore - Hard Times,462608338,197223,Paramore,Hard Times
J Balvin - Si Tu Novio Te Deja Sola,461466329,295364,J Balvin,Si Tu Novio Te Deja Sola
mgk - Home,457788694,169450,mgk,Home
Lil Skies - Red Roses,452528690,62591,Lil Skies,Red Roses
Alan Walker - The Spectre,451121967,172698,Alan Walker,The Spectre
Playboi Carti - Location,448997875,341574,Playboi Carti,Location
Shakira - Perro Fiel,447513648,128352,Shakira,Perro Fiel
Major Lazer - Know No Better,446649044,79490,Major Lazer,Know No Better
Kodak Black - Transportin',444524816,258516,Kodak Black,Transportin'
Luke Combs - One Number Away,442278083,203695,Luke Combs,One Number Away
Tee Grizzley - First Day Out,441921443,193829,Tee Grizzley,First Day Out
Clairo - Flaming Hot Cheetos,441390509,342464,Clairo,Flaming Hot Cheetos
Macklemore - Good Old Days,440919882,107584,Macklemore,Good Old Days
Lorde - Liability,439563203,126807,Lorde,Liability
Taylor Swift - Call It What You Want,434763660,237295,Taylor Swift,Call It What You Want
Elton John - Hold Me Closer,434728470,231117,Elton John,Hold Me Closer
Jack Stauber - Buttercup,433413654,93130,Jack Stauber,Buttercup
Alfredo Olivas - El Paciente,433266871,287962,Alfredo Olivas,El Paciente
Halsey - Sorry,430276020,114379,Halsey,Sorry
Chris Stapleton - Broken Halos,430270594,358351,Chris Stapleton,Broken Halos
Mon Laferte - Mi Buen Amor,427005977,365121,Mon Laferte,Mi Buen Amor
K.Flay - High Enough,422922244,231310,K.Flay,High Enough
Christian Nodal - Probablemente,421538707,162135,Christian Nodal,Probablemente
Phoebe Bridgers - Motion Sickness,421284073,357213,Phoebe Bridgers,Motion Sickness
Robin Schulz - OK,420719461,52516,Robin Schulz,OK
Matt Maltese - As the World Caves In,418663547,211183,Matt Maltese,As the World Caves In
MC Fioti - Bum Bum Tam Tam,417745570,95694,MC Fioti,Bum Bum Tam Tam
Cardi B - Bartier Cardi,416201290,33232,Cardi B,Bartier Cardi
Trippie Redd - Love Scars,414272415,88577,Trippie Redd,Love Scars
Linkin Park - One More Light,412262629,282650,Linkin Park,One More Light
KAROL G - A Ella,408740605,299111,KAROL G,A Ella
Alex Sensation - Que Va,406405059,78733,Alex Sensation,Que Va
NAV - Some Way,405944390,82923,NAV,Some Way
G-Eazy - Good Life,402625775,89932,G-Eazy,Good Life
Halsey - Walls Could Talk,402049698,142631,Halsey,Walls Could Talk
Noah Cyrus - Again,401206389,737728,Noah Cyrus,Again
Ed Sheeran - What Do I Know?,399748672,55313,Ed Sheeran,What Do I Know?
Mon Laferte - Amárrame,399297810,261705,Mon Laferte,Amárrame
Shakira - Me Enamoré,399265625,87756,Shakira,Me Enamoré
21 Savage - Ghostface Killers,396907206,97666,21 Savage,Ghostface Killers
Two Feet - Love Is a Bitch,396873711,184243,Two Feet,Love Is a Bitch
Bruno Major - Easily,394230442,100477,Bruno Major,Easily
Lil Peep - Benz Truck (гелик),390456716,99825,Lil Peep,Benz Truck (гелик)
Calvin Harris - Rollin,389866312,50630,Calvin Harris,Rollin
Tee Grizzley - From The D To The A,387544039,183943,Tee Grizzley,From The D To The A
Drake - Signs,386650427,51782,Drake,Signs
Axwell /\ Ingrosso - Sun Is Shining,386453674,70104,Axwell /\ Ingrosso,Sun Is Shining
Alina Baraz - Electric,385531878,107403,Alina Baraz,Electric
Martin Garrix - So Far Away,385307805,53549,Martin Garrix,So Far Away
Jaden - Icon,384431147,61904,Jaden,Icon
CamelPhat - Cola,383690511,137083,CamelPhat,Cola
XXXTENTACION - Depression & Obsession,383655380,101746,XXXTENTACION,Depression & Obsession
Jory Boy - No Te Hagas,382771844,431995,Jory Boy,No Te Hagas
"Tyler, The Creator - 911 / Mr. Lonely",382259224,287655,"Tyler, The Creator",911 / Mr. Lonely
Joji - Will He,381928964,123991,Joji,Will He
Drake - Gyalchester,380935434,53431,Drake,Gyalchester
Alice Merton - No Roots,379753795,88799,Alice Merton,No Roots
Lee Brice - Rumor,379706363,282163,Lee Brice,Rumor
Lady Gaga - The Cure,378322148,42020,Lady Gaga,The Cure
Rex Orange County - Television / So Far So Good,377912541,202148,Rex Orange County,Television / So Far So Good
Freya Ridings - Lost Without You,377258364,136666,Freya Ridings,Lost Without You
Foster The People - Sit Next to Me,376573103,229345,Foster The People,Sit Next to Me
Sam Tinnesz - Play with Fire,376566698,210274,Sam Tinnesz,Play with Fire
Ed Sheeran - How Would You Feel (Paean),374974154,49753,Ed Sheeran,How Would You Feel (Paean)
Lana Del Rey - Lust For Life,374863865,171051,Lana Del Rey,Lust For Life
Ella Mai - Boo'd Up,373185625,96065,Ella Mai,Boo'd Up
Jason Derulo - Tip Toe,372733609,36657,Jason Derulo,Tip Toe
J Balvin - Mi Gente,372105454,45144,J Balvin,Mi Gente
Prince Royce - Deja vu,371918818,145114,Prince Royce,Deja vu
Yo Gotti - Rake It Up,371814825,45929,Yo Gotti,Rake It Up
NAV - Myself,371275614,65335,NAV,Myself
Tay-K - The Race,371007763,135181,Tay-K,The Race
Alejandro Fernández - Sé Que Te Duele,371005947,145365,Alejandro Fernández,Sé Que Te Duele
Sigala - Came Here for Love,370975726,75194,Sigala,Came Here for Love
Lil Peep - witchblades,370270513,177109,Lil Peep,witchblades
Pitbull - Hey Ma,370142831,69046,Pitbull,Hey Ma
Tyler Childers - Lady May,369268450,239555,Tyler Childers,Lady May
BTS - Go Go,367811472,83488,BTS,Go Go
Jesse & Joy - 3 A.M.,367415689,89934,Jesse & Joy,3 A.M.
Taylor Swift - Dress,364899550,263608,Taylor Swift,Dress
Thomas Rhett - Marry Me,364676173,74723,Thomas Rhett,Marry Me
BTS - Pied Piper,363366073,121995,BTS,Pied Piper
Joey Montana - Suena El Dembow,362770989,50645,Joey Montana,Suena El Dembow
XXXTENTACION - RIP Roach,362686007,145217,XXXTENTACION,RIP Roach
Linkin Park - Heavy,360242265,106776,Linkin Park,Heavy
Harry Styles - From the Dining Table,359594178,149033,Harry Styles,From the Dining Table
KAROL G - Ahora Me Llama,358960419,139388,KAROL G,Ahora Me Llama
BTS - Dimple,358424224,142602,BTS,Dimple
Cuco - Lo Que Siento,357977336,142278,Cuco,Lo Que Siento
BTS - Fire,356865835,92792,BTS,Fire
Nicky Jam - Si Tú La Ves,356302950,72092,Nicky Jam,Si Tú La Ves
Bad Bunny - Pa Ti,355975288,239013,Bad Bunny,Pa Ti
Joey Bada$$ - DEVASTATED,355873668,56785,Joey Bada$$,DEVASTATED
Lil Uzi Vert - Sauce It Up,354458072,58252,Lil Uzi Vert,Sauce It Up
Bad Bunny - Me Mata,354288574,218844,Bad Bunny,Me Mata
Ozuna - Quiero Repetir,353621719,72991,Ozuna,Quiero Repetir
SZA - Drew Barrymore,353241422,153501,SZA,Drew Barrymore
Ghostemane - Mercury: Retrograde,352233750,130816,Ghostemane,Mercury: Retrograde
$uicideboy$ - For the Last Time,350114740,365468,$uicideboy$,For the Last Time
Melendi - Destino o casualidad,350092831,235161,Melendi,Destino o casualidad
Bryce Vine - Drew Barrymore,349445474,61593,Bryce Vine,Drew Barrymore
Rag'n'Bone Man - Skin,346640972,110609,Rag'n'Bone Man,Skin
Sean Paul - Baby Boy,344146994,190313,Sean Paul,Baby Boy
Dustin Lynch - Small Town Boy,343126534,73175,Dustin Lynch,Small Town Boy
YBN Nahmir - Rubbin off the Paint,342655529,59411,YBN Nahmir,Rubbin off the Paint
NAV - Wanted You,341846516,35985,NAV,Wanted You
1Kilo - Deixe Me Ir,341739943,182179,1Kilo,Deixe Me Ir
Manuel Turizo - Esperándote,341501996,67111,Manuel Turizo,Esperándote
Wisin - Vacaciones,341198949,38998,Wisin,Vacaciones
lovelytheband - broken,340883134,74753,lovelytheband,broken
Demi Lovato - Tell Me You Love Me,340306569,31199,Demi Lovato,Tell Me You Love Me
Chris Brown - Questions,339735358,66756,Chris Brown,Questions
Jax Jones - Breathe,338365318,38598,Jax Jones,Breathe
YNW Melly - 772 Love,337947916,185440,YNW Melly,772 Love
Lana Del Rey - Love,337724588,93964,Lana Del Rey,Love
Harry Styles - Two Ghosts,335314554,99333,Harry Styles,Two Ghosts
Phoebe Bridgers - Scott Street,334775175,463739,Phoebe Bridgers,Scott Street
BTS - Save Me,332844537,85331,BTS,Save Me
Jordan Davis - Singles You Up,331882148,101156,Jordan Davis,Singles You Up
Kodak Black - Codeine Dreaming,331569220,40015,Kodak Black,Codeine Dreaming
Lil Peep - Awful Things,331441281,64765,Lil Peep,Awful Things
Thomas Rhett - Unforgettable,330218048,70345,Thomas Rhett,Unforgettable
Chase Atlantic - Consume,329884231,490865,Chase Atlantic,Consume
Ed Sheeran - New Man,329772124,29744,Ed Sheeran,New Man
A$AP Ferg - Plain Jane REMIX,328879990,102907,A$AP Ferg,Plain Jane REMIX
OneRepublic - Rich Love,328309112,45372,OneRepublic,Rich Love
Anne-Marie - Ciao Adios,327331927,62380,Anne-Marie,Ciao Adios
Unlike Pluto - Everything Black,325698292,111580,Unlike Pluto,Everything Black
Chase Rice - Eyes On You,324106327,56856,Chase Rice,Eyes On You
Young Nudy - EA,323912766,170393,Young Nudy,EA
"Tyler, The Creator - Boredom",322986616,137106,"Tyler, The Creator",Boredom
Brytiago - Netflixxx,320824629,326146,Brytiago,Netflixxx
Lana Del Rey - Cherry,320712027,214356,Lana Del Rey,Cherry
Tom Walker - Just You and I,320437350,67911,Tom Walker,Just You and I
Melim - Meu Abrigo,320427467,95310,Melim,Meu Abrigo
HRVY - Personal,320365946,59620,HRVY,Personal
XXXTENTACION - Save Me,318512394,153711,XXXTENTACION,Save Me
Skrillex - HUMBLE.,317060910,84146,Skrillex,HUMBLE.
The Score - Unstoppable,314988339,120346,The Score,Unstoppable
Imagine Dragons - Next To Me,314814455,107916,Imagine Dragons,Next To Me
Snakehips - Don't Leave,314631370,28973,Snakehips,Don't Leave
